Orthogroup	HART001	HART027	HART058	HART060	HART061	HART062	HART063	HART067	HART068	N1523	N9750	Total
OG0017772	1	0	0	0	1	1	1	1	0	0	0	5
OG0017773	1	1	1	0	1	0	1	0	0	0	0	5
OG0017774	1	0	0	1	0	0	1	1	0	1	0	5
OG0017775	1	0	0	1	0	0	1	1	0	1	0	5
OG0017776	1	0	1	0	0	0	1	1	1	0	0	5
OG0017777	1	1	0	0	1	0	1	1	0	0	0	5
OG0017778	1	1	0	0	0	0	1	1	0	1	0	5
OG0017779	1	0	1	0	1	0	1	1	0	0	0	5
OG0017780	1	0	0	1	0	0	0	1	1	0	1	5
OG0017781	1	0	1	0	0	1	1	1	0	0	0	5
OG0017782	1	0	1	1	0	0	1	1	0	0	0	5
OG0017783	1	0	0	1	0	0	1	1	1	0	0	5
OG0017784	1	0	0	0	1	1	1	1	0	0	0	5
OG0017785	1	1	0	0	0	0	1	1	0	0	1	5
OG0017786	1	0	1	0	1	1	1	0	0	0	0	5
OG0017787	1	0	0	0	0	0	2	2	0	0	0	5
OG0017788	1	0	0	0	1	1	1	1	0	0	0	5
OG0017789	1	0	0	0	1	1	1	0	1	0	0	5
OG0017790	1	0	0	0	1	1	1	1	0	0	0	5
OG0017791	1	1	0	0	0	1	1	1	0	0	0	5
OG0017792	1	0	1	0	1	1	0	1	0	0	0	5
OG0017793	1	1	0	0	0	0	1	1	0	0	1	5
OG0017794	1	1	0	0	0	0	1	1	0	0	1	5
OG0017795	1	1	0	0	0	0	1	0	1	0	1	5
OG0017796	1	1	0	0	0	0	0	1	1	0	1	5
OG0017797	1	1	1	0	0	0	1	1	0	0	0	5
OG0017798	1	0	1	0	1	0	1	1	0	0	0	5
OG0017799	1	0	1	0	1	1	1	0	0	0	0	5
OG0017800	1	0	1	0	1	1	1	0	0	0	0	5
OG0017801	1	0	0	0	1	1	1	1	0	0	0	5
OG0017802	2	0	0	0	0	0	2	1	0	0	0	5
OG0017803	1	0	0	1	0	0	0	1	1	0	1	5
OG0017804	1	0	1	0	1	1	0	1	0	0	0	5
OG0017805	1	0	1	0	1	1	1	0	0	0	0	5
OG0017806	1	0	1	0	0	1	1	1	0	0	0	5
OG0017807	1	1	0	0	0	0	1	1	0	1	0	5
OG0017808	1	1	0	1	0	0	1	0	1	0	0	5
OG0017809	1	0	0	1	1	0	0	1	1	0	0	5
OG0017810	1	1	0	0	1	0	1	1	0	0	0	5
OG0017811	1	0	1	0	0	0	1	2	0	0	0	5
OG0017812	1	0	0	0	0	0	1	1	1	0	1	5
OG0017813	1	0	1	0	0	1	1	1	0	0	0	5
OG0017814	1	0	0	0	0	1	1	1	0	1	0	5
OG0017815	1	1	0	0	0	0	1	1	0	1	0	5
OG0017816	1	0	1	1	0	0	1	1	0	0	0	5
OG0017817	1	0	0	1	0	0	1	1	1	0	0	5
OG0017818	1	0	0	0	1	1	1	1	0	0	0	5
OG0017819	1	1	0	1	0	0	1	1	0	0	0	5
OG0017820	1	0	1	0	0	0	2	1	0	0	0	5
OG0017821	1	0	0	1	0	0	1	1	0	0	1	5
OG0017822	1	0	1	0	1	1	0	1	0	0	0	5
OG0017823	1	1	0	1	0	0	1	0	1	0	0	5
OG0017824	1	1	0	1	0	0	1	1	0	0	0	5
OG0017825	1	1	0	1	0	0	0	0	1	0	1	5
OG0017826	1	1	1	0	0	0	1	1	0	0	0	5
OG0017827	1	0	0	1	0	0	1	1	0	0	1	5
OG0017828	1	0	1	0	0	1	0	1	0	1	0	5
OG0017829	1	0	0	0	0	0	2	1	0	1	0	5
OG0017830	1	0	0	0	0	0	1	1	0	1	1	5
OG0017831	1	1	1	0	0	0	1	1	0	0	0	5
OG0017832	1	0	1	0	1	0	1	1	0	0	0	5
OG0017833	1	0	0	0	1	1	1	0	1	0	0	5
OG0017834	1	0	1	0	1	1	1	0	0	0	0	5
OG0017835	1	1	0	0	0	0	2	1	0	0	0	5
OG0017836	1	0	0	0	0	1	1	1	1	0	0	5
OG0017837	1	1	0	0	0	0	1	1	0	1	0	5
OG0017838	1	1	0	0	1	1	0	1	0	0	0	5
OG0017839	1	0	0	0	0	1	1	1	0	0	1	5
OG0017840	1	1	0	0	0	0	1	1	0	1	0	5
OG0017841	1	0	0	1	0	0	1	1	0	1	0	5
OG0017842	1	0	0	0	0	0	1	1	0	2	0	5
OG0017843	1	0	1	0	0	1	1	1	0	0	0	5
OG0017844	1	0	1	0	0	0	1	1	0	0	1	5
OG0017845	1	0	1	0	1	0	1	1	0	0	0	5
OG0017846	1	1	1	0	0	0	1	1	0	0	0	5
OG0017847	1	1	1	0	0	0	1	1	0	0	0	5
OG0017848	1	0	0	1	0	0	1	1	1	0	0	5
OG0017849	1	0	0	0	0	0	2	2	0	0	0	5
OG0017850	1	1	0	0	0	0	1	1	0	1	0	5
OG0017851	1	0	1	0	1	1	0	1	0	0	0	5
OG0017852	1	0	0	0	1	1	1	1	0	0	0	5
OG0017853	2	0	0	1	0	0	1	1	0	0	0	5
OG0017854	1	0	0	0	1	0	1	1	0	1	0	5
OG0017855	1	1	1	0	0	0	1	1	0	0	0	5
OG0017856	1	0	1	0	1	0	1	1	0	0	0	5
OG0017857	1	0	0	0	0	0	1	1	1	0	1	5
OG0017858	1	0	0	0	0	0	3	1	0	0	0	5
OG0017859	1	1	1	1	0	0	1	0	0	0	0	5
OG0017860	1	1	0	0	1	0	1	1	0	0	0	5
OG0017861	1	0	0	0	1	1	1	1	0	0	0	5
OG0017862	1	1	0	0	1	1	1	0	0	0	0	5
OG0017863	1	0	1	0	0	1	1	1	0	0	0	5
OG0017864	1	0	0	1	0	0	1	1	0	0	1	5
OG0017865	1	1	0	0	0	1	1	1	0	0	0	5
OG0017866	1	0	0	0	1	1	1	1	0	0	0	5
OG0017867	1	0	0	0	1	1	1	1	0	0	0	5
OG0017868	1	0	0	0	0	0	1	1	0	0	2	5
OG0017869	1	1	0	0	0	0	1	1	0	0	1	5
OG0017870	1	0	1	1	0	0	0	0	0	1	1	5
OG0017871	1	1	0	1	0	0	1	1	0	0	0	5
OG0017872	1	0	1	0	0	1	0	2	0	0	0	5
OG0017873	1	0	0	1	0	0	1	1	1	0	0	5
OG0017874	1	0	0	0	0	0	0	1	0	2	1	5
OG0017875	1	0	1	0	1	0	1	1	0	0	0	5
OG0017876	1	0	0	1	0	0	1	0	1	0	1	5
OG0017877	1	0	1	0	0	1	1	1	0	0	0	5
OG0017878	1	0	0	0	1	1	1	1	0	0	0	5
OG0017879	1	0	0	0	1	1	1	1	0	0	0	5
OG0017880	1	0	0	0	1	1	1	1	0	0	0	5
OG0017881	1	0	0	0	1	1	0	1	0	0	1	5
OG0017882	1	1	0	0	0	0	1	1	1	0	0	5
OG0017883	1	0	1	0	1	1	0	1	0	0	0	5
OG0017884	1	1	0	0	1	0	1	1	0	0	0	5
OG0017885	1	0	1	0	0	1	1	1	0	0	0	5
OG0017886	1	1	0	0	0	0	1	1	0	0	1	5
OG0017887	1	1	0	0	0	1	1	1	0	0	0	5
OG0017888	1	0	0	0	0	1	1	0	1	0	1	5
OG0017889	1	0	0	0	1	1	1	1	0	0	0	5
OG0017890	1	2	0	0	0	0	1	1	0	0	0	5
OG0017891	1	1	0	0	0	0	1	1	1	0	0	5
OG0017892	1	1	1	0	0	0	1	1	0	0	0	5
OG0017893	1	0	0	1	0	0	1	1	1	0	0	5
OG0017894	1	0	0	1	0	0	1	1	0	0	1	5
OG0017895	1	0	0	1	0	1	1	1	0	0	0	5
OG0017896	1	0	0	0	1	1	1	1	0	0	0	5
OG0017897	1	0	1	0	1	1	0	1	0	0	0	5
OG0017898	1	0	0	0	1	0	1	1	0	0	1	5
OG0017899	1	0	1	0	0	1	1	1	0	0	0	5
OG0017900	1	1	0	0	1	0	1	1	0	0	0	5
OG0017901	1	0	1	0	0	1	0	1	0	0	1	5
OG0017902	1	0	1	0	1	1	1	0	0	0	0	5
OG0017903	1	0	0	0	0	0	1	1	1	0	1	5
OG0017904	1	0	0	0	1	1	1	1	0	0	0	5
OG0017905	1	0	0	1	0	0	1	1	0	0	1	5
OG0017906	1	0	0	0	1	1	1	1	0	0	0	5
OG0017907	1	0	1	0	1	0	1	1	0	0	0	5
OG0017908	1	0	1	0	1	0	1	1	0	0	0	5
OG0017909	1	1	1	0	0	0	1	1	0	0	0	5
OG0017910	1	0	0	0	1	1	1	1	0	0	0	5
OG0017911	1	0	1	0	1	0	1	1	0	0	0	5
OG0017912	1	0	0	0	1	1	1	1	0	0	0	5
OG0017913	1	1	1	0	0	0	1	1	0	0	0	5
OG0017914	1	1	0	0	0	0	1	1	0	1	0	5
OG0017915	1	1	0	1	0	0	0	1	1	0	0	5
OG0017916	1	1	0	0	0	1	1	1	0	0	0	5
OG0017917	1	0	0	1	1	0	1	1	0	0	0	5
OG0017918	1	0	0	1	0	0	1	1	1	0	0	5
OG0017919	1	0	1	0	1	1	0	1	0	0	0	5
OG0017920	1	1	1	0	0	0	1	1	0	0	0	5
OG0017921	1	1	0	0	0	0	1	1	0	1	0	5
OG0017922	1	0	1	0	1	1	0	1	0	0	0	5
OG0017923	1	0	0	0	1	1	1	1	0	0	0	5
OG0017924	1	1	1	0	0	0	1	1	0	0	0	5
OG0017925	1	0	1	0	1	1	1	0	0	0	0	5
OG0017926	1	0	0	1	0	0	1	1	0	1	0	5
OG0017927	1	1	0	0	0	1	1	1	0	0	0	5
OG0017928	1	0	0	0	1	1	1	1	0	0	0	5
OG0017929	1	1	0	0	0	1	1	1	0	0	0	5
OG0017930	1	0	0	0	1	1	1	1	0	0	0	5
OG0017931	1	0	1	0	1	0	1	1	0	0	0	5
OG0017932	1	0	1	0	0	1	1	1	0	0	0	5
OG0017933	1	0	1	0	1	1	1	0	0	0	0	5
OG0017934	1	1	0	0	0	1	0	0	1	0	1	5
OG0017935	1	0	1	0	0	1	1	1	0	0	0	5
OG0017936	1	1	0	0	0	0	1	1	1	0	0	5
OG0017937	1	1	0	0	1	1	1	0	0	0	0	5
OG0017938	1	1	0	0	0	0	1	2	0	0	0	5
OG0017939	1	0	0	0	0	1	1	1	0	1	0	5
OG0017940	1	1	0	0	0	0	1	1	0	0	1	5
OG0017941	1	0	0	1	0	0	2	0	0	0	1	5
OG0017942	1	0	0	0	1	1	1	1	0	0	0	5
OG0017943	1	1	0	0	0	0	1	1	1	0	0	5
OG0017944	1	0	1	0	0	1	1	1	0	0	0	5
OG0017945	1	0	0	1	0	0	1	1	1	0	0	5
OG0017946	1	0	0	1	0	0	1	1	1	0	0	5
OG0017947	1	0	0	0	1	1	1	1	0	0	0	5
OG0017948	1	0	1	0	2	0	0	0	0	1	0	5
OG0017949	1	0	0	1	0	1	1	1	0	0	0	5
OG0017950	1	0	0	0	1	1	1	1	0	0	0	5
OG0017951	1	1	0	0	1	1	1	0	0	0	0	5
OG0017952	1	0	1	0	1	1	0	1	0	0	0	5
OG0017953	1	0	1	0	1	0	1	1	0	0	0	5
OG0017954	1	1	0	0	0	0	1	1	0	1	0	5
OG0017955	1	1	0	0	0	0	1	1	1	0	0	5
OG0017956	1	0	1	0	1	1	0	0	1	0	0	5
OG0017957	1	0	0	1	0	0	1	1	0	0	1	5
OG0017958	1	0	1	1	0	0	1	1	0	0	0	5
OG0017959	1	0	0	0	0	0	1	1	1	0	1	5
OG0017960	1	0	1	0	1	1	1	0	0	0	0	5
OG0017961	1	0	0	0	1	1	0	1	1	0	0	5
OG0017962	1	0	0	1	0	0	1	1	0	0	1	5
OG0017963	1	0	0	1	0	0	1	1	1	0	0	5
OG0017964	1	1	0	0	0	0	1	1	0	0	1	5
OG0017965	1	0	1	0	1	1	1	0	0	0	0	5
OG0017966	1	1	1	0	0	0	1	1	0	0	0	5
OG0017967	1	0	0	0	1	1	1	1	0	0	0	5
OG0017968	1	1	0	0	1	1	0	1	0	0	0	5
OG0017969	1	1	1	0	0	1	1	0	0	0	0	5
OG0017970	1	1	1	0	0	0	1	1	0	0	0	5
OG0017971	1	0	1	0	1	1	1	0	0	0	0	5
OG0017972	1	1	0	1	0	0	0	0	1	0	1	5
OG0017973	1	0	0	1	1	1	0	0	0	0	1	5
OG0017974	1	0	1	1	1	1	0	0	0	0	0	5
OG0017975	1	0	1	0	1	1	0	1	0	0	0	5
OG0017976	1	0	0	1	0	0	1	1	0	0	1	5
OG0017977	1	0	0	2	0	0	2	0	0	0	0	5
OG0017978	1	0	0	1	0	0	1	0	1	0	1	5
OG0017979	1	0	0	1	0	0	1	1	1	0	0	5
OG0017980	1	1	0	0	0	1	1	1	0	0	0	5
OG0017981	1	0	1	1	1	1	0	0	0	0	0	5
OG0017982	1	0	0	0	0	1	1	1	0	0	1	5
OG0017983	1	1	1	0	0	0	1	1	0	0	0	5
OG0017984	1	0	0	0	1	1	1	1	0	0	0	5
OG0017985	1	0	1	0	1	1	0	1	0	0	0	5
OG0017986	1	1	0	0	0	0	0	1	1	0	1	5
OG0017987	1	0	1	0	1	0	1	1	0	0	0	5
OG0017988	1	0	1	0	1	1	1	0	0	0	0	5
OG0017989	1	0	1	0	0	0	1	1	0	1	0	5
OG0017990	1	1	1	1	0	0	0	0	1	0	0	5
OG0017991	1	0	0	1	0	0	0	1	1	0	1	5
OG0017992	1	0	0	0	0	0	3	1	0	0	0	5
OG0017993	1	0	1	0	0	0	1	1	0	0	1	5
OG0017994	1	0	1	0	0	0	1	1	1	0	0	5
OG0017995	1	1	0	1	0	0	1	1	0	0	0	5
OG0017996	1	0	1	0	1	1	1	0	0	0	0	5
OG0017997	1	0	0	1	0	0	1	1	1	0	0	5
OG0017998	1	0	1	0	1	0	1	1	0	0	0	5
OG0017999	1	0	2	1	1	0	0	0	0	0	0	5
OG0018000	1	0	0	0	0	0	1	1	0	2	0	5
OG0018001	1	0	0	0	0	0	1	1	1	0	1	5
OG0018002	1	1	0	1	0	0	1	0	1	0	0	5
OG0018003	1	0	0	1	0	0	1	1	1	0	0	5
OG0018004	1	1	0	0	0	0	1	1	0	1	0	5
OG0018005	1	0	0	0	0	0	1	1	1	0	1	5
OG0018006	1	0	1	0	1	1	0	1	0	0	0	5
OG0018007	1	0	0	0	1	1	1	1	0	0	0	5
OG0018008	1	0	0	0	1	1	1	1	0	0	0	5
OG0018009	1	0	1	0	1	1	1	0	0	0	0	5
OG0018010	0	1	1	0	1	0	1	0	1	0	0	5
OG0018011	0	1	1	0	1	1	1	0	0	0	0	5
OG0018012	0	1	0	0	1	1	0	0	1	0	1	5
OG0018013	0	1	0	0	0	0	0	0	1	2	1	5
OG0018014	0	1	0	1	1	1	0	0	1	0	0	5
OG0018015	0	1	1	1	1	1	0	0	0	0	0	5
OG0018016	0	1	1	0	1	1	1	0	0	0	0	5
OG0018017	0	1	1	0	1	1	0	0	1	0	0	5
OG0018018	0	1	0	1	0	1	0	0	1	0	1	5
OG0018019	0	1	1	0	1	0	1	1	0	0	0	5
OG0018020	0	1	0	0	1	1	1	1	0	0	0	5
OG0018021	0	1	0	1	0	0	0	0	1	1	1	5
OG0018022	0	1	1	0	1	1	0	1	0	0	0	5
OG0018023	0	1	1	0	0	0	1	1	0	1	0	5
OG0018024	0	1	1	0	1	1	1	0	0	0	0	5
OG0018025	0	1	1	1	0	1	0	0	1	0	0	5
OG0018026	0	1	1	0	1	1	0	0	0	0	1	5
OG0018027	0	1	1	1	0	1	0	0	0	0	1	5
OG0018028	0	2	1	2	0	0	0	0	0	0	0	5
OG0018029	0	1	0	1	0	0	1	1	1	0	0	5
OG0018030	0	1	1	0	0	1	0	0	1	1	0	5
OG0018031	0	1	0	1	0	0	1	0	1	0	1	5
OG0018032	0	2	0	1	0	0	0	0	1	1	0	5
OG0018033	0	1	0	0	0	0	1	0	0	1	2	5
OG0018034	0	1	1	0	1	1	1	0	0	0	0	5
OG0018035	0	1	0	2	1	0	0	0	0	0	1	5
OG0018036	0	1	1	0	0	0	0	0	1	1	1	5
OG0018037	0	1	1	0	1	1	0	0	0	1	0	5
OG0018038	0	1	1	0	1	1	0	0	0	1	0	5
OG0018039	0	1	0	0	0	0	1	1	1	0	1	5
OG0018040	0	2	0	1	0	0	0	0	1	0	1	5
OG0018041	0	1	0	1	0	0	1	1	0	0	1	5
OG0018042	0	1	1	1	0	0	0	0	1	0	1	5
OG0018043	0	1	0	1	1	1	1	0	0	0	0	5
OG0018044	0	1	0	1	1	0	0	0	1	0	1	5
OG0018045	0	1	0	0	0	0	1	1	1	0	1	5
OG0018046	0	1	0	0	1	1	1	0	0	0	1	5
OG0018047	0	1	0	0	0	0	1	0	1	1	1	5
OG0018048	0	2	0	0	1	1	0	0	0	1	0	5
OG0018049	0	1	1	1	0	0	1	0	0	0	1	5
OG0018050	0	1	0	0	1	0	1	0	1	0	1	5
OG0018051	0	2	1	0	1	1	0	0	0	0	0	5
OG0018052	0	1	1	1	0	1	0	0	0	0	1	5
OG0018053	0	1	1	0	1	1	0	0	0	1	0	5
OG0018054	0	1	0	1	0	0	1	1	1	0	0	5
OG0018055	0	1	1	0	1	1	1	0	0	0	0	5
OG0018056	0	1	1	0	1	1	0	1	0	0	0	5
OG0018057	0	1	0	0	1	1	0	1	1	0	0	5
OG0018058	0	1	0	1	0	0	0	1	1	0	1	5
OG0018059	0	1	0	1	0	0	0	0	1	1	1	5
OG0018060	0	2	1	0	1	1	0	0	0	0	0	5
OG0018061	0	1	1	1	1	1	0	0	0	0	0	5
OG0018062	0	1	1	0	1	1	1	0	0	0	0	5
OG0018063	0	1	1	1	1	0	0	0	0	0	1	5
OG0018064	0	1	2	0	1	1	0	0	0	0	0	5
OG0018065	0	1	0	1	0	0	1	1	0	0	1	5
OG0018066	0	1	0	0	0	0	0	0	2	0	2	5
OG0018067	0	1	1	0	1	1	0	1	0	0	0	5
OG0018068	0	1	1	0	1	1	0	0	0	1	0	5
OG0018069	0	1	0	1	0	0	0	1	1	0	1	5
OG0018070	0	1	1	0	1	1	0	1	0	0	0	5
OG0018071	0	1	0	1	0	1	0	0	1	0	1	5
OG0018072	0	1	1	1	1	1	0	0	0	0	0	5
OG0018073	0	1	1	1	1	1	0	0	0	0	0	5
OG0018074	0	1	1	0	1	1	0	0	0	0	1	5
OG0018075	0	1	1	1	1	0	0	0	1	0	0	5
OG0018076	0	1	1	0	0	0	1	1	1	0	0	5
OG0018077	0	1	1	0	1	0	0	0	0	2	0	5
OG0018078	0	1	1	0	1	1	1	0	0	0	0	5
OG0018079	0	1	0	0	1	1	1	1	0	0	0	5
OG0018080	0	1	0	0	1	1	0	0	1	0	1	5
OG0018081	0	1	0	1	0	1	0	0	0	1	1	5
OG0018082	0	1	1	0	1	1	1	0	0	0	0	5
OG0018083	0	1	0	0	1	1	1	0	0	1	0	5
OG0018084	0	1	1	1	1	1	0	0	0	0	0	5
OG0018085	0	1	0	0	1	1	1	1	0	0	0	5
OG0018086	0	1	0	1	1	1	0	0	0	0	1	5
OG0018087	0	1	0	1	1	1	0	0	1	0	0	5
OG0018088	0	1	1	0	0	1	1	1	0	0	0	5
OG0018089	0	1	1	0	1	1	0	0	1	0	0	5
OG0018090	0	1	0	0	1	0	1	1	0	0	1	5
OG0018091	0	1	0	0	1	1	0	0	1	0	1	5
OG0018092	0	1	1	1	0	2	0	0	0	0	0	5
OG0018093	0	0	1	1	1	1	0	0	0	1	0	5
OG0018094	0	0	1	1	0	1	0	0	1	0	1	5
OG0018095	0	0	1	0	1	1	0	0	1	0	1	5
OG0018096	0	0	1	0	1	1	1	1	0	0	0	5
OG0018097	0	0	1	1	1	1	0	0	1	0	0	5
OG0018098	0	0	1	0	1	1	0	1	1	0	0	5
OG0018099	0	0	1	0	1	1	0	0	1	0	1	5
OG0018100	0	0	1	1	1	1	0	0	0	1	0	5
OG0018101	0	0	1	0	1	1	1	1	0	0	0	5
OG0018102	0	0	1	1	1	1	0	0	1	0	0	5
OG0018103	0	0	1	0	1	1	0	0	1	0	1	5
OG0018104	0	0	1	1	1	1	0	0	1	0	0	5
OG0018105	0	0	1	1	1	1	1	0	0	0	0	5
OG0018106	0	0	2	0	2	1	0	0	0	0	0	5
OG0018107	0	0	1	0	1	1	1	0	0	1	0	5
OG0018108	0	0	1	1	1	1	0	0	0	0	1	5
OG0018109	0	0	1	0	1	1	1	1	0	0	0	5
OG0018110	0	0	1	0	1	1	0	0	1	1	0	5
OG0018111	0	0	1	0	1	1	1	1	0	0	0	5
OG0018112	0	0	1	1	0	2	0	0	0	0	1	5
OG0018113	0	0	1	0	1	1	1	1	0	0	0	5
OG0018114	0	0	1	0	1	1	0	1	0	1	0	5
OG0018115	0	0	1	1	0	1	0	0	1	0	1	5
OG0018116	0	0	1	0	1	1	0	0	1	0	1	5
OG0018117	0	0	1	1	1	1	0	0	0	1	0	5
OG0018118	0	0	1	0	1	0	0	1	0	0	2	5
OG0018119	0	0	1	0	1	1	0	0	1	0	1	5
OG0018120	0	0	1	1	1	1	0	0	1	0	0	5
OG0018121	0	0	1	0	1	1	0	0	1	0	1	5
OG0018122	0	0	1	1	1	1	0	0	1	0	0	5
OG0018123	0	0	1	0	1	1	0	0	1	0	1	5
OG0018124	0	0	1	1	1	0	0	0	1	0	1	5
OG0018125	0	0	1	0	1	1	0	0	1	0	1	5
OG0018126	0	0	1	0	1	1	0	0	1	1	0	5
OG0018127	0	0	1	0	1	1	1	1	0	0	0	5
OG0018128	0	0	1	1	1	1	0	0	0	0	1	5
OG0018129	0	0	1	1	1	1	0	0	0	0	1	5
OG0018130	0	0	1	0	1	1	1	0	0	1	0	5
OG0018131	0	0	1	0	1	1	1	1	0	0	0	5
OG0018132	0	0	1	1	1	1	1	0	0	0	0	5
OG0018133	0	0	1	0	1	1	0	0	1	0	1	5
OG0018134	0	0	1	0	0	0	1	1	0	2	0	5
OG0018135	0	0	1	0	1	1	1	1	0	0	0	5
OG0018136	0	0	1	0	1	1	1	1	0	0	0	5
OG0018137	0	0	1	1	1	1	0	0	1	0	0	5
OG0018138	0	0	1	0	1	1	1	1	0	0	0	5
OG0018139	0	0	1	1	1	1	0	0	0	0	1	5
OG0018140	0	0	1	0	1	1	0	0	1	0	1	5
OG0018141	0	0	1	0	1	0	0	0	1	1	1	5
OG0018142	0	0	1	0	1	1	1	1	0	0	0	5
OG0018143	0	0	1	0	1	1	0	0	1	0	1	5
OG0018144	0	0	1	1	1	1	0	0	0	0	1	5
OG0018145	0	0	1	0	0	0	1	1	1	1	0	5
OG0018146	0	0	1	0	1	1	0	0	1	0	1	5
OG0018147	0	0	1	1	1	1	0	0	0	0	1	5
OG0018148	0	0	0	1	1	0	1	1	1	0	0	5
OG0018149	0	0	0	2	0	0	0	0	0	0	3	5
OG0018150	0	0	0	1	0	0	1	0	1	1	1	5
OG0018151	0	0	0	1	1	1	1	0	1	0	0	5
OG0018152	0	0	0	1	0	0	1	1	1	0	1	5
OG0018153	0	0	0	1	1	1	0	0	1	0	1	5
OG0018154	0	0	0	1	0	0	0	0	1	2	1	5
OG0018155	0	0	0	1	0	0	1	1	1	0	1	5
OG0018156	0	0	0	1	1	1	1	0	1	0	0	5
OG0018157	0	0	0	1	0	0	1	0	1	1	1	5
OG0018158	0	0	0	1	0	0	1	1	1	0	1	5
OG0018159	0	0	0	1	1	0	0	0	1	1	1	5
OG0018160	0	0	0	1	0	0	1	1	1	0	1	5
OG0018161	0	0	0	1	1	0	0	0	0	2	1	5
OG0018162	0	0	0	1	1	0	0	0	1	1	1	5
OG0018163	0	0	0	0	1	1	0	1	1	0	1	5
OG0018164	0	0	0	0	2	2	0	0	0	1	0	5
OG0018165	0	0	0	0	1	1	0	0	0	3	0	5
OG0018166	0	0	0	0	1	1	1	1	0	1	0	5
OG0018167	0	0	0	0	1	1	1	1	1	0	0	5
OG0018168	0	0	0	0	0	0	1	1	1	1	1	5
OG0018169	0	0	0	0	0	0	1	1	0	3	0	5
OG0018170	0	0	0	0	0	0	0	0	2	1	2	5
OG0018171	1	0	0	1	0	0	1	0	0	0	1	4
OG0018172	1	0	0	1	0	0	0	0	1	0	1	4
OG0018173	1	1	0	1	0	0	1	0	0	0	0	4
OG0018174	1	0	0	1	1	0	0	0	1	0	0	4
OG0018175	1	1	0	1	0	0	1	0	0	0	0	4
OG0018176	1	0	0	0	0	1	1	1	0	0	0	4
OG0018177	1	1	0	0	0	0	1	1	0	0	0	4
OG0018178	1	0	1	0	0	0	1	1	0	0	0	4
OG0018179	1	0	0	0	0	0	1	1	0	1	0	4
OG0018180	1	1	0	0	0	0	1	1	0	0	0	4
OG0018181	1	0	1	0	0	0	1	1	0	0	0	4
OG0018182	1	0	0	0	0	0	2	1	0	0	0	4
OG0018183	1	1	1	0	0	1	0	0	0	0	0	4
OG0018184	1	0	0	0	0	0	1	1	0	1	0	4
OG0018185	1	1	0	0	0	0	1	1	0	0	0	4
OG0018186	1	0	0	0	0	0	2	1	0	0	0	4
OG0018187	1	1	0	0	0	0	1	1	0	0	0	4
OG0018188	1	0	0	0	1	0	1	1	0	0	0	4
OG0018189	1	0	1	0	0	0	1	1	0	0	0	4
OG0018190	1	1	0	0	0	0	1	1	0	0	0	4
OG0018191	1	0	0	0	1	1	1	0	0	0	0	4
OG0018192	1	0	0	0	1	0	1	1	0	0	0	4
OG0018193	1	0	0	0	0	0	2	1	0	0	0	4
OG0018194	1	0	0	1	0	0	1	1	0	0	0	4
OG0018195	1	0	0	1	0	0	1	1	0	0	0	4
OG0018196	1	0	0	0	0	0	1	1	0	0	1	4
OG0018197	1	0	0	0	0	0	2	1	0	0	0	4
OG0018198	1	0	0	0	0	0	1	1	0	1	0	4
OG0018199	1	0	0	0	0	0	2	1	0	0	0	4
OG0018200	1	0	1	0	0	0	1	1	0	0	0	4
OG0018201	1	1	0	0	0	0	1	1	0	0	0	4
OG0018202	1	1	0	0	0	0	1	1	0	0	0	4
OG0018203	1	0	1	0	0	0	1	1	0	0	0	4
OG0018204	1	0	0	1	0	0	0	0	1	0	1	4
OG0018205	1	0	0	0	0	0	1	1	0	1	0	4
OG0018206	1	0	0	0	0	0	1	1	1	0	0	4
OG0018207	1	0	1	0	0	0	1	1	0	0	0	4
OG0018208	1	0	1	0	0	0	1	0	1	0	0	4
OG0018209	1	1	0	1	0	0	0	1	0	0	0	4
OG0018210	1	1	0	0	0	0	1	1	0	0	0	4
OG0018211	1	0	1	0	0	0	1	1	0	0	0	4
OG0018212	1	0	0	1	0	0	1	1	0	0	0	4
OG0018213	1	0	0	0	0	1	1	1	0	0	0	4
OG0018214	1	0	0	0	1	0	1	1	0	0	0	4
OG0018215	1	0	0	0	0	0	2	1	0	0	0	4
OG0018216	2	0	0	0	0	0	2	0	0	0	0	4
OG0018217	1	0	0	0	0	1	1	1	0	0	0	4
OG0018218	1	1	0	0	0	1	0	1	0	0	0	4
OG0018219	1	0	0	0	0	0	1	1	0	1	0	4
OG0018220	1	0	0	1	0	0	1	1	0	0	0	4
OG0018221	1	1	0	0	0	0	1	1	0	0	0	4
OG0018222	1	0	0	0	0	0	2	1	0	0	0	4
OG0018223	1	0	0	0	0	0	1	0	0	2	0	4
OG0018224	1	0	0	0	0	0	2	1	0	0	0	4
OG0018225	1	0	1	0	0	0	0	1	1	0	0	4
OG0018226	2	2	0	0	0	0	0	0	0	0	0	4
OG0018227	1	0	2	0	0	0	1	0	0	0	0	4
OG0018228	1	1	0	0	0	0	1	1	0	0	0	4
OG0018229	1	0	1	0	0	0	1	1	0	0	0	4
OG0018230	1	0	1	0	0	0	1	1	0	0	0	4
OG0018231	1	1	0	0	0	0	1	1	0	0	0	4
OG0018232	1	1	0	0	0	0	1	1	0	0	0	4
OG0018233	1	1	0	0	0	1	1	0	0	0	0	4
OG0018234	1	0	0	0	1	0	1	1	0	0	0	4
OG0018235	2	0	0	0	0	0	1	1	0	0	0	4
