Orthogroup	HART001	HART027	HART058	HART060	HART061	HART062	HART063	HART067	HART068	N1523	N9750	Total
OG0003890	2	2	2	2	2	2	2	2	2	1	2	21
OG0003891	2	2	2	2	2	2	2	2	2	1	2	21
OG0003892	2	2	2	2	2	2	2	2	2	1	2	21
OG0003893	2	2	2	2	2	2	2	2	2	1	2	21
OG0003894	2	2	2	2	2	2	2	2	2	1	2	21
OG0003895	2	2	2	2	2	2	2	2	2	1	2	21
OG0003896	2	2	2	2	2	2	2	2	2	1	2	21
OG0003897	2	2	2	2	2	2	2	2	2	1	2	21
OG0003898	2	2	2	2	2	2	2	2	2	1	2	21
OG0003899	2	2	2	2	2	2	2	2	2	1	2	21
OG0003900	2	2	2	2	2	2	2	2	2	1	2	21
OG0003901	2	2	2	2	2	1	2	2	2	2	2	21
OG0003902	2	2	2	2	2	2	2	2	2	1	2	21
OG0003903	2	1	2	2	2	2	2	2	2	2	2	21
OG0003904	2	2	2	2	2	2	2	2	2	1	2	21
OG0003905	2	2	2	2	2	2	2	2	2	1	2	21
OG0003906	2	2	2	2	2	2	2	2	2	1	2	21
OG0003907	2	2	2	2	2	2	2	2	2	1	2	21
OG0003908	2	2	2	2	2	2	2	2	2	1	2	21
OG0003909	2	2	2	2	2	2	2	2	2	1	2	21
OG0003910	2	2	2	2	2	2	2	2	2	1	2	21
OG0003911	2	2	2	2	2	2	2	2	2	1	2	21
OG0003912	2	2	2	2	2	2	1	2	2	2	2	21
OG0003913	2	2	2	2	2	2	2	2	2	1	2	21
OG0003914	2	2	2	2	2	2	2	2	2	1	2	21
OG0003915	2	2	2	2	2	2	2	2	2	2	1	21
OG0003916	2	2	2	2	2	2	2	2	2	1	2	21
OG0003917	2	2	2	2	2	2	2	2	2	1	2	21
OG0003918	2	2	2	2	2	2	2	2	2	1	2	21
OG0003919	2	2	2	2	2	2	2	2	2	1	2	21
OG0003920	2	2	2	2	2	2	2	2	2	1	2	21
OG0003921	2	2	2	2	2	2	2	2	2	1	2	21
OG0003922	2	2	2	2	2	2	2	2	2	1	2	21
OG0003923	2	2	2	2	2	2	2	2	2	1	2	21
OG0003924	2	2	2	2	2	2	2	2	2	1	2	21
OG0003925	2	2	2	2	2	2	2	2	2	1	2	21
OG0003926	2	2	2	2	2	2	2	2	2	1	2	21
OG0003927	2	1	2	2	2	2	3	2	2	1	2	21
OG0003928	2	2	2	2	2	2	2	2	2	1	2	21
OG0003929	2	2	2	2	2	2	2	2	2	1	2	21
OG0003930	2	2	2	2	2	2	2	2	2	1	2	21
OG0003931	2	2	2	2	2	2	2	2	2	1	2	21
OG0003932	2	2	2	2	2	2	2	2	2	1	2	21
OG0003933	2	2	2	2	2	2	2	2	2	1	2	21
OG0003934	2	2	2	2	2	2	3	2	1	1	2	21
OG0003935	2	2	2	2	2	2	2	2	2	1	2	21
OG0003936	2	2	2	2	2	2	2	2	2	1	2	21
OG0003937	2	2	2	2	2	2	2	2	2	1	2	21
OG0003938	2	1	2	2	2	2	3	2	2	1	2	21
OG0003939	2	2	2	2	2	2	2	2	2	1	2	21
OG0003940	2	2	2	2	2	2	2	2	2	1	2	21
OG0003941	2	2	2	2	2	2	2	2	2	1	2	21
OG0003942	2	2	2	2	2	2	2	2	2	1	2	21
OG0003943	2	2	2	2	2	2	2	2	2	1	2	21
OG0003944	2	2	2	2	2	2	2	2	2	1	2	21
OG0003945	2	2	2	2	2	2	2	2	2	1	2	21
OG0003946	2	2	2	2	2	2	2	2	2	1	2	21
OG0003947	2	2	2	2	2	2	2	2	2	1	2	21
OG0003948	2	2	2	2	2	2	2	2	2	1	2	21
OG0003949	2	2	2	2	2	2	2	2	2	1	2	21
OG0003950	2	2	2	2	2	2	2	2	2	1	2	21
OG0003951	2	2	2	2	2	2	2	2	2	1	2	21
OG0003952	2	2	2	2	2	2	2	2	2	1	2	21
OG0003953	2	2	2	2	2	2	2	2	2	1	2	21
OG0003954	2	2	2	2	2	2	2	2	2	1	2	21
OG0003955	2	2	2	2	2	2	2	2	2	1	2	21
OG0003956	2	2	2	2	2	2	2	2	2	1	2	21
OG0003957	2	2	2	2	2	2	2	2	2	1	2	21
OG0003958	2	2	2	2	2	2	2	2	2	1	2	21
OG0003959	2	2	2	2	2	2	2	2	2	1	2	21
OG0003960	2	2	2	2	2	2	2	2	2	1	2	21
OG0003961	2	2	2	2	2	2	2	2	2	1	2	21
OG0003962	2	2	2	2	2	2	2	2	2	1	2	21
OG0003963	2	2	2	2	2	2	2	2	2	1	2	21
OG0003964	2	2	2	2	2	2	2	2	2	1	2	21
OG0003965	2	2	2	2	2	2	2	2	2	1	2	21
OG0003966	2	2	2	2	2	2	2	2	2	1	2	21
OG0003967	2	2	2	2	2	2	2	2	2	1	2	21
OG0003968	2	2	2	2	2	2	2	2	2	1	2	21
OG0003969	2	2	2	2	2	2	2	2	2	1	2	21
OG0003970	2	2	2	2	2	2	2	2	2	1	2	21
OG0003971	2	2	2	2	2	2	2	2	2	1	2	21
OG0003972	2	2	2	2	2	2	2	2	2	1	2	21
OG0003973	2	2	2	2	2	2	2	2	2	1	2	21
OG0003974	2	2	2	2	2	2	2	2	2	1	2	21
OG0003975	2	2	2	2	2	2	2	2	2	1	2	21
OG0003976	2	2	2	2	2	2	2	2	2	1	2	21
OG0003977	2	2	2	2	2	2	2	2	2	1	2	21
OG0003978	2	2	2	2	2	2	2	2	2	1	2	21
OG0003979	2	2	2	2	2	2	2	2	2	1	2	21
OG0003980	2	2	2	2	2	2	2	2	2	1	2	21
OG0003981	2	2	2	2	2	2	2	2	2	1	2	21
OG0003982	2	2	2	2	2	2	2	2	2	1	2	21
OG0003983	2	2	2	2	2	2	2	2	2	1	2	21
OG0003984	2	2	2	2	2	2	2	2	2	1	2	21
OG0003985	2	2	2	2	2	2	2	2	2	1	2	21
OG0003986	2	2	2	2	2	2	2	2	2	1	2	21
OG0003987	2	2	2	2	2	2	2	2	2	1	2	21
OG0003988	2	2	2	2	2	2	2	2	2	1	2	21
OG0003989	2	2	2	2	2	2	2	2	2	1	2	21
OG0003990	3	3	1	1	1	1	3	3	2	1	2	21
OG0003991	2	2	2	2	2	2	2	2	2	1	2	21
OG0003992	2	2	2	2	2	2	2	2	2	1	2	21
OG0003993	2	2	2	2	2	2	2	2	2	1	2	21
OG0003994	2	2	2	2	2	2	2	2	2	1	2	21
OG0003995	2	2	2	2	2	2	2	2	2	1	2	21
OG0003996	2	2	2	2	2	2	2	2	2	1	2	21
OG0003997	2	2	2	2	2	2	2	2	2	1	2	21
OG0003998	2	2	2	2	2	2	2	2	2	1	2	21
OG0003999	2	2	2	2	2	2	2	2	2	1	2	21
OG0004000	2	2	2	2	2	2	2	2	2	1	2	21
OG0004001	2	2	2	2	2	2	2	2	2	1	2	21
OG0004002	2	1	2	2	2	2	3	2	1	2	2	21
OG0004003	2	2	2	2	2	2	2	2	2	1	2	21
OG0004004	2	2	2	2	2	2	2	2	2	1	2	21
OG0004005	2	2	2	2	2	2	2	2	2	1	2	21
OG0004006	2	2	2	2	2	2	2	2	2	1	2	21
OG0004007	2	2	2	2	2	2	2	2	2	1	2	21
OG0004008	2	2	2	2	2	2	2	2	2	1	2	21
OG0004009	2	2	2	2	2	2	2	2	2	1	2	21
OG0004010	2	2	2	2	2	2	2	2	2	1	2	21
OG0004011	2	2	2	2	2	2	2	2	2	1	2	21
OG0004012	2	2	2	2	2	2	2	2	2	1	2	21
OG0004013	2	2	2	2	2	2	2	2	2	1	2	21
OG0004014	2	2	2	2	2	2	2	2	2	1	2	21
OG0004015	2	2	2	2	2	2	2	2	2	1	2	21
OG0004016	2	2	2	2	2	2	2	2	2	1	2	21
OG0004017	2	2	2	2	2	2	2	2	2	1	2	21
OG0004018	2	2	2	2	2	2	2	2	2	1	2	21
OG0004019	2	2	2	2	2	2	2	2	2	1	2	21
OG0004020	2	2	2	2	2	2	2	2	2	1	2	21
OG0004021	2	2	2	2	2	2	2	2	2	1	2	21
OG0004022	2	2	2	2	2	2	2	2	2	1	2	21
OG0004023	2	2	2	2	2	2	2	2	2	1	2	21
OG0004024	2	2	2	2	2	2	2	2	2	1	2	21
OG0004025	2	2	2	2	2	2	2	2	2	1	2	21
OG0004026	2	2	2	2	2	1	2	2	2	2	2	21
OG0004027	2	2	2	2	2	2	2	2	2	1	2	21
OG0004028	2	2	2	2	2	2	2	2	2	1	2	21
OG0004029	2	2	2	2	2	2	2	2	2	1	2	21
OG0004030	2	2	2	2	2	2	2	2	2	1	2	21
OG0004031	2	2	2	2	2	2	2	2	2	1	2	21
OG0004032	2	2	2	2	2	2	2	1	2	2	2	21
OG0004033	2	2	2	2	2	2	2	2	2	1	2	21
OG0004034	2	2	2	2	2	2	2	2	2	1	2	21
OG0004035	2	2	2	2	2	2	2	2	2	1	2	21
OG0004036	2	2	2	2	2	2	2	2	2	1	2	21
OG0004037	2	2	2	2	2	2	2	2	2	1	2	21
OG0004038	2	2	2	2	2	2	2	2	2	1	2	21
OG0004039	2	2	2	2	2	2	2	2	2	1	2	21
OG0004040	2	2	2	2	2	2	2	2	2	1	2	21
OG0004041	2	2	2	2	2	2	2	2	2	1	2	21
OG0004042	2	2	2	2	2	2	2	2	2	1	2	21
OG0004043	2	2	2	2	2	2	2	2	2	1	2	21
OG0004044	2	2	2	2	2	2	2	2	2	1	2	21
OG0004045	2	2	2	2	2	2	2	2	2	1	2	21
OG0004046	2	2	2	2	2	2	2	2	2	1	2	21
OG0004047	2	2	2	2	2	2	2	2	2	1	2	21
OG0004048	2	2	2	2	2	2	2	2	2	1	2	21
OG0004049	2	2	2	2	2	2	2	2	2	2	1	21
OG0004050	2	2	2	2	2	2	2	2	2	1	2	21
OG0004051	2	2	2	2	2	2	2	2	2	1	2	21
OG0004052	2	2	2	2	2	2	2	2	2	1	2	21
OG0004053	2	2	2	2	2	2	2	2	2	1	2	21
OG0004054	2	2	2	2	2	2	2	2	2	1	2	21
OG0004055	1	2	2	2	2	2	3	2	2	1	2	21
OG0004056	2	2	2	2	2	2	2	2	2	1	2	21
OG0004057	1	2	2	2	2	2	2	2	2	2	2	21
OG0004058	2	2	2	2	2	2	2	2	2	1	2	21
OG0004059	2	2	2	2	2	2	2	2	2	1	2	21
OG0004060	2	2	2	2	2	2	2	2	2	1	2	21
OG0004061	2	2	2	2	2	2	2	2	2	1	2	21
OG0004062	2	2	2	2	2	2	2	2	2	1	2	21
OG0004063	2	2	2	2	2	2	2	2	1	2	2	21
OG0004064	2	2	2	2	2	2	2	2	2	1	2	21
OG0004065	2	2	2	2	2	2	2	2	2	1	2	21
OG0004066	2	2	2	2	2	2	2	2	2	1	2	21
OG0004067	2	2	2	2	2	2	2	2	2	1	2	21
OG0004068	2	2	2	2	2	2	2	2	2	1	2	21
OG0004069	2	2	2	2	2	2	2	2	2	1	2	21
OG0004070	2	2	2	2	2	2	2	2	2	1	2	21
OG0004071	2	2	2	2	2	2	2	2	2	1	2	21
OG0004072	2	2	2	2	2	2	2	2	2	1	2	21
OG0004073	2	2	2	2	2	2	2	2	2	1	2	21
OG0004074	2	2	2	2	2	2	2	2	2	1	2	21
OG0004075	2	2	2	2	2	2	2	2	2	1	2	21
OG0004076	2	2	2	2	2	2	2	2	2	1	2	21
OG0004077	2	2	2	2	2	2	2	2	2	1	2	21
OG0004078	2	1	2	2	2	2	3	2	2	1	2	21
OG0004079	2	2	2	2	2	2	2	2	2	1	2	21
OG0004080	2	2	2	2	2	2	2	2	2	1	2	21
OG0004081	2	2	2	2	2	2	2	2	2	1	2	21
OG0004082	2	2	2	2	2	2	2	2	2	1	2	21
OG0004083	2	2	2	2	2	2	2	2	2	1	2	21
OG0004084	2	2	2	2	2	2	2	2	2	1	2	21
OG0004085	1	2	2	2	2	2	2	2	2	2	2	21
OG0004086	2	2	2	2	2	2	2	2	2	1	2	21
OG0004087	2	2	2	2	2	2	2	2	2	1	2	21
OG0004088	2	2	2	2	2	2	2	2	2	1	2	21
OG0004089	2	2	2	2	2	2	2	2	2	1	2	21
OG0004090	2	2	2	2	2	2	2	2	2	1	2	21
OG0004091	2	2	2	2	2	2	2	2	2	1	2	21
OG0004092	2	2	2	2	2	2	2	2	2	1	2	21
OG0004093	2	2	2	2	2	2	2	2	2	1	2	21
OG0004094	2	2	2	2	2	2	2	2	2	1	2	21
OG0004095	2	2	2	2	2	2	2	2	2	1	2	21
OG0004096	2	2	2	2	2	2	2	2	2	1	2	21
OG0004097	2	2	2	2	2	2	2	2	2	1	2	21
OG0004098	2	2	2	2	2	2	2	2	2	1	2	21
OG0004099	2	2	2	2	2	2	2	2	2	1	2	21
OG0004100	2	2	2	2	2	2	2	2	2	1	2	21
OG0004101	2	2	2	2	2	2	2	2	2	1	2	21
OG0004102	2	2	2	2	2	2	2	2	2	1	2	21
OG0004103	2	2	2	2	2	2	2	2	2	1	2	21
OG0004104	2	2	2	2	2	2	2	2	2	1	2	21
OG0004105	2	2	2	2	2	2	2	2	2	1	2	21
OG0004106	2	2	2	2	2	2	2	2	2	1	2	21
OG0004107	2	2	2	2	2	2	2	2	2	1	2	21
OG0004108	2	2	2	2	2	2	2	2	2	1	2	21
OG0004109	2	2	2	2	2	2	2	2	2	1	2	21
OG0004110	2	2	2	2	2	2	2	2	2	1	2	21
OG0004111	2	2	2	2	2	2	2	2	2	1	2	21
OG0004112	2	2	2	2	2	2	2	2	2	1	2	21
OG0004113	2	2	2	2	2	2	2	2	2	1	2	21
OG0004114	2	2	2	2	2	2	2	2	2	1	2	21
OG0004115	2	2	2	2	2	2	2	2	2	1	2	21
OG0004116	2	2	2	2	2	2	2	2	2	1	2	21
OG0004117	2	2	2	2	2	2	2	2	2	1	2	21
OG0004118	2	2	2	2	2	2	2	2	2	1	2	21
OG0004119	2	2	2	2	2	2	2	2	2	1	2	21
OG0004120	2	2	2	2	2	2	2	2	2	1	2	21
OG0004121	2	2	2	2	2	2	2	2	2	1	2	21
OG0004122	2	2	2	2	2	2	2	2	2	1	2	21
OG0004123	2	2	2	2	2	2	3	2	1	1	2	21
OG0004124	2	2	2	2	2	2	2	2	2	1	2	21
OG0004125	2	2	2	2	2	2	2	2	2	1	2	21
OG0004126	2	2	2	2	2	2	2	2	2	1	2	21
OG0004127	2	1	2	2	2	2	2	2	2	2	2	21
OG0004128	2	2	2	2	2	2	2	2	2	1	2	21
OG0004129	2	2	2	2	2	2	2	2	2	1	2	21
OG0004130	2	2	2	2	2	2	2	2	2	1	2	21
OG0004131	2	2	2	2	2	2	2	2	2	1	2	21
OG0004132	2	2	2	2	2	2	2	2	2	1	2	21
OG0004133	2	2	2	2	2	2	2	2	2	1	2	21
OG0004134	2	2	2	2	2	2	2	2	2	1	2	21
OG0004135	2	2	2	2	2	2	2	2	2	1	2	21
OG0004136	2	2	2	2	2	2	2	2	2	1	2	21
OG0004137	2	2	2	2	2	2	2	2	2	1	2	21
OG0004138	2	2	2	2	2	2	2	2	2	1	2	21
OG0004139	2	2	2	2	2	2	2	2	2	1	2	21
OG0004140	2	2	2	2	2	2	2	2	2	1	2	21
OG0004141	2	2	2	2	2	2	2	2	2	1	2	21
OG0004142	2	2	2	2	2	2	2	2	2	1	2	21
OG0004143	2	2	2	2	2	2	2	2	2	1	2	21
OG0004144	2	2	2	2	2	2	2	2	2	1	2	21
OG0004145	2	2	2	2	2	2	2	2	2	1	2	21
OG0004146	2	2	2	2	2	2	2	2	2	1	2	21
OG0004147	2	2	2	2	2	2	2	2	2	1	2	21
OG0004148	2	2	2	2	2	2	2	2	2	1	2	21
OG0004149	2	2	2	2	2	2	2	2	2	1	2	21
OG0004150	2	2	2	2	2	2	3	2	2	1	1	21
OG0004151	2	2	2	2	2	2	2	2	2	1	2	21
OG0004152	2	2	2	1	2	2	2	2	2	2	2	21
OG0004153	2	2	2	2	2	2	2	2	2	1	2	21
OG0004154	2	2	1	2	2	2	3	2	2	1	2	21
OG0004155	2	2	2	2	2	2	2	2	2	1	2	21
OG0004156	2	2	2	2	2	2	2	2	2	1	2	21
OG0004157	2	2	2	2	2	2	2	2	2	1	2	21
OG0004158	2	2	2	2	2	2	2	2	2	1	2	21
OG0004159	2	2	2	2	2	2	2	2	2	1	2	21
OG0004160	2	2	2	2	2	2	2	2	2	1	2	21
OG0004161	2	2	2	2	2	2	3	2	2	1	1	21
OG0004162	2	2	2	2	2	2	2	2	2	1	2	21
OG0004163	2	2	2	2	2	2	2	2	2	1	2	21
OG0004164	2	2	2	2	2	2	2	2	2	1	2	21
OG0004165	2	2	2	2	2	2	2	2	2	1	2	21
OG0004166	2	2	2	2	2	2	2	2	2	1	2	21
OG0004167	2	2	2	2	2	2	2	2	2	1	2	21
OG0004168	2	2	2	2	2	2	2	2	2	1	2	21
OG0004169	2	2	2	2	2	2	2	2	2	1	2	21
OG0004170	2	2	2	2	2	2	2	2	2	1	2	21
OG0004171	2	2	2	2	2	2	2	2	2	1	2	21
OG0004172	2	2	2	2	2	2	2	2	2	1	2	21
OG0004173	2	2	2	2	2	2	2	2	2	1	2	21
OG0004174	2	2	2	2	2	2	2	2	2	1	2	21
OG0004175	2	2	2	2	2	2	2	2	2	1	2	21
OG0004176	2	2	2	2	2	2	2	2	2	1	2	21
OG0004177	2	2	2	2	2	2	2	2	2	1	2	21
OG0004178	2	2	2	2	2	2	2	2	2	1	2	21
OG0004179	2	2	1	3	2	2	2	2	2	1	2	21
OG0004180	2	2	2	2	2	2	2	2	2	1	2	21
OG0004181	2	2	2	2	2	2	2	2	2	1	2	21
OG0004182	2	2	2	2	2	2	2	2	2	1	2	21
OG0004183	2	2	2	2	2	2	2	2	2	1	2	21
OG0004184	2	2	2	2	2	2	2	2	2	1	2	21
OG0004185	2	2	2	2	2	2	2	2	2	1	2	21
OG0004186	2	2	2	2	2	2	2	2	2	1	2	21
OG0004187	2	2	2	2	2	2	2	2	2	1	2	21
OG0004188	2	2	2	2	2	2	2	2	2	1	2	21
OG0004189	2	2	2	2	2	2	2	2	2	1	2	21
OG0004190	2	2	2	2	2	2	2	2	2	1	2	21
OG0004191	2	2	2	2	2	2	2	2	2	1	2	21
OG0004192	2	2	2	2	1	2	2	2	2	2	2	21
OG0004193	2	2	2	2	2	2	2	2	2	1	2	21
OG0004194	2	2	2	2	2	2	3	2	1	1	2	21
OG0004195	2	2	2	2	2	2	2	2	2	1	2	21
OG0004196	2	2	2	2	2	2	2	2	2	1	2	21
OG0004197	2	2	2	2	2	2	2	2	2	1	2	21
OG0004198	2	2	2	2	2	2	2	2	2	1	2	21
OG0004199	2	2	2	2	2	2	2	2	2	1	2	21
OG0004200	2	2	2	2	2	2	2	2	2	1	2	21
OG0004201	2	2	2	2	2	2	2	2	2	1	2	21
OG0004202	2	2	2	2	2	2	2	2	2	1	2	21
OG0004203	2	2	2	2	1	1	3	2	3	2	1	21
OG0004204	2	2	2	2	2	2	2	2	2	1	2	21
OG0004205	2	2	2	2	2	2	2	2	2	1	2	21
OG0004206	2	2	2	2	2	2	2	2	2	1	2	21
OG0004207	2	2	2	2	2	2	2	2	2	1	2	21
OG0004208	2	2	2	2	1	2	3	2	2	1	2	21
OG0004209	2	2	2	2	2	2	2	2	2	1	2	21
OG0004210	2	2	2	2	2	2	2	2	2	1	2	21
OG0004211	2	2	2	2	2	2	2	2	2	1	2	21
OG0004212	2	2	2	2	2	2	2	2	2	1	2	21
OG0004213	2	2	2	2	2	2	2	2	2	1	2	21
OG0004214	2	2	2	2	2	2	2	2	2	1	2	21
OG0004215	2	2	2	2	2	2	2	2	2	1	2	21
OG0004216	2	2	2	1	2	2	3	2	2	1	2	21
OG0004217	2	2	2	2	2	2	2	2	2	1	2	21
OG0004218	2	2	2	2	2	2	2	2	2	1	2	21
OG0004219	2	2	2	2	2	2	2	2	2	1	2	21
OG0004220	2	2	2	2	2	2	2	2	2	1	2	21
OG0004221	2	2	2	2	2	2	2	2	2	1	2	21
OG0004222	2	2	2	2	2	2	2	2	2	1	2	21
OG0004223	2	2	2	2	2	2	2	2	2	1	2	21
OG0004224	2	2	2	2	2	2	2	2	2	1	2	21
OG0004225	2	2	2	2	2	2	2	2	2	1	2	21
OG0004226	2	2	2	2	2	2	2	2	2	1	2	21
OG0004227	2	2	2	2	2	2	2	2	2	1	2	21
OG0004228	2	2	2	2	1	2	3	2	2	1	2	21
OG0004229	2	2	2	2	2	2	2	2	2	1	2	21
OG0004230	2	2	2	2	2	2	2	2	2	1	2	21
OG0004231	2	2	2	2	2	2	2	2	2	1	2	21
OG0004232	2	2	2	2	2	2	2	2	2	1	2	21
OG0004233	2	2	2	2	2	2	2	2	2	1	2	21
OG0004234	2	2	2	2	2	2	2	2	2	1	2	21
OG0004235	2	2	2	2	2	2	2	2	2	1	2	21
OG0004236	2	2	2	2	2	2	2	2	2	1	2	21
OG0004237	2	2	2	2	2	2	2	2	2	1	2	21
OG0004238	2	2	2	2	2	2	2	2	2	1	2	21
OG0004239	2	2	2	2	2	2	2	2	2	1	2	21
OG0004240	2	2	2	2	2	2	2	2	2	1	2	21
OG0004241	2	2	2	2	2	2	2	2	2	1	2	21
OG0004242	2	2	2	2	2	2	2	2	2	1	2	21
OG0004243	2	2	2	2	2	2	2	2	2	1	2	21
OG0004244	2	2	2	2	2	2	2	2	2	1	2	21
OG0004245	2	2	2	2	2	2	2	2	2	1	2	21
OG0004246	2	2	2	2	2	2	2	2	2	1	2	21
OG0004247	2	2	2	2	2	2	2	2	2	1	2	21
OG0004248	2	2	2	2	2	2	2	2	2	1	2	21
OG0004249	2	2	2	2	2	2	2	2	2	1	2	21
OG0004250	2	2	1	2	2	2	3	2	2	1	2	21
OG0004251	2	2	2	2	2	2	3	2	1	1	2	21
OG0004252	2	2	2	2	2	2	2	2	2	1	2	21
OG0004253	2	2	2	2	2	2	2	2	2	1	2	21
OG0004254	1	2	2	2	2	2	3	2	2	1	2	21
OG0004255	2	2	2	2	2	2	2	2	2	1	2	21
OG0004256	2	2	2	2	2	2	2	2	2	1	2	21
OG0004257	2	2	2	2	2	2	2	2	2	1	2	21
OG0004258	2	2	2	2	2	2	2	2	2	1	2	21
OG0004259	2	2	2	2	2	2	2	2	2	1	2	21
OG0004260	2	2	1	2	2	2	3	2	2	1	2	21
OG0004261	2	2	2	2	2	2	2	2	2	1	2	21
OG0004262	2	2	2	2	2	2	2	2	2	1	2	21
OG0004263	2	2	2	2	2	2	2	2	2	1	2	21
OG0004264	2	2	2	2	2	2	2	2	2	1	2	21
OG0004265	2	2	2	2	2	2	2	2	2	1	2	21
OG0004266	2	2	2	2	2	2	2	2	2	1	2	21
OG0004267	2	2	2	2	2	2	2	2	2	1	2	21
OG0004268	2	2	2	2	2	2	2	2	2	1	2	21
OG0004269	2	2	2	2	2	2	2	2	2	1	2	21
OG0004270	2	2	2	2	2	2	2	2	2	1	2	21
OG0004271	2	2	2	2	2	2	2	2	2	1	2	21
OG0004272	2	2	2	2	2	2	2	2	2	1	2	21
OG0004273	2	2	2	2	2	2	2	2	2	1	2	21
OG0004274	2	2	2	2	2	2	2	2	2	1	2	21
OG0004275	2	2	2	2	2	2	2	2	2	1	2	21
OG0004276	2	2	2	2	2	2	2	2	2	1	2	21
OG0004277	2	2	2	2	2	2	2	2	2	1	2	21
OG0004278	2	2	2	2	2	2	2	2	2	1	2	21
OG0004279	2	2	2	2	2	2	2	2	2	1	2	21
OG0004280	2	2	2	2	2	2	2	2	2	1	2	21
OG0004281	2	2	2	2	2	2	2	2	2	1	2	21
OG0004282	2	2	2	2	2	2	2	2	2	1	2	21
OG0004283	2	2	2	2	2	2	2	2	2	1	2	21
OG0004284	2	2	2	2	2	2	2	2	2	1	2	21
OG0004285	2	2	2	2	2	2	2	2	2	1	2	21
OG0004286	2	2	2	2	2	2	2	2	2	1	2	21
OG0004287	2	2	2	2	2	2	2	2	2	1	2	21
OG0004288	2	2	2	2	2	2	2	2	2	1	2	21
OG0004289	2	2	2	2	2	2	2	2	2	1	2	21
OG0004290	2	2	2	2	2	2	2	2	2	1	2	21
OG0004291	2	2	2	2	2	2	2	2	2	1	2	21
OG0004292	2	2	2	2	2	2	2	2	2	1	2	21
OG0004293	2	2	2	2	2	2	2	2	2	1	2	21
OG0004294	2	2	2	2	2	2	2	2	2	1	2	21
OG0004295	2	2	2	2	2	2	2	2	2	1	2	21
OG0004296	2	2	2	2	2	2	2	2	2	1	2	21
OG0004297	2	2	2	2	2	2	2	2	2	1	2	21
OG0004298	2	2	2	2	2	2	2	2	2	1	2	21
OG0004299	2	2	2	2	2	2	2	2	2	1	2	21
OG0004300	2	2	2	2	2	2	2	2	2	1	2	21
OG0004301	2	2	2	2	2	2	2	2	2	1	2	21
OG0004302	2	2	2	2	2	2	2	2	2	1	2	21
OG0004303	2	2	2	2	2	2	2	2	2	1	2	21
OG0004304	2	2	2	2	2	2	2	2	2	1	2	21
OG0004305	2	2	2	2	2	2	2	2	2	1	2	21
OG0004306	2	2	2	2	2	2	2	2	2	1	2	21
OG0004307	2	2	2	2	2	2	2	2	2	1	2	21
OG0004308	2	2	2	2	2	2	2	2	2	1	2	21
OG0004309	2	2	2	2	2	2	2	2	2	2	1	21
OG0004310	2	2	2	2	2	2	2	2	2	1	2	21
OG0004311	2	2	2	2	2	2	2	2	2	1	2	21
OG0004312	2	2	2	2	2	2	2	2	2	1	2	21
OG0004313	2	2	2	2	2	2	2	2	2	1	2	21
OG0004314	2	2	2	2	2	2	2	2	2	1	2	21
OG0004315	2	2	2	2	2	2	2	2	2	1	2	21
OG0004316	2	1	2	2	2	2	2	2	2	2	2	21
OG0004317	2	2	2	2	2	2	2	2	2	1	2	21
OG0004318	2	2	2	2	2	2	2	2	2	1	2	21
OG0004319	2	2	2	2	2	2	2	2	2	1	2	21
OG0004320	2	2	2	2	2	2	2	2	2	1	2	21
OG0004321	2	2	2	2	2	2	2	2	2	1	2	21
OG0004322	2	2	2	2	2	2	2	2	2	1	2	21
OG0004323	2	2	2	2	2	2	2	2	2	1	2	21
OG0004324	2	2	2	2	2	1	2	2	2	2	2	21
OG0004325	2	2	2	2	2	2	2	2	2	1	2	21
OG0004326	2	2	2	2	2	2	2	2	2	1	2	21
OG0004327	2	2	2	2	2	2	2	2	2	1	2	21
OG0004328	2	2	2	2	2	2	2	2	2	1	2	21
OG0004329	2	2	2	2	2	2	2	2	2	1	2	21
OG0004330	2	2	2	2	2	2	2	2	2	1	2	21
OG0004331	2	2	2	2	2	2	2	2	2	1	2	21
OG0004332	2	2	2	2	2	2	2	2	2	1	2	21
OG0004333	2	2	2	2	2	2	2	2	2	1	2	21
OG0004334	2	2	2	2	2	2	2	2	2	1	2	21
OG0004335	2	2	2	2	2	2	2	2	2	1	2	21
OG0004336	2	2	2	2	2	2	2	2	2	1	2	21
OG0004337	2	2	2	2	2	2	2	2	2	1	2	21
OG0004338	2	2	2	2	2	2	2	2	2	1	2	21
OG0004339	2	2	2	2	2	2	2	2	2	1	2	21
OG0004340	2	2	2	2	2	2	2	2	2	1	2	21
OG0004341	2	2	2	2	2	2	2	2	2	1	2	21
OG0004342	2	2	2	2	2	2	2	2	2	1	2	21
OG0004343	2	2	2	2	2	2	2	2	2	1	2	21
OG0004344	2	2	2	2	2	2	2	2	2	1	2	21
OG0004345	2	2	2	2	2	2	2	2	2	1	2	21
OG0004346	2	2	2	2	2	2	2	2	2	1	2	21
OG0004347	2	2	2	2	2	2	2	2	2	2	1	21
OG0004348	2	2	2	2	2	2	2	2	2	1	2	21
OG0004349	2	2	2	2	2	2	2	2	2	1	2	21
OG0004350	2	2	2	2	2	2	2	2	2	1	2	21
OG0004351	2	2	2	2	2	2	2	2	2	1	2	21
OG0004352	2	2	2	2	2	2	2	2	2	1	2	21
OG0004353	2	2	2	2	2	2	2	2	2	1	2	21
