Gene	subset	category	mean_log2_Arto_vs_Bato
Morus_004577-R1	Homeologs	Arto-only	0.6429597711284126
Morus_004580-R1	Homeologs	Neither	3.3440142883043245
Morus_004596-R1	Homeologs	Neither	-0.6814442129408669
Morus_004605-R1	Homeologs	Both	-0.7025855418109931
Morus_004609-R1	Homeologs	Bato-only	-0.5546099961875455
Morus_004613-R1	A-unique	Both	0
Morus_004618-R1	Homeologs	Bato-only	1.11272401167657
Morus_004625-R1	A-unique	Both	1.3224070664400427
Morus_004634-R1	Homeologs	Neither	-4.482734393980877
Morus_004639-R1	A-unique	Arto-only	3.3068465970925285
Morus_004640-R2	B-unique	Neither	-2.7562615487655546
Morus_004642-R1	A-unique	Neither	-0.0726822696731117
Morus_004646-R1	A-unique	Bato-only	2.8372577909538097
Morus_004648-R1	A-unique	Bato-only	-0.6572651666636493
Morus_004657-R1	A-unique	Both	1.0764988968279847
Morus_004659-R1	Homeologs	Bato-only	0.35376196329729437
Morus_004662-R1	B-unique	Neither	-1.0756521490000577
Morus_004676-R1	A-unique	Neither	0
Morus_004682-R2	Homeologs	Neither	0.8427189320720443
Morus_004685-R1	A-unique	Bato-only	0.1752190978702981
Morus_004692-R1	A-unique	Neither	-2.5423494578599786
Morus_004706-R4	A-unique	Neither	-1.127639713905481
Morus_004708-R1	Homeologs	Both	1.069595907823128
Morus_004709-R1	A-unique	Bato-only	0.06960227779582853
Morus_004717-R1	A-unique	Neither	0.40095203456826845
Morus_004735-R1	Homeologs	Both	-0.7020015236932591
Morus_004738-R1	Homeologs	Bato-only	0.5761348154224607
Morus_004742-R1	Homeologs	Bato-only	-1.8266452217435802
Morus_004758-R1	Homeologs	Bato-only	-1.3365458283051703
Morus_004783-R1	Homeologs	Arto-only	-0.3773269700403745
Morus_004790-R1	Homeologs	Neither	0
Morus_004793-R1	A-unique	Both	-0.2486455671025432
Morus_004799-R1	B-unique	Arto-only	-0.22360637745819734
Morus_004801-R2	B-unique	Bato-only	-1.787424265007202
Morus_004802-R1	Homeologs	Bato-only	-0.29519098447513215
Morus_004807-R1	A-unique	Both	-1.8562744568200917
Morus_004809-R1	A-unique	Neither	-0.9031797328386059
Morus_004810-R1	A-unique	Neither	-1.175829186665571
Morus_004817-R1	Homeologs	Neither	0.7810579444868929
Morus_004819-R1	Homeologs	Both	-0.3066725050703553
Morus_004829-R1	Homeologs	Arto-only	-0.9937207532951553
Morus_004830-R1	Homeologs	Both	5.727551355374143
Morus_004831-R1	A-unique	Both	-0.21658782592945006
Morus_004834-R1	Homeologs	Neither	0
Morus_004835-R1	Homeologs	Neither	-0.345685839256881
Morus_004851-R1	A-unique	Neither	7.298948665932185
Morus_004854-R1	Homeologs	Both	-0.21259427098615533
Morus_004858-R1	A-unique	Bato-only	-1.0896860651487268
Morus_004859-R1	A-unique	Neither	0
Morus_004862-R1	Homeologs	Both	0.6940022979241325
Morus_004867-R1	A-unique	Both	0
Morus_004872-R1	Homeologs	Both	1.2067334382607358
Morus_004875-R1	Homeologs	Bato-only	0.42432460428713814
Morus_004881-R1	A-unique	Bato-only	1.09500152228629
Morus_004884-R1	Homeologs	Both	0.04742807026345519
Morus_004889-R1	A-unique	Neither	-0.699251152276073
Morus_004912-R1	Homeologs	Both	-0.41883733589150995
Morus_004914-R2	A-unique	Bato-only	0.14056022243140753
Morus_004915-R1	B-unique	Neither	1.1571622368979093
Morus_004916-R1	A-unique	Bato-only	0.8776197433654237
Morus_004917-R1	A-unique	Neither	-0.8172620258961819
Morus_004937-R1	Homeologs	Bato-only	-0.9102054488681248
Morus_004938-R1	Homeologs	Arto-only	-2.2334079196026435
Morus_004939-R1	B-unique	Neither	1.6264447121259646
Morus_004947-R1	A-unique	Neither	-4.60201942058411
Morus_004959-R1	Homeologs	Neither	0.26592901048014345
Morus_004961-R1	Homeologs	Arto-only	-0.7882417733881715
Morus_004962-R1	Homeologs	Both	-2.654367544514367
Morus_004965-R1	Homeologs	Both	-1.3143807159838443
Morus_004966-R9	Homeologs	Neither	-0.7031899649134499
Morus_004980-R1	Homeologs	Neither	0.9946470762671784
Morus_004982-R1	Homeologs	Neither	0.8156406303662048
Morus_005011-R1	A-unique	Bato-only	1.1185774982051857
Morus_005013-R6	Homeologs	Bato-only	2.26866074435807
Morus_005016-R1	Homeologs	Both	-1.4606173155218543
Morus_005023-R1	A-unique	Both	0.11479484278052488
Morus_005029-R1	Homeologs	Neither	-4.315719500352513
Morus_005062-R1	B-unique	Neither	-0.9213607180272285
Morus_005069-R1	Homeologs	Both	0.4008573167136924
Morus_005071-R1	Homeologs	Neither	1.0431516542651
Morus_005072-R1	A-unique	Bato-only	1.1601162076309932
Morus_005084-R1	A-unique	Both	1.297927721377408
Morus_005091-R1	A-unique	Bato-only	-1.1267201634937454
Morus_005094-R1	Homeologs	Both	0.2666611698333889
Morus_005097-R1	B-unique	Neither	2.2192467499941095
Morus_005098-R1	A-unique	Neither	-1.3916147963551702
Morus_005099-R1	Homeologs	Neither	-0.44368281791667197
Morus_005101-R1	A-unique	Both	-0.03655405559746419
Morus_005103-R1	Homeologs	Bato-only	0.9034002042053288
Morus_005110-R1	B-unique	Bato-only	-1.4439018803201464
Morus_005117-R1	Homeologs	Both	-0.5761817059980638
Morus_005131-R1	A-unique	Neither	-1.373754287313874
Morus_005133-R1	Homeologs	Bato-only	-1.5027858840050943
Morus_005135-R2	A-unique	Arto-only	-1.5812634998515165
Morus_005136-R1	Homeologs	Neither	1.118915171557866
Morus_005142-R1	A-unique	Bato-only	-0.46564119155373773
Morus_005145-R1	Homeologs	Bato-only	2.1203455936131217
Morus_005149-R1	B-unique	Neither	0.3872066965550567
Morus_005185-R1	B-unique	Both	1.9258974898778578
Morus_005188-R1	A-unique	Neither	4.140197123046381
Morus_005191-R1	Homeologs	Neither	1.159803305614278
Morus_005195-R1	A-unique	Neither	-0.517450167085213
Morus_005205-R1	Homeologs	Neither	2.125209586411825
Morus_005206-R1	A-unique	Both	1.555835821834536
Morus_005211-R1	Homeologs	Bato-only	1.1720192723579472
Morus_005219-R1	Homeologs	Neither	-1.1043735199703637
Morus_005220-R1	A-unique	Neither	4.540364571623356
Morus_005224-R1	Homeologs	Neither	3.558457387901875
Morus_005235-R1	A-unique	Neither	0
Morus_005239-R1	Homeologs	Neither	0
Morus_005250-R1	Homeologs	Arto-only	-2.244715305859147
Morus_005261-R1	A-unique	Bato-only	0.0035364782827412705
Morus_005262-R1	Homeologs	Arto-only	-1.0566455244460053
Morus_005264-R1	B-unique	Neither	-0.8676075071206847
Morus_005266-R1	Homeologs	Both	-0.3026856205198717
Morus_005268-R1	Homeologs	Neither	-0.17461927152702172
Morus_005283-R1	B-unique	Neither	-0.9999653744879996
Morus_005288-R1	A-unique	Both	-0.00876767443819951
Morus_005291-R1	A-unique	Neither	0.26704954643677253
Morus_005301-R1	A-unique	Arto-only	0.5363831772314858
Morus_005305-R1	A-unique	Neither	0
Morus_005315-R1	A-unique	Neither	0
Morus_005328-R1	Homeologs	Bato-only	-0.131346346359696
Morus_005343-R1	B-unique	Neither	2.436123961120712
Morus_005346-R1	Homeologs	Bato-only	0
Morus_005350-R1	A-unique	Bato-only	-0.9412240048672876
Morus_005354-R1	Homeologs	Neither	4.734014961845849
Morus_005361-R1	A-unique	Neither	-0.5020343783456439
Morus_005363-R1	B-unique	Bato-only	-0.5063436799729146
Morus_005364-R1	Homeologs	Neither	0.1441145178206317
Morus_005398-R1	Homeologs	Neither	-2.0714985074809977
Morus_005408-R1	A-unique	Neither	1.100992470560998
Morus_005411-R1	Homeologs	Bato-only	0
Morus_005444-R1	Homeologs	Both	-1.5446647494402475
Morus_005447-R1	B-unique	Arto-only	3.6030062454709006
Morus_005456-R1	A-unique	Neither	-0.45712993992933304
Morus_005464-R3	Homeologs	Bato-only	0.6720008831646215
Morus_005511-R1	B-unique	Arto-only	-1.6694402201543406
Morus_005514-R1	A-unique	Neither	0
Morus_005527-R1	A-unique	Neither	-0.35232223932688733
Morus_005557-R2	Homeologs	Arto-only	0.023725585235304374
Morus_005565-R1	A-unique	Bato-only	1.1036586348747237
Morus_005566-R1	A-unique	Bato-only	1.4519183906269415
Morus_005571-R1	A-unique	Bato-only	0.7494555727262384
Morus_005579-R1	Homeologs	Neither	-1.0524579015318574
Morus_005581-R1	Homeologs	Both	-0.865198545414466
Morus_005591-R1	Homeologs	Bato-only	0.9121584766074443
Morus_005595-R1	Homeologs	Both	0.39045311340273015
Morus_005601-R1	A-unique	Bato-only	-0.45181004359909893
Morus_005605-R1	A-unique	Bato-only	-0.23890319945577593
Morus_005610-R1	B-unique	Neither	-0.15278474839417783
Morus_005618-R1	Homeologs	Bato-only	0
Morus_005619-R1	Homeologs	Both	-0.10692954009560218
Morus_005631-R1	A-unique	Neither	-0.4310968435417515
Morus_005644-R1	A-unique	Neither	0.43855069413578895
Morus_005650-R1	Homeologs	Neither	-0.17838699073346181
Morus_005659-R1	Homeologs	Both	1.0129004392770748
Morus_005681-R1	A-unique	Bato-only	0.4414333367275327
Morus_005684-R1	Homeologs	Both	3.5487521219164213
Morus_005687-R1	A-unique	Both	-2.3141922673285724
Morus_005691-R1	Homeologs	Neither	1.9847957861890548
Morus_005706-R1	Homeologs	Both	1.4461643267534041
Morus_005716-R1	Homeologs	Neither	2.120955527377185
Morus_005717-R2	Homeologs	Bato-only	0
Morus_005722-R1	A-unique	Neither	-0.3673665042316401
Morus_005733-R1	B-unique	Neither	-1.121351691301003
Morus_005741-R1	B-unique	Neither	0
Morus_005742-R1	Homeologs	Bato-only	-0.16857500138133896
Morus_005749-R1	Homeologs	Arto-only	-0.09526538203695661
Morus_005761-R1	Homeologs	Neither	2.5972479338059884
Morus_005766-R1	B-unique	Both	0.026329987294057222
Morus_005774-R1	Homeologs	Bato-only	-0.5535576376801915
Morus_005777-R2	Homeologs	Both	-2.6023997957502694
Morus_005779-R1	Homeologs	Arto-only	-0.9630400631673298
Morus_005783-R1	Homeologs	Bato-only	-0.6197677087493735
Morus_005788-R1	Homeologs	Bato-only	0.6063599861297628
Morus_005794-R1	B-unique	Bato-only	-0.5614619010519311
Morus_005797-R1	Homeologs	Bato-only	-0.7800209329156702
Morus_005802-R1	A-unique	Arto-only	-2.1457154153960003
Morus_005808-R1	Homeologs	Both	1.893385420511799
Morus_005811-R1	A-unique	Bato-only	-0.3044667821230817
Morus_005819-R1	Homeologs	Neither	-0.9141585340419314
Morus_005829-R1	B-unique	Neither	1.5688661847469547
Morus_005834-R1	Homeologs	Bato-only	-0.4098605939354111
Morus_005854-R1	A-unique	Neither	-0.76556641293429
Morus_005855-R1	Homeologs	Bato-only	0.6999068986242007
Morus_005860-R1	A-unique	Both	0.3845103511319099
Morus_005875-R1	Homeologs	Bato-only	-0.7797520248825451
Morus_005876-R1	A-unique	Neither	0.6916565833965223
Morus_005881-R1	Homeologs	Neither	0.6943334042353602
Morus_005883-R1	A-unique	Neither	0
Morus_005888-R1	A-unique	Neither	-0.5308531842807891
Morus_005902-R1	Homeologs	Neither	0.41056759705477364
Morus_005904-R1	Homeologs	Neither	1.617979530957215
Morus_005909-R1	B-unique	Neither	0.43939617749927956
Morus_005921-R1	A-unique	Neither	0
Morus_005937-R1	A-unique	Neither	-0.4235896093137061
Morus_005939-R1	Homeologs	Both	-0.24831384344674656
Morus_005950-R1	A-unique	Neither	1.2793819972635592
Morus_005952-R1	Homeologs	Both	0
Morus_005956-R1	Homeologs	Neither	0
Morus_005969-R1	A-unique	Neither	-1.1580678798578274
Morus_005977-R1	Homeologs	Arto-only	1.4659224803827642
Morus_005983-R1	Homeologs	Bato-only	-0.493130345269439
Morus_005985-R1	A-unique	Bato-only	1.653696563924877
Morus_005990-R1	Homeologs	Bato-only	0.806041849582191
Morus_005991-R1	Homeologs	Both	-1.1300577038053576
Morus_005994-R1	Homeologs	Neither	-0.6848490577186865
Morus_005997-R1	Homeologs	Both	0.033268475039006574
Morus_006002-R1	Homeologs	Both	-0.8214606625763274
Morus_006004-R1	A-unique	Neither	1.2193534194940827
Morus_006006-R1	Homeologs	Neither	0.00851555501419482
Morus_006012-R1	Homeologs	Neither	0
Morus_006016-R2	B-unique	Neither	-0.850104827171561
Morus_006017-R1	B-unique	Neither	0
Morus_006023-R1	Homeologs	Bato-only	1.9327620444946574
Morus_006036-R1	A-unique	Bato-only	0.8491723717579949
Morus_006040-R1	Homeologs	Bato-only	-3.91063300775251
Morus_006044-R1	Homeologs	Neither	5.407480366843954
Morus_006051-R1	B-unique	Neither	-2.484829508675197
Morus_006058-R1	A-unique	Neither	-3.3271757321777162
Morus_006059-R1	A-unique	Neither	-0.2913136580495297
Morus_006064-R1	A-unique	Neither	0
Morus_006076-R1	B-unique	Neither	1.90967396752351
Morus_006084-R1	Homeologs	Both	1.757517848023377
Morus_006085-R1	Homeologs	Neither	-0.3639073121269397
Morus_006090-R1	Homeologs	Arto-only	-0.8145817741668883
Morus_006109-R1	Homeologs	Neither	3.829520997792566
Morus_006113-R1	A-unique	Bato-only	0.1596710592793735
Morus_006148-R1	Homeologs	Arto-only	1.0624559740360409
Morus_006151-R1	A-unique	Arto-only	-0.8429590885826931
Morus_006153-R1	Homeologs	Arto-only	1.990365925413938
Morus_006159-R1	A-unique	Both	0.16089544286719337
Morus_006177-R1	Homeologs	Arto-only	-2.194051926169552
Morus_006178-R1	A-unique	Neither	0
Morus_006182-R1	Homeologs	Arto-only	1.3326133757496543
Morus_006190-R1	Homeologs	Both	-0.4579663492237418
Morus_006193-R1	A-unique	Neither	-1.6950205134959537
Morus_006211-R1	B-unique	Arto-only	0
Morus_006219-R1	Homeologs	Bato-only	-0.6700013711814194
Morus_006220-R1	B-unique	Neither	-0.40098783149633727
Morus_006224-R1	Homeologs	Neither	0
Morus_006234-R1	B-unique	Both	-1.8141235041411143
Morus_006243-R1	Homeologs	Bato-only	0.1412130208949977
Morus_006245-R1	Homeologs	Neither	0.600511457526155
Morus_006247-R1	Homeologs	Neither	-7.169367156206932
Morus_006256-R1	Homeologs	Neither	3.3326943248609817
Morus_006258-R2	Homeologs	Neither	-0.6521142170105392
Morus_006270-R1	A-unique	Bato-only	-0.09453732681205215
Morus_006284-R1	A-unique	Bato-only	-1.1560740114984234
Morus_006297-R2	A-unique	Neither	-0.21360225982637426
Morus_006304-R1	A-unique	Both	-3.297156809259274
Morus_006332-R1	Homeologs	Bato-only	-0.24702493664617153
Morus_006336-R1	A-unique	Arto-only	0
Morus_006337-R1	Homeologs	Arto-only	0.9531778657912964
Morus_006346-R1	A-unique	Neither	0
Morus_006367-R1	Homeologs	Both	0.35873317839053726
Morus_006370-R1	A-unique	Neither	-0.80452697537436
Morus_006381-R1	Homeologs	Both	0.534089929292996
Morus_006390-R1	Homeologs	Neither	3.526082175830667
Morus_006393-R1	B-unique	Neither	-1.4529240556967227
Morus_006411-R1	Homeologs	Neither	-1.675548465052287
Morus_006422-R1	B-unique	Neither	0
Morus_006423-R1	A-unique	Both	-1.0724073191086283
Morus_006424-R1	Homeologs	Both	-1.8795557283976358
Morus_006425-R1	B-unique	Bato-only	-0.7848331560690175
Morus_006428-R1	Homeologs	Bato-only	0.39492915509225746
Morus_006433-R1	Homeologs	Neither	-3.8973600248757596
Morus_006443-R3	A-unique	Bato-only	-0.7955155636383113
Morus_006448-R1	Homeologs	Bato-only	-1.0621387965083544
Morus_006456-R1	Homeologs	Bato-only	0
Morus_006459-R1	Homeologs	Neither	0.9283828918898474
Morus_006469-R1	Homeologs	Neither	-0.7043555885337296
Morus_006481-R1	B-unique	Both	-0.05042659221703816
Morus_006487-R1	A-unique	Neither	-1.0655888493055734
Morus_006502-R1	Homeologs	Both	1.0499035706896065
Morus_006505-R1	A-unique	Neither	-1.4617318191046158
Morus_006507-R1	B-unique	Neither	-3.502283292210178
Morus_006520-R1	A-unique	Neither	1.3237342375703391
Morus_006527-R1	A-unique	Neither	-2.6059410863661894
Morus_006528-R1	Homeologs	Neither	-1.1865973022692184
Morus_006531-R1	B-unique	Bato-only	-2.013762868528933
Morus_006534-R1	Homeologs	Arto-only	0.22111290034686537
Morus_006537-R1	B-unique	Bato-only	1.6231347014918855
Morus_006543-R1	Homeologs	Both	-1.0157255774034897
Morus_006553-R1	Homeologs	Neither	0.6178399308130564
Morus_006558-R2	A-unique	Neither	0.8084984005102436
Morus_006559-R1	A-unique	Neither	-3.1402951297786665
Morus_006569-R1	B-unique	Neither	0.511655991750938
Morus_006572-R1	A-unique	Both	2.1990948295344688
Morus_006586-R1	Homeologs	Bato-only	0
Morus_006596-R1	A-unique	Both	-2.2187189307516615
Morus_006597-R1	B-unique	Bato-only	3.4578017480151186
Morus_006598-R1	Homeologs	Bato-only	2.413124648613865
Morus_006600-R1	Homeologs	Neither	-0.5695535568741241
Morus_006604-R1	Homeologs	Bato-only	0.5127497272636885
Morus_006605-R1	Homeologs	Bato-only	2.254472957956111
Morus_006614-R1	Homeologs	Both	1.8955056252224487
Morus_006617-R1	B-unique	Both	-0.5555586867694804
Morus_006620-R1	A-unique	Neither	-0.5353573740022909
Morus_006624-R1	A-unique	Neither	-0.04869667750251372
Morus_006632-R1	A-unique	Neither	-0.3283779188480855
Morus_006644-R1	Homeologs	Both	-0.2988772009148539
Morus_006652-R1	Homeologs	Bato-only	0.09888760186827661
Morus_006654-R1	Homeologs	Neither	-0.20007304383258923
Morus_006655-R1	Homeologs	Neither	0
Morus_006658-R1	Homeologs	Both	-0.19753119628209112
Morus_006679-R1	Homeologs	Bato-only	-0.2776008856876334
Morus_006690-R1	Homeologs	Neither	0.2430259789512944
Morus_006701-R1	A-unique	Neither	-5.0180952545965285
Morus_006702-R1	A-unique	Neither	-0.4138138529230394
Morus_006706-R1	Homeologs	Neither	-0.9450832463662933
Morus_006715-R1	A-unique	Bato-only	-2.8559813017427245
Morus_006721-R1	B-unique	Arto-only	-1.2909619079032975
Morus_006740-R1	B-unique	Both	-2.0206126009793266
Morus_006741-R1	Homeologs	Bato-only	0.3655719858009935
Morus_006744-R1	Homeologs	Neither	-0.7279087879557444
Morus_006746-R1	Homeologs	Bato-only	0.659594266055249
Morus_006748-R1	A-unique	Arto-only	0
Morus_006751-R1	Homeologs	Arto-only	-0.3213484693827674
Morus_006754-R1	Homeologs	Both	1.545700409549162
Morus_006764-R2	B-unique	Arto-only	-1.757237592670476
Morus_006788-R1	Homeologs	Bato-only	2.4975248177129403
Morus_006789-R1	Homeologs	Neither	0.6013216972014247
Morus_006803-R1	B-unique	Bato-only	-0.6303597879637092
Morus_006824-R1	Homeologs	Neither	0.947723064058732
Morus_006825-R1	Homeologs	Neither	2.194254657230958
Morus_006828-R1	A-unique	Bato-only	-0.9978661855788387
Morus_006829-R1	Homeologs	Arto-only	3.214026467084488
Morus_006843-R2	A-unique	Neither	0.30995444587919574
Morus_006877-R2	Homeologs	Bato-only	-0.1251392227304357
Morus_006883-R1	A-unique	Bato-only	-3.279597303657504
Morus_006886-R1	B-unique	Bato-only	-2.4070640742476552
Morus_006887-R1	Homeologs	Both	0.9522518602853747
Morus_006888-R1	A-unique	Neither	-2.0917967438462637
Morus_006891-R1	Homeologs	Neither	0.5452003199068369
Morus_006893-R1	Homeologs	Bato-only	1.178056553754334
Morus_006911-R1	B-unique	Neither	0
Morus_006913-R1	Homeologs	Neither	0.7889259077629535
Morus_006922-R1	Homeologs	Both	-0.2294415695672244
Morus_006923-R1	Homeologs	Neither	0.5964482642417358
Morus_006924-R1	A-unique	Neither	0.10005072532020512
Morus_006929-R1	Homeologs	Bato-only	-0.27072173653939047
Morus_006935-R1	Homeologs	Both	-2.019707656734088
Morus_006940-R1	Homeologs	Bato-only	-0.19570245730866295
Morus_006947-R1	Homeologs	Neither	-0.27764214255587794
Morus_006954-R1	B-unique	Bato-only	0.17681807069709918
Morus_006955-R1	A-unique	Neither	1.6156597447667362
Morus_006962-R1	B-unique	Neither	6.375884164362525
Morus_006973-R1	A-unique	Neither	-0.3549706997327909
Morus_006986-R1	B-unique	Neither	-6.883004314024077
Morus_006998-R1	Homeologs	Neither	-1.6490422537238163
Morus_007005-R1	Homeologs	Bato-only	3.280621615795867
Morus_007007-R1	Homeologs	Bato-only	-1.2806448894684062
Morus_007024-R1	Homeologs	Arto-only	0
Morus_007036-R1	A-unique	Neither	-1.798489141659561
Morus_007064-R1	A-unique	Neither	0.20761750546987068
Morus_007069-R1	Homeologs	Both	0.581576619478053
Morus_007071-R1	Homeologs	Arto-only	-0.9514493772477455
Morus_007074-R1	A-unique	Neither	0
Morus_007088-R1	B-unique	Neither	0
Morus_007092-R1	Homeologs	Both	0.4478368045633523
Morus_007125-R1	B-unique	Bato-only	-1.12424187478698
Morus_007126-R1	Homeologs	Arto-only	2.235682288881616
Morus_007138-R1	Homeologs	Neither	1.053847180352469
Morus_007140-R1	Homeologs	Both	1.7174140599482424
Morus_007148-R2	Homeologs	Arto-only	0.08347896098344071
Morus_007189-R1	A-unique	Neither	-1.0555589023535092
Morus_007202-R1	A-unique	Both	-1.5952908915186015
Morus_007211-R1	Homeologs	Bato-only	-0.24496789940587382
Morus_007212-R1	A-unique	Neither	0.49913089822039913
Morus_007218-R1	Homeologs	Arto-only	2.9995809077703077
Morus_007220-R1	Homeologs	Neither	3.0758428711065955
Morus_007227-R1	Homeologs	Neither	1.160799191774839
Morus_007228-R1	A-unique	Bato-only	-0.2400848130446521
Morus_007231-R1	B-unique	Neither	0
Morus_007232-R1	Homeologs	Bato-only	0.17102295861079186
Morus_007234-R1	B-unique	Both	-1.280587538063718
Morus_007237-R1	Homeologs	Bato-only	4.806110594136172
Morus_007248-R1	Homeologs	Bato-only	1.2279321082312389
Morus_007253-R1	A-unique	Bato-only	-4.024031488092474
Morus_007255-R1	Homeologs	Neither	0.6512535287494046
Morus_007256-R1	B-unique	Neither	4.940130667816202
Morus_007288-R1	A-unique	Bato-only	-1.2626852943640798
Morus_007293-R1	B-unique	Neither	-0.409346567685453
Morus_007297-R1	Homeologs	Neither	-0.24521700515841116
Morus_007299-R1	B-unique	Bato-only	0
Morus_007315-R1	Homeologs	Both	-0.3391669406961116
Morus_007339-R1	B-unique	Bato-only	0
Morus_007341-R2	Homeologs	Bato-only	-0.29926480140553935
Morus_007352-R1	Homeologs	Neither	1.4730898220577289
Morus_007357-R1	Homeologs	Arto-only	-0.45358155558139146
Morus_007373-R1	Homeologs	Neither	2.902771139000415
Morus_007381-R1	Homeologs	Both	-2.573678263719118
Morus_007409-R1	Homeologs	Bato-only	0.7766810062759617
Morus_007423-R1	A-unique	Both	-2.325067942478787
Morus_007442-R1	B-unique	Bato-only	-1.3471270212123114
Morus_007447-R1	B-unique	Neither	0
Morus_007457-R1	B-unique	Bato-only	-5.571042406615771
Morus_007458-R1	A-unique	Neither	2.3255194925658085
Morus_007461-R1	Homeologs	Bato-only	-1.1760741322424018
Morus_007462-R1	Homeologs	Arto-only	0
Morus_007469-R1	Homeologs	Both	1.1868700446748743
Morus_007471-R1	A-unique	Neither	-3.432226874952469
Morus_007482-R1	B-unique	Both	0
Morus_007484-R1	Homeologs	Bato-only	0.03660416216704612
Morus_007485-R1	Homeologs	Neither	-5.137525240371324
Morus_007491-R1	B-unique	Neither	-1.3716314167656183
Morus_007520-R1	A-unique	Neither	-1.2192559714673563
Morus_007544-R1	Homeologs	Bato-only	0.878549841710966
Morus_007554-R1	Homeologs	Arto-only	5.491869892587796
Morus_007557-R1	A-unique	Neither	-0.5013991458074677
Morus_007558-R1	B-unique	Neither	1.3313800368106172
Morus_007559-R1	Homeologs	Both	-0.8347103476198925
Morus_007573-R1	A-unique	Bato-only	-0.30589458854517565
Morus_007578-R1	A-unique	Neither	0
Morus_007583-R1	Homeologs	Neither	4.210237723385622
Morus_007598-R1	A-unique	Bato-only	0.5786563623047195
Morus_007616-R1	Homeologs	Neither	-1.6401903026078215
Morus_007631-R1	A-unique	Bato-only	1.3391930471720257
Morus_007657-R1	B-unique	Bato-only	0
Morus_007658-R1	B-unique	Both	0.7394152372246757
Morus_007671-R1	B-unique	Neither	-0.513820501386387
Morus_007681-R1	Homeologs	Bato-only	0
Morus_007741-R1	A-unique	Neither	0.6750040634463307
Morus_007761-R1	A-unique	Bato-only	0
Morus_007776-R1	A-unique	Bato-only	0
Morus_007886-R1	A-unique	Both	0
Morus_007904-R1	B-unique	Bato-only	-0.0897478001113931
Morus_007913-R1	A-unique	Neither	0.5229381507058872
Morus_007920-R1	Homeologs	Both	-0.9792636666583123
Morus_007928-R1	B-unique	Bato-only	-4.647585018179687
Morus_007929-R1	B-unique	Bato-only	-0.982539999199301
Morus_007936-R2	A-unique	Arto-only	-2.7579101183891357
Morus_007947-R1	Homeologs	Bato-only	1.1551734393381214
Morus_007976-R1	Homeologs	Neither	5.291596135632802
Morus_007980-R1	Homeologs	Arto-only	2.7937480185791146
Morus_007982-R1	Homeologs	Neither	0
Morus_007983-R1	Homeologs	Both	0
Morus_007988-R1	Homeologs	Neither	0.06545747694898146
Morus_007993-R1	A-unique	Neither	-0.5889563937913322
Morus_007996-R1	A-unique	Neither	-5.877340985552518
Morus_007998-R1	Homeologs	Neither	0.834842904317085
Morus_008001-R1	Homeologs	Both	-2.1854755183704113
Morus_008002-R1	Homeologs	Arto-only	-0.15622276359443382
Morus_008008-R1	Homeologs	Neither	0
Morus_008014-R4	Homeologs	Bato-only	-0.013172301040966963
Morus_008017-R1	Homeologs	Bato-only	-1.2419441856224855
Morus_008018-R1	Homeologs	Both	2.334694581406901
Morus_008056-R1	Homeologs	Neither	1.3177674200025495
Morus_008059-R1	A-unique	Both	0
Morus_008069-R1	Homeologs	Both	1.9482403206595285
Morus_008106-R1	Homeologs	Neither	-1.073771959487178
Morus_008107-R1	Homeologs	Bato-only	0
Morus_008114-R1	A-unique	Arto-only	-0.1357899661637885
Morus_008116-R1	B-unique	Bato-only	-0.7660701918013842
Morus_008117-R2	B-unique	Both	-1.5915811944710265
Morus_008125-R1	Homeologs	Arto-only	4.3826435938700214
Morus_008135-R1	Homeologs	Both	0.3407289461417209
Morus_008138-R1	Homeologs	Both	0.1846452563349525
Morus_008144-R1	Homeologs	Bato-only	-0.22801657184901428
Morus_008161-R1	Homeologs	Arto-only	0
Morus_008176-R1	Homeologs	Both	-1.6486664731361729
Morus_008184-R1	B-unique	Bato-only	0
Morus_008186-R1	B-unique	Neither	0.03391964788914185
Morus_008190-R1	Homeologs	Bato-only	0.634508308682687
Morus_008193-R2	Homeologs	Neither	-1.3049189543386226
Morus_008197-R1	Homeologs	Both	-2.4962587728759953
Morus_008201-R1	A-unique	Both	-1.1691815414474376
Morus_008206-R1	A-unique	Neither	5.076944668436367
Morus_008222-R1	B-unique	Bato-only	0.5951399352644146
Morus_008223-R1	A-unique	Neither	-1.2402698585349836
Morus_008226-R1	Homeologs	Bato-only	0.7619579730127184
Morus_008229-R1	A-unique	Neither	0.8876852245963055
Morus_008246-R1	A-unique	Both	-1.4439316353179499
Morus_008293-R1	A-unique	Bato-only	0.9994537331389203
Morus_008302-R1	A-unique	Neither	-1.2178994953541529
Morus_008318-R1	A-unique	Bato-only	0.12621570116910907
Morus_008323-R1	Homeologs	Bato-only	2.0981749661499296
Morus_008332-R1	Homeologs	Both	-0.8990248425180618
Morus_008341-R4	Homeologs	Bato-only	0.7748340341150229
Morus_008350-R1	Homeologs	Bato-only	-1.7229904402245668
Morus_008351-R1	Homeologs	Neither	0
Morus_008363-R1	A-unique	Bato-only	-1.898425285220176
Morus_008374-R1	Homeologs	Arto-only	-0.2581231990514268
Morus_008377-R1	Homeologs	Neither	0.15525904408385713
Morus_008379-R1	Homeologs	Neither	0.5048803811033158
Morus_008380-R2	Homeologs	Arto-only	-1.955975699930751
Morus_008396-R1	B-unique	Neither	-1.1163286092548774
