Gene	subset	category	mean_log2_Arto_vs_Bato
Morus_008399-R1	Homeologs	Neither	-2.348214741811869
Morus_008400-R1	Homeologs	Neither	-1.8847099031760872
Morus_008402-R1	B-unique	Arto-only	-1.7881891432373314
Morus_008411-R1	Homeologs	Neither	-3.677177659757946
Morus_008415-R1	Homeologs	Arto-only	-0.9312962366168882
Morus_008419-R1	B-unique	Both	-1.2877497712062698
Morus_008431-R1	A-unique	Bato-only	-1.313302352604064
Morus_008439-R1	Homeologs	Neither	-0.4932364338488607
Morus_008440-R1	Homeologs	Bato-only	-0.37600401734478384
Morus_008450-R3	Homeologs	Bato-only	-0.8405508012371719
Morus_008455-R1	Homeologs	Both	2.545070329496804
Morus_008469-R1	Homeologs	Bato-only	-1.382611271144737
Morus_008472-R1	Homeologs	Bato-only	-0.5754074889867096
Morus_008483-R1	Homeologs	Bato-only	-3.1403727028842336
Morus_008490-R2	Homeologs	Both	0.39043044229897195
Morus_008494-R1	A-unique	Both	0.9579279327016226
Morus_008501-R1	Homeologs	Neither	0
Morus_008514-R1	Homeologs	Both	0.40336535919335076
Morus_008527-R1	A-unique	Neither	0.02435932675361678
Morus_008528-R1	Homeologs	Bato-only	-0.4762767476805431
Morus_008531-R1	Homeologs	Bato-only	-3.292996328375575
Morus_008547-R1	Homeologs	Neither	1.5230480941548408
Morus_008550-R1	Homeologs	Bato-only	-5.242479181409235
Morus_008557-R1	Homeologs	Neither	0.0911300659030162
Morus_008581-R1	B-unique	Neither	0.768053064865211
Morus_008588-R2	B-unique	Both	-1.1333143274286508
Morus_008592-R1	B-unique	Neither	-1.826038891645047
Morus_008601-R1	Homeologs	Both	-2.030132722834656
Morus_008606-R1	A-unique	Neither	-0.7453628979106232
Morus_008608-R2	A-unique	Bato-only	2.40046005486509
Morus_008610-R1	A-unique	Neither	0
Morus_008631-R1	A-unique	Bato-only	-0.0666019315018953
Morus_008633-R1	Homeologs	Bato-only	-1.435260089906527
Morus_008635-R1	A-unique	Bato-only	-1.0529296222378859
Morus_008637-R1	Homeologs	Bato-only	1.7022660531871407
Morus_008639-R1	A-unique	Bato-only	-1.0609531759412876
Morus_008644-R1	A-unique	Both	2.07945614160358
Morus_008645-R1	Homeologs	Bato-only	2.289857494428883
Morus_008654-R1	A-unique	Bato-only	0.13761339092490626
Morus_008659-R1	A-unique	Both	-0.3511230458911967
Morus_008673-R1	Homeologs	Both	-1.7970200295304797
Morus_008680-R1	Homeologs	Neither	-1.6938334869358413
Morus_008681-R1	Homeologs	Bato-only	0.23680262767490828
Morus_008692-R1	Homeologs	Arto-only	1.8300595320977306
Morus_008700-R1	A-unique	Both	-1.9456431096673528
Morus_008704-R1	A-unique	Neither	-2.125407473826298
Morus_008708-R1	Homeologs	Bato-only	0.44600513047256357
Morus_008711-R1	Homeologs	Bato-only	0.0939351290950895
Morus_008712-R1	B-unique	Neither	0
Morus_008724-R1	A-unique	Arto-only	-0.20654632389927607
Morus_008725-R1	B-unique	Neither	-0.3561625042036723
Morus_008733-R1	A-unique	Neither	0
Morus_008754-R1	Homeologs	Neither	0.42499081104242553
Morus_008759-R2	A-unique	Neither	2.346330628130665
Morus_008760-R1	A-unique	Neither	-3.2035155442949255
Morus_008763-R1	A-unique	Neither	0
Morus_008765-R2	A-unique	Both	-0.4569953421201956
Morus_008793-R1	Homeologs	Both	0.21524014500907884
Morus_008799-R1	B-unique	Bato-only	-0.6962721318314802
Morus_008800-R1	A-unique	Arto-only	-1.5341275813314834
Morus_008807-R1	A-unique	Neither	0.2692307981502297
Morus_008818-R1	Homeologs	Bato-only	0.9771880573419098
Morus_008833-R1	Homeologs	Both	0.6113454710756148
Morus_008855-R1	B-unique	Both	0
Morus_008863-R1	A-unique	Neither	-2.178915613514553
Morus_008865-R1	Homeologs	Neither	0.1371658353403865
Morus_008874-R1	B-unique	Bato-only	5.059646524816245
Morus_008885-R1	A-unique	Neither	-1.3419000622702673
Morus_008899-R1	B-unique	Neither	2.3550359931583573
Morus_008903-R1	Homeologs	Both	1.6802082225112607
Morus_008908-R1	B-unique	Neither	-2.6491221218728214
Morus_008910-R1	A-unique	Neither	-4.133933476873991
Morus_008914-R1	Homeologs	Arto-only	0
Morus_008918-R1	B-unique	Both	-1.4463179073820331
Morus_008928-R5	Homeologs	Both	-0.6173729073732278
Morus_008932-R1	A-unique	Neither	-1.6277617164471585
Morus_008934-R1	Homeologs	Both	-0.2811613501359561
Morus_008955-R1	A-unique	Neither	0.29016887695521704
Morus_008962-R1	Homeologs	Arto-only	0
Morus_008965-R1	B-unique	Neither	1.4885335980581433
Morus_008968-R1	A-unique	Bato-only	0.40683859760157703
Morus_008973-R1	B-unique	Neither	-0.5499660472450648
Morus_008975-R1	A-unique	Neither	3.6789671031877744
Morus_008977-R1	A-unique	Neither	-1.7731891929965835
Morus_008985-R1	Homeologs	Bato-only	-0.753729453962557
Morus_008990-R1	Homeologs	Neither	0
Morus_008991-R1	Homeologs	Neither	-2.2368672895768267
Morus_008992-R1	A-unique	Neither	-2.5081979193392927
Morus_008996-R1	Homeologs	Neither	0
Morus_008998-R1	B-unique	Arto-only	1.6083173819655632
Morus_009013-R1	A-unique	Arto-only	-2.1146827495512586
Morus_009027-R1	B-unique	Arto-only	-7.468511500806695
Morus_009037-R1	Homeologs	Bato-only	-1.698596753631036
Morus_009041-R1	B-unique	Neither	2.054736121153847
Morus_009045-R1	A-unique	Neither	-0.3420187548378582
Morus_009046-R1	A-unique	Arto-only	0
Morus_009048-R1	Homeologs	Both	3.3188955676737386
Morus_009058-R1	B-unique	Neither	-1.367377177329137
Morus_009099-R1	B-unique	Neither	-3.855786727081551
Morus_009100-R1	A-unique	Neither	-2.3523756351132263
Morus_009161-R1	Homeologs	Both	0
Morus_009173-R1	Homeologs	Neither	-2.046540913052205
Morus_009228-R1	B-unique	Bato-only	0
Morus_009233-R1	Homeologs	Neither	2.0989556871138646
Morus_009236-R1	B-unique	Bato-only	1.2778435459376538
Morus_009258-R1	A-unique	Bato-only	0
Morus_009274-R1	A-unique	Both	-2.1951013865668068
Morus_009285-R1	A-unique	Neither	0
Morus_009286-R1	Homeologs	Neither	0
Morus_009302-R1	B-unique	Bato-only	0.7588981147508889
Morus_009333-R1	Homeologs	Bato-only	2.8602223847292203
Morus_009364-R1	B-unique	Neither	6.603415795306368
Morus_009371-R1	B-unique	Neither	0
Morus_009373-R1	B-unique	Both	-1.0035939685299071
Morus_009384-R2	Homeologs	Bato-only	2.1910158227605985
Morus_009389-R1	A-unique	Neither	-0.8162937173158734
Morus_009397-R1	Homeologs	Both	0.9840366154756475
Morus_009404-R1	Homeologs	Bato-only	2.055453967397212
Morus_009407-R1	A-unique	Bato-only	0
Morus_009409-R1	A-unique	Arto-only	0
Morus_009420-R1	Homeologs	Bato-only	-0.5453395152598002
Morus_009424-R1	Homeologs	Neither	-2.4860706482060273
Morus_009428-R2	Homeologs	Both	-0.0010175378451723165
Morus_009440-R5	A-unique	Both	-0.7551738838794546
Morus_009448-R1	B-unique	Neither	-0.05220143461782792
Morus_009470-R2	Homeologs	Both	-1.1346096224061992
Morus_009472-R1	A-unique	Arto-only	0.2972974209732615
Morus_009490-R1	Homeologs	Arto-only	1.2266814443036
Morus_009524-R1	A-unique	Arto-only	-0.7052001329193823
Morus_009538-R1	A-unique	Neither	-3.7031352243829083
Morus_009539-R1	A-unique	Both	-2.1811246688766563
Morus_009559-R1	A-unique	Both	1.0698849712899379
Morus_009563-R1	A-unique	Neither	1.2834555377428059
Morus_009569-R1	A-unique	Neither	-0.6907402384660046
Morus_009576-R1	A-unique	Bato-only	-3.694537339570431
Morus_009590-R1	A-unique	Neither	0.5825480295261062
Morus_009603-R1	B-unique	Bato-only	-0.13778822927614862
Morus_009614-R1	Homeologs	Bato-only	0.65745557352939
Morus_009621-R1	Homeologs	Neither	0
Morus_009632-R1	A-unique	Both	-2.2381468034474987
Morus_009633-R2	Homeologs	Neither	0.06543485428811568
Morus_009637-R2	B-unique	Neither	-5.3973420860539925
Morus_009658-R1	Homeologs	Neither	0.6798920941220925
Morus_009665-R3	Homeologs	Neither	-0.7992793158259461
Morus_009678-R1	Homeologs	Bato-only	0.8965913314321422
Morus_009697-R1	Homeologs	Bato-only	-1.097401640128864
Morus_009701-R1	Homeologs	Bato-only	7.123982941924888
Morus_009704-R1	Homeologs	Neither	0
Morus_009705-R1	Homeologs	Both	0.5032670248053688
Morus_009711-R1	Homeologs	Neither	-2.1339676893009196
Morus_009716-R1	Homeologs	Neither	0.6353654025747486
Morus_009725-R1	A-unique	Arto-only	-1.4863308013435266
Morus_009729-R1	Homeologs	Bato-only	2.804577177919149
Morus_009731-R1	Homeologs	Neither	1.1583861201443493
Morus_009740-R1	A-unique	Neither	0.49542685439117456
Morus_009743-R1	Homeologs	Arto-only	-0.18812790664441212
Morus_009747-R1	A-unique	Neither	0
Morus_009758-R1	A-unique	Both	-0.7325566222602166
Morus_009766-R1	Homeologs	Bato-only	0.6426955196317545
Morus_009774-R1	Homeologs	Bato-only	0.22729181026177747
Morus_009778-R1	A-unique	Neither	-0.04287173957689827
Morus_009786-R1	A-unique	Neither	0.3320250582349359
Morus_009801-R1	A-unique	Neither	1.5703823996545727
Morus_009802-R1	Homeologs	Both	1.7220757294305784
Morus_009822-R1	A-unique	Neither	-0.5464351736613196
Morus_009825-R1	Homeologs	Bato-only	-0.36067402131352966
Morus_009830-R1	A-unique	Arto-only	-1.1087689800757283
Morus_009845-R1	Homeologs	Bato-only	1.7677328150006781
Morus_009865-R1	A-unique	Neither	0
Morus_009868-R1	B-unique	Neither	-0.6271383150640846
Morus_009869-R1	A-unique	Neither	0
Morus_009871-R1	A-unique	Arto-only	-3.6082778533856184
Morus_009873-R1	Homeologs	Bato-only	2.1931189151618558
Morus_009898-R1	Homeologs	Bato-only	1.047449971654542
Morus_009900-R1	Homeologs	Both	-1.89229691742498
Morus_009903-R1	Homeologs	Neither	0.9340936726140531
Morus_009911-R1	B-unique	Neither	-0.7649491471903533
Morus_009929-R1	A-unique	Neither	0.8819924115467328
Morus_009932-R1	A-unique	Bato-only	-1.1273710579947058
Morus_009940-R1	Homeologs	Neither	4.4032614265314445
Morus_009941-R1	Homeologs	Both	-3.4971405957627173
Morus_009943-R1	A-unique	Bato-only	2.360792195593947
Morus_009962-R1	Homeologs	Both	2.1089810554464057
Morus_009963-R9	Homeologs	Neither	0
Morus_009972-R1	Homeologs	Both	1.2371487393774911
Morus_009975-R1	B-unique	Arto-only	-0.9038960696927828
Morus_009977-R1	Homeologs	Both	-0.5716603699802629
Morus_010006-R1	A-unique	Neither	-2.0601176608622627
Morus_010017-R1	Homeologs	Both	-2.304102324810768
Morus_010018-R1	Homeologs	Both	-1.4338652750380612
Morus_010019-R1	A-unique	Both	-1.894851560780383
Morus_010025-R1	Homeologs	Both	1.1172755155898557
Morus_010036-R1	Homeologs	Bato-only	0.053317340733324343
Morus_010041-R1	A-unique	Bato-only	0
Morus_010045-R2	Homeologs	Bato-only	0.2480166149245578
Morus_010046-R1	Homeologs	Bato-only	-0.02142240609945434
Morus_010082-R2	A-unique	Neither	-2.017558607019158
Morus_010085-R1	B-unique	Neither	2.001987697835557
Morus_010110-R1	A-unique	Neither	3.4035265397336367e-4
Morus_010124-R4	Homeologs	Both	-0.9222791066606473
Morus_010125-R1	Homeologs	Both	-0.3414320756363764
Morus_010140-R2	A-unique	Bato-only	-0.9352199748715699
Morus_010145-R1	Homeologs	Both	-0.42674263257297096
Morus_010149-R2	Homeologs	Neither	0.5050820807579004
Morus_010158-R1	A-unique	Neither	0.8397457842412972
Morus_010159-R1	B-unique	Arto-only	-5.233261421898073
Morus_010163-R1	Homeologs	Neither	0.587962159204904
Morus_010167-R1	Homeologs	Both	-1.0269241425787607
Morus_010171-R2	Homeologs	Both	2.557105417440161
Morus_010177-R1	Homeologs	Bato-only	0.06657865380723413
Morus_010178-R1	Homeologs	Bato-only	-0.8642012310375831
Morus_010180-R1	Homeologs	Neither	0
Morus_010191-R1	B-unique	Bato-only	0
Morus_010192-R1	A-unique	Neither	1.2167765864175941
Morus_010218-R1	B-unique	Bato-only	0.8040486521276021
Morus_010222-R1	Homeologs	Both	1.0851258308303042
Morus_010225-R1	B-unique	Neither	1.0205278127635116
Morus_010230-R1	A-unique	Both	-0.11032405332060913
Morus_010241-R1	B-unique	Neither	0.8268236470622772
Morus_010248-R1	A-unique	Neither	-1.9662452049399048
Morus_010250-R1	Homeologs	Both	1.1496214487331653
Morus_010253-R1	Homeologs	Both	-0.5257773207273428
Morus_010259-R1	B-unique	Both	-0.9666710936071673
Morus_010277-R1	Homeologs	Neither	-1.6720608102405068
Morus_010296-R1	Homeologs	Both	0
Morus_010304-R1	A-unique	Arto-only	0
Morus_010328-R1	B-unique	Neither	0
Morus_010335-R1	Homeologs	Bato-only	1.2377488263185843
Morus_010343-R1	B-unique	Bato-only	-1.6116826586169393
Morus_010359-R1	Homeologs	Bato-only	3.1695101804722974
Morus_010366-R1	Homeologs	Arto-only	-0.07313607838641586
Morus_010373-R1	Homeologs	Both	0.13427716330993913
Morus_010377-R1	Homeologs	Both	-0.30729955332993353
Morus_010381-R1	Homeologs	Neither	0
Morus_010385-R1	Homeologs	Bato-only	1.113546829333307
Morus_010386-R1	A-unique	Neither	-0.565501747593639
Morus_010391-R1	B-unique	Neither	-0.8492726074918412
Morus_010405-R1	B-unique	Neither	-0.41919232960729946
Morus_010421-R1	Homeologs	Bato-only	0.688047386775474
Morus_010424-R1	Homeologs	Neither	-0.2881209051498172
Morus_010425-R2	Homeologs	Both	-0.5167614557496143
Morus_010429-R1	A-unique	Bato-only	2.1473223119479936
Morus_010458-R2	Homeologs	Both	-0.4309254294395268
Morus_010463-R1	B-unique	Neither	0
Morus_010465-R1	Homeologs	Arto-only	0
Morus_010466-R1	B-unique	Neither	0
Morus_010468-R1	Homeologs	Bato-only	-1.0404272333019104
Morus_010469-R2	Homeologs	Bato-only	-0.4754947631625356
Morus_010472-R1	Homeologs	Bato-only	0.34405534791912185
Morus_010477-R1	Homeologs	Neither	0
Morus_010490-R1	B-unique	Neither	-1.334326665749289
Morus_010507-R1	B-unique	Neither	-1.1236667106675795
Morus_010537-R1	B-unique	Arto-only	-1.0511343490022698
Morus_010545-R1	B-unique	Bato-only	-0.36134120082496823
Morus_010567-R1	A-unique	Bato-only	-0.28695712537410145
Morus_010579-R1	B-unique	Bato-only	1.3548254729356102
Morus_010616-R1	Homeologs	Neither	3.160192509103231
Morus_010629-R1	B-unique	Neither	0.942370652136144
Morus_010636-R1	Homeologs	Bato-only	0.7073789260866353
Morus_010652-R1	Homeologs	Bato-only	0.0719384902414795
Morus_010655-R1	A-unique	Bato-only	-1.9833727976104236
Morus_010660-R1	A-unique	Bato-only	-0.0013335036246611837
Morus_010673-R1	B-unique	Bato-only	-0.49944469435225625
Morus_010679-R1	Homeologs	Neither	-0.7819845104322019
Morus_010689-R1	Homeologs	Both	-1.0804147647146873
Morus_010696-R1	Homeologs	Both	-0.6703157685559209
Morus_010709-R6	A-unique	Neither	-3.142563350319708
Morus_010714-R1	A-unique	Neither	1.7719330698584526
Morus_010734-R1	Homeologs	Neither	0.7764822374815901
Morus_010739-R1	A-unique	Neither	0
Morus_010750-R1	Homeologs	Neither	0
Morus_010798-R1	B-unique	Neither	0
Morus_010846-R1	B-unique	Neither	0
Morus_010858-R1	A-unique	Bato-only	0.1433169805063581
Morus_010863-R1	Homeologs	Neither	7.20078424239499
Morus_010872-R1	A-unique	Neither	0.44861255674175504
Morus_010919-R1	Homeologs	Bato-only	3.127321585546306
Morus_010920-R1	Homeologs	Both	4.289564141656365
Morus_010925-R1	Homeologs	Both	2.8926041421555775
Morus_010929-R1	A-unique	Neither	4.2902553512280726
Morus_010939-R1	Homeologs	Both	0.9001295409589484
Morus_010953-R1	Homeologs	Both	1.1901120049671163
Morus_010977-R4	Homeologs	Neither	-0.8050193234147069
Morus_010981-R1	B-unique	Bato-only	-0.4276482630880428
Morus_010990-R1	A-unique	Arto-only	0.14542778459921007
Morus_011004-R1	Homeologs	Both	-0.965666525851804
Morus_011008-R1	Homeologs	Bato-only	-0.3806574255771177
Morus_011014-R1	A-unique	Neither	-1.794135202334601
Morus_011028-R1	B-unique	Neither	-4.075738922768701
Morus_011029-R1	B-unique	Bato-only	0.7281078755475152
Morus_011030-R2	Homeologs	Neither	0
Morus_011036-R1	B-unique	Neither	-1.920623748722713
Morus_011037-R1	A-unique	Bato-only	0.10036402096650077
Morus_011073-R2	A-unique	Arto-only	-0.3515993187019505
Morus_011074-R2	B-unique	Arto-only	-3.937982157720969
Morus_011080-R1	A-unique	Neither	0
Morus_011088-R1	A-unique	Arto-only	-1.1964128089534174
Morus_011094-R1	A-unique	Bato-only	0.18260501203057192
Morus_011105-R1	A-unique	Both	0.1641348210834282
Morus_011111-R1	B-unique	Neither	-4.270328201562224
Morus_011118-R1	A-unique	Neither	0
Morus_011120-R1	Homeologs	Both	-2.4390664089269114
Morus_011132-R1	Homeologs	Neither	1.6649883686406188
Morus_011163-R1	Homeologs	Neither	3.1335061659146515
Morus_011195-R1	A-unique	Neither	0
Morus_011200-R1	Homeologs	Neither	-0.2928405074889767
Morus_011216-R2	A-unique	Bato-only	-1.3638656325562377
Morus_011232-R1	B-unique	Neither	0
Morus_011249-R1	A-unique	Neither	1.1314231334811968
Morus_011279-R1	A-unique	Both	2.1081683989113733
Morus_011281-R1	Homeologs	Bato-only	-2.459982038657314
Morus_011282-R1	B-unique	Neither	0
Morus_011288-R1	B-unique	Bato-only	1.764009123637897
Morus_011300-R1	B-unique	Neither	0
Morus_011310-R2	Homeologs	Both	-1.1549008862374222
Morus_011316-R1	Homeologs	Neither	0
Morus_011320-R1	Homeologs	Neither	0.3293721908467644
Morus_011324-R1	B-unique	Both	0.8203421309150136
Morus_011328-R1	B-unique	Neither	1.2606107847920058
Morus_011341-R1	B-unique	Neither	0
Morus_011347-R1	Homeologs	Neither	-1.7345183757976264
Morus_011353-R1	A-unique	Neither	-2.0594704999238265
Morus_011376-R1	Homeologs	Bato-only	0
Morus_011380-R1	B-unique	Neither	-0.9911226160331529
Morus_011385-R1	B-unique	Neither	1.7021517091272431
Morus_011396-R1	B-unique	Neither	0.2529591168111292
Morus_011400-R1	Homeologs	Bato-only	-1.914349246403736
Morus_011401-R1	B-unique	Bato-only	0.4114216936767833
Morus_011405-R1	A-unique	Neither	-0.5276515562379149
Morus_011407-R1	A-unique	Bato-only	-1.982933055852763
Morus_011410-R1	B-unique	Neither	-2.825309231723595
Morus_011428-R1	Homeologs	Bato-only	-0.24796788357489458
Morus_011438-R1	B-unique	Neither	0.9420136094832557
Morus_011444-R1	Homeologs	Bato-only	1.4437213999129863
Morus_011447-R1	Homeologs	Bato-only	0.7353559379354395
Morus_011454-R1	Homeologs	Bato-only	3.1869515935948227
Morus_011466-R1	B-unique	Neither	-0.294443162564356
Morus_011474-R1	B-unique	Bato-only	0.9382113232398178
Morus_011478-R1	Homeologs	Neither	-1.0306765657145864
Morus_011481-R1	Homeologs	Neither	0
Morus_011490-R1	Homeologs	Bato-only	0.024832485872133603
Morus_011493-R1	Homeologs	Arto-only	0
Morus_011495-R1	B-unique	Neither	-0.7766278998457247
Morus_011512-R1	Homeologs	Arto-only	-0.4982208178956776
Morus_011515-R1	Homeologs	Both	0.07049679728569308
Morus_011520-R1	B-unique	Bato-only	-0.23826818154989188
Morus_011522-R1	Homeologs	Both	-0.3787289694470198
Morus_011538-R1	Homeologs	Neither	0.19151892277192173
Morus_011541-R1	Homeologs	Bato-only	2.0852078419414886
Morus_011544-R1	B-unique	Neither	-0.8307829505397705
Morus_011547-R1	Homeologs	Neither	-3.1912450163937107
Morus_011553-R1	Homeologs	Bato-only	-0.825155829879316
Morus_011556-R1	A-unique	Both	6.046438019740747
Morus_011559-R1	Homeologs	Arto-only	-0.3427752623219919
Morus_011560-R1	Homeologs	Both	-0.22700940257680494
Morus_011566-R1	Homeologs	Bato-only	0.8626339615922631
Morus_011567-R1	B-unique	Arto-only	0.6020227914632854
Morus_011578-R5	Homeologs	Neither	2.503514536812452
Morus_011589-R1	Homeologs	Bato-only	2.572225326148744
Morus_011593-R1	B-unique	Both	-0.7322463205393308
Morus_011607-R1	A-unique	Bato-only	1.1578710046443483
Morus_011610-R1	A-unique	Neither	2.916428914495871
Morus_011616-R1	B-unique	Bato-only	-0.3559283941512301
Morus_011617-R1	A-unique	Neither	-1.2984532503210033
Morus_011641-R1	Homeologs	Arto-only	0.1370034129077477
Morus_011647-R1	Homeologs	Arto-only	0.38373042116695555
Morus_011653-R1	A-unique	Bato-only	2.291913506833462
Morus_011700-R1	Homeologs	Bato-only	0.7439636248930881
Morus_011715-R1	Homeologs	Bato-only	-1.4763035393146258
Morus_011717-R1	Homeologs	Both	0.4799554869189452
Morus_011720-R1	B-unique	Both	-0.34304853256438217
Morus_011725-R1	Homeologs	Neither	2.07828782716293
Morus_011728-R1	Homeologs	Both	-1.119145407137104
Morus_011729-R1	Homeologs	Neither	-4.133301090068764
Morus_011742-R1	Homeologs	Arto-only	2.570724478568403
Morus_011747-R1	A-unique	Neither	1.3203106046878879
Morus_011748-R1	Homeologs	Neither	0
Morus_011751-R1	B-unique	Arto-only	-1.257900061740806
Morus_011757-R1	A-unique	Neither	3.3871933149661047
Morus_011764-R1	B-unique	Bato-only	-3.939772340287509
Morus_011767-R1	B-unique	Both	0.6873541134373723
Morus_011773-R1	Homeologs	Both	0.7899595186511545
Morus_011774-R1	A-unique	Neither	0
Morus_011775-R1	Homeologs	Neither	-0.6443207310809159
Morus_011783-R1	A-unique	Neither	-1.2315705634487168
Morus_011784-R1	A-unique	Neither	-1.7247194443200726
Morus_011792-R1	Homeologs	Arto-only	-1.4219770501130546
Morus_011796-R1	Homeologs	Both	-0.31566007629139
Morus_011798-R1	Homeologs	Neither	-0.6611462686504584
Morus_011812-R1	Homeologs	Neither	0
Morus_011815-R1	B-unique	Neither	0.12634738538599616
Morus_011821-R1	Homeologs	Arto-only	-0.061105567734315525
Morus_011824-R1	Homeologs	Neither	1.334168453570466
Morus_011839-R1	A-unique	Bato-only	-0.5642526179590384
Morus_011843-R1	A-unique	Both	0.5667865824790613
Morus_011847-R1	Homeologs	Both	-0.7600405252801132
Morus_011853-R1	Homeologs	Both	0.5334235346367378
Morus_011863-R1	Homeologs	Neither	0.21108658512630327
Morus_011869-R1	Homeologs	Both	-4.157095851037433
Morus_011877-R1	Homeologs	Neither	-1.155687326777469
Morus_011882-R1	B-unique	Neither	-1.0304286668000449
Morus_011883-R1	Homeologs	Bato-only	1.4537541789361699
Morus_011901-R1	Homeologs	Bato-only	-1.2984520709977194
Morus_011903-R1	Homeologs	Neither	0.8492919501320986
Morus_011904-R1	Homeologs	Neither	0.01637989483467517
Morus_011922-R1	A-unique	Bato-only	0
Morus_011930-R1	Homeologs	Both	-0.8595800795428858
Morus_011945-R1	Homeologs	Both	-1.0825655363586977
Morus_011996-R1	Homeologs	Both	-1.603280600051744
Morus_012000-R4	B-unique	Neither	1.8029269082345447
Morus_012003-R1	B-unique	Bato-only	-0.403126297095132
Morus_012006-R1	A-unique	Bato-only	0.07749348876364703
Morus_012010-R1	B-unique	Bato-only	0.5460278574905473
Morus_012018-R1	Homeologs	Arto-only	1.6142246384544006
Morus_012023-R1	Homeologs	Arto-only	0.1480497396670062
Morus_012028-R1	B-unique	Neither	-1.0706729040265568
Morus_012029-R1	Homeologs	Arto-only	1.4529453178986564
Morus_012030-R1	Homeologs	Both	0.6235982121761469
Morus_012043-R1	Homeologs	Bato-only	-2.1887519155770465
Morus_012053-R1	A-unique	Neither	2.5808309962860156
Morus_012055-R1	A-unique	Bato-only	0.9632841310695726
Morus_012061-R1	A-unique	Neither	0
Morus_012068-R1	Homeologs	Bato-only	0.5734849249160248
Morus_012069-R1	Homeologs	Both	-0.7767619845568363
Morus_012070-R1	B-unique	Neither	0
Morus_012077-R1	A-unique	Both	-0.34308289659024566
Morus_012084-R1	A-unique	Arto-only	-1.6160887794514918
Morus_012109-R1	Homeologs	Neither	-2.462798291884045
Morus_012133-R1	A-unique	Neither	-0.5274992339081838
Morus_012140-R1	Homeologs	Bato-only	1.098555611942382
Morus_012175-R1	A-unique	Neither	0
Morus_012192-R1	B-unique	Neither	-1.5199573121900767
Morus_012227-R1	A-unique	Neither	0
Morus_012239-R1	A-unique	Neither	-0.0033591256628675015
Morus_012258-R1	Homeologs	Bato-only	4.208604683709707
Morus_012279-R1	Homeologs	Bato-only	-0.7867835373589103
Morus_012288-R1	Homeologs	Neither	1.3287293023933282
Morus_012318-R1	B-unique	Neither	0.40043635590630594
Morus_012326-R1	A-unique	Both	0
Morus_012336-R1	A-unique	Neither	0
Morus_012345-R1	A-unique	Arto-only	0.7593048299702136
Morus_012352-R1	Homeologs	Both	0.578945170823873
Morus_012354-R1	A-unique	Neither	0
Morus_012359-R1	B-unique	Neither	-1.2353276476388584
Morus_012376-R1	A-unique	Arto-only	3.002879074845069
Morus_012380-R1	B-unique	Bato-only	-0.3659436526412321
Morus_012383-R1	Homeologs	Both	-1.280105424655142
Morus_012387-R1	Homeologs	Bato-only	1.7585260002164607
Morus_012388-R2	Homeologs	Both	2.3113475238754546
Morus_012402-R1	Homeologs	Bato-only	-2.3457940139566382
Morus_012403-R1	Homeologs	Arto-only	-1.029559769855021
Morus_012404-R1	Homeologs	Neither	-0.3155332297622616
Morus_012405-R1	B-unique	Arto-only	-0.5107449618096875
Morus_012421-R1	Homeologs	Neither	0.2432635655020191
Morus_012425-R1	B-unique	Arto-only	-0.24021954210542906
Morus_012426-R1	Homeologs	Arto-only	1.3662842193240308
Morus_012431-R1	Homeologs	Arto-only	-2.0547384532397874
Morus_012432-R1	Homeologs	Both	1.724837128200515
Morus_012435-R1	A-unique	Neither	3.1260740435305228
Morus_012438-R1	A-unique	Neither	0.06080337301683203
Morus_012441-R1	Homeologs	Neither	-1.0435448645211776
Morus_012463-R1	B-unique	Neither	-1.0397999907466147
Morus_012474-R1	A-unique	Both	0.8561418521319168
Morus_012479-R1	A-unique	Bato-only	2.4036709130976894
Morus_012487-R1	Homeologs	Arto-only	5.2060792924937225
Morus_012490-R1	A-unique	Bato-only	-3.4221683699734355
Morus_012491-R1	B-unique	Neither	-0.0663055339087161
Morus_012498-R1	Homeologs	Neither	0.29764052341440006
Morus_012499-R1	Homeologs	Both	1.8777565274849153
Morus_012511-R1	A-unique	Both	-1.133253131857889
Morus_012532-R1	Homeologs	Bato-only	-0.11108094850419237
Morus_012535-R1	A-unique	Neither	0
Morus_012538-R1	A-unique	Bato-only	-0.0033306641124632996
Morus_012540-R1	Homeologs	Arto-only	0.8899733473683282
Morus_012545-R1	Homeologs	Bato-only	1.3404463928887056
Morus_012547-R1	Homeologs	Both	0.9792941653911383
Morus_012566-R1	Homeologs	Neither	0
Morus_012572-R1	Homeologs	Neither	-1.914793657074699
Morus_012574-R1	Homeologs	Bato-only	-0.7726165447458155
Morus_012616-R1	Homeologs	Arto-only	-0.9104950456942045
Morus_012618-R1	B-unique	Both	-0.9732449693441793
Morus_012631-R1	B-unique	Bato-only	0
Morus_012648-R1	Homeologs	Bato-only	3.394106708425433
Morus_012650-R1	Homeologs	Bato-only	1.1592936367783044
Morus_012663-R1	Homeologs	Arto-only	0.4529129412795556
Morus_012671-R1	B-unique	Neither	-1.266532662844994
Morus_012673-R1	Homeologs	Bato-only	1.4617361524003119
Morus_012678-R1	Homeologs	Arto-only	3.1635164407025798
Morus_012685-R1	A-unique	Neither	2.517494227469454
Morus_012687-R1	Homeologs	Neither	5.3500440524934945
Morus_012708-R1	Homeologs	Neither	-1.0849864018228066
Morus_012717-R1	B-unique	Bato-only	-1.4627879247287252
