Morus	tissue	TPM_bato
Morus_002702-R1	ML	0
Morus_002702-R1	YL	0
Morus_002705-R1	ML	8.421306
Morus_002705-R1	YL	24.077988
Morus_002706-R1	ML	0
Morus_002706-R1	YL	4.913284
Morus_002707-R1	ML	12.284909
Morus_002707-R1	YL	0
Morus_002710-R1	ML	0
Morus_002710-R1	YL	0
Morus_002714-R1	ML	0.772712
Morus_002714-R1	YL	5.302363
Morus_002715-R1	ML	8.024552
Morus_002715-R1	YL	22.288069
Morus_002717-R1	ML	41.985803
Morus_002717-R1	YL	108.611931
Morus_002718-R2	ML	59.410388
Morus_002718-R2	YL	62.074016
Morus_002719-R1	ML	3.107645
Morus_002719-R1	YL	10.662361
Morus_002720-R1	ML	24.072171
Morus_002720-R1	YL	164.12486
Morus_002721-R1	ML	0
Morus_002721-R1	YL	0
Morus_002722-R1	ML	4.260854
Morus_002722-R1	YL	8.52777
Morus_002725-R1	ML	0
Morus_002725-R1	YL	0
Morus_002728-R1	ML	0
Morus_002728-R1	YL	0
Morus_002730-R1	ML	0
Morus_002730-R1	YL	0
Morus_002733-R1	ML	30.415247
Morus_002733-R1	YL	37.029202
Morus_002734-R1	ML	20.334518
Morus_002734-R1	YL	58.139949
Morus_002736-R1	ML	0
Morus_002736-R1	YL	0
Morus_002738-R1	ML	1.415363
Morus_002738-R1	YL	4.856125
Morus_002739-R1	ML	0
Morus_002739-R1	YL	0
Morus_002740-R1	ML	0
Morus_002740-R1	YL	0
Morus_002741-R1	ML	1.602597
Morus_002741-R1	YL	1.832842
Morus_002742-R1	ML	0.955559
Morus_002742-R1	YL	0
Morus_002746-R1	ML	0
Morus_002746-R1	YL	1.193354
Morus_002747-R1	ML	0
Morus_002747-R1	YL	1.490333
Morus_002748-R2	ML	25.930378
Morus_002748-R2	YL	9.566386
Morus_002749-R1	ML	21.471001
Morus_002749-R1	YL	32.310185
Morus_002752-R1	ML	39.489409
Morus_002752-R1	YL	54.195427
Morus_002753-R1	ML	0
Morus_002753-R1	YL	8.971987
Morus_002755-R1	ML	0
Morus_002755-R1	YL	3.388384
Morus_002759-R1	ML	12.253
Morus_002759-R1	YL	15.881841
Morus_002760-R1	ML	2.605437
Morus_002760-R1	YL	21.851579
Morus_002763-R1	ML	0
Morus_002763-R1	YL	4.725131
Morus_002764-R1	ML	18.565151
Morus_002764-R1	YL	60.300037
Morus_002765-R1	ML	0
Morus_002765-R1	YL	0
Morus_002766-R1	ML	0
Morus_002766-R1	YL	0
Morus_002767-R1	ML	12.521314
Morus_002767-R1	YL	21.480377
Morus_002769-R2	ML	148.891031
Morus_002769-R2	YL	172.143224
Morus_002771-R1	ML	8.313445
Morus_002771-R1	YL	8.149575
Morus_002772-R1	ML	7.824723
Morus_002772-R1	YL	44.056128
Morus_002773-R1	ML	0
Morus_002773-R1	YL	0
Morus_002774-R1	ML	0
Morus_002774-R1	YL	0
Morus_002775-R1	ML	0
Morus_002775-R1	YL	0
Morus_002776-R1	ML	2.402549
Morus_002776-R1	YL	4.121585
Morus_002777-R1	ML	103.172369
Morus_002777-R1	YL	146.389705
Morus_002778-R1	ML	708.168652
Morus_002778-R1	YL	821.467096
Morus_002779-R1	ML	0
Morus_002779-R1	YL	5.157399
Morus_002780-R1	ML	5.281465
Morus_002780-R1	YL	20.13418
Morus_002781-R1	ML	36.805269
Morus_002781-R1	YL	55.562871
Morus_002782-R2	ML	0
Morus_002782-R2	YL	0
Morus_002784-R1	ML	41.215199
Morus_002784-R1	YL	0
Morus_002785-R1	ML	125.332461
Morus_002785-R1	YL	110.100959
Morus_002786-R1	ML	18.132167
Morus_002786-R1	YL	276.273236
Morus_002788-R1	ML	97.634512
Morus_002788-R1	YL	8.427296
Morus_002790-R1	ML	5.201395
Morus_002790-R1	YL	8.923019
Morus_002791-R1	ML	183.316288
Morus_002791-R1	YL	132.003962
Morus_002796-R1	ML	0.834998
Morus_002796-R1	YL	3.819849
Morus_002797-R1	ML	197.83942
Morus_002797-R1	YL	59.176483
Morus_002798-R1	ML	0
Morus_002798-R1	YL	0
Morus_002800-R1	ML	29.538306
Morus_002800-R1	YL	28.282669
Morus_002802-R1	ML	49.130776
Morus_002802-R1	YL	71.857596
Morus_002803-R1	ML	24.855617
Morus_002803-R1	YL	22.595522
Morus_002804-R3	ML	0
Morus_002804-R3	YL	3.162273
Morus_002805-R2	ML	61.688684
Morus_002805-R2	YL	411.098174
Morus_002806-R1	ML	0
Morus_002806-R1	YL	0
Morus_002807-R1	ML	32.047587
Morus_002807-R1	YL	23.323915
Morus_002808-R1	ML	98.166985
Morus_002808-R1	YL	209.865385
Morus_002809-R1	ML	35.161055
Morus_002809-R1	YL	27.646194
Morus_002810-R1	ML	135.018379
Morus_002810-R1	YL	154.416479
Morus_002812-R1	ML	0
Morus_002812-R1	YL	0
Morus_002813-R1	ML	0
Morus_002813-R1	YL	0
Morus_002814-R1	ML	1037.742595
Morus_002814-R1	YL	3506.558378
Morus_002815-R1	ML	0
Morus_002815-R1	YL	0
Morus_002816-R1	ML	162.327951
Morus_002816-R1	YL	139.679237
Morus_002817-R1	ML	80.323002
Morus_002817-R1	YL	77.218185
Morus_002818-R1	ML	0
Morus_002818-R1	YL	1.44681
Morus_002819-R1	ML	0
Morus_002819-R1	YL	0
Morus_002820-R1	ML	82.737296
Morus_002820-R1	YL	79.379164
Morus_002821-R1	ML	0
Morus_002821-R1	YL	0
Morus_002822-R1	ML	51.675629
Morus_002822-R1	YL	205.643424
Morus_002823-R1	ML	48.762685
Morus_002823-R1	YL	42.350457
Morus_002825-R1	ML	3.703411
Morus_002825-R1	YL	0
Morus_002826-R1	ML	207.095993
Morus_002826-R1	YL	77.797277
Morus_002830-R1	ML	0
Morus_002830-R1	YL	0
Morus_002832-R1	ML	32.606022
Morus_002832-R1	YL	47.103829
Morus_002833-R1	ML	2.893758
Morus_002833-R1	YL	6.61901
Morus_002834-R1	ML	73.796475
Morus_002834-R1	YL	69.005324
Morus_002835-R1	ML	5.242726
Morus_002835-R1	YL	3.997299
Morus_002836-R1	ML	0
Morus_002836-R1	YL	0
Morus_002837-R1	ML	0
Morus_002837-R1	YL	0.845344
Morus_002840-R1	ML	12.553384
Morus_002840-R1	YL	10.767697
Morus_002841-R2	ML	112.397109
Morus_002841-R2	YL	385.635627
Morus_002842-R1	ML	0
Morus_002842-R1	YL	0
Morus_002843-R1	ML	0
Morus_002843-R1	YL	0
Morus_002844-R1	ML	0
Morus_002844-R1	YL	0
Morus_002845-R1	ML	0
Morus_002845-R1	YL	0
Morus_002846-R1	ML	0
Morus_002846-R1	YL	0
Morus_002847-R1	ML	0
Morus_002847-R1	YL	0
Morus_002848-R1	ML	0
Morus_002848-R1	YL	0
Morus_002849-R1	ML	0
Morus_002849-R1	YL	0
Morus_002850-R1	ML	0
Morus_002850-R1	YL	0
Morus_002851-R1	ML	29.061602
Morus_002851-R1	YL	97.914064
Morus_002852-R1	ML	0
Morus_002852-R1	YL	0
Morus_002855-R1	ML	0
Morus_002855-R1	YL	0
Morus_002859-R1	ML	57.089322
Morus_002859-R1	YL	70.514657
Morus_002860-R1	ML	1.533816
Morus_002860-R1	YL	0
Morus_002861-R1	ML	8.951111
Morus_002861-R1	YL	76.916722
Morus_002862-R1	ML	10.926242
Morus_002862-R1	YL	12.496016
Morus_002863-R1	ML	38.446658
Morus_002863-R1	YL	101.93113
Morus_002865-R1	ML	4.185993
Morus_002865-R1	YL	0
Morus_002866-R1	ML	0
Morus_002866-R1	YL	0
Morus_002867-R1	ML	2.447802
Morus_002867-R1	YL	0
Morus_002871-R1	ML	0
Morus_002871-R1	YL	5.467878
Morus_002872-R1	ML	1.432381
Morus_002872-R1	YL	36.039778
Morus_002873-R1	ML	0
Morus_002873-R1	YL	0
Morus_002874-R1	ML	0
Morus_002874-R1	YL	0
Morus_002876-R1	ML	4.307936
Morus_002876-R1	YL	0
Morus_002878-R1	ML	0
Morus_002878-R1	YL	0
Morus_002880-R1	ML	0
Morus_002880-R1	YL	0
Morus_002882-R1	ML	41.30583
Morus_002882-R1	YL	56.815966
Morus_002885-R1	ML	31.085834
Morus_002885-R1	YL	14.813307
Morus_002887-R1	ML	0
Morus_002887-R1	YL	0
Morus_002888-R1	ML	0
Morus_002888-R1	YL	0
Morus_002889-R1	ML	12.820777
Morus_002889-R1	YL	0
Morus_002890-R1	ML	0
Morus_002890-R1	YL	0
Morus_002894-R1	ML	2.531611
Morus_002894-R1	YL	8.685985
Morus_002895-R2	ML	0
Morus_002895-R2	YL	1.558528
Morus_002896-R1	ML	5.442322
Morus_002896-R1	YL	0
Morus_002897-R1	ML	0
Morus_002897-R1	YL	3.478501
Morus_002898-R2	ML	51.678045
Morus_002898-R2	YL	24.140512
Morus_002899-R1	ML	188.348475
Morus_002899-R1	YL	220.931808
Morus_002900-R1	ML	15.312343
Morus_002900-R1	YL	23.76665
Morus_002902-R1	ML	406.112678
Morus_002902-R1	YL	481.710246
Morus_002903-R1	ML	45.17812
Morus_002903-R1	YL	94.083602
Morus_002904-R3	ML	1.543754
Morus_002904-R3	YL	0
Morus_002905-R1	ML	10.536978
Morus_002905-R1	YL	0
Morus_002906-R1	ML	1492.299448
Morus_002906-R1	YL	79.693259
Morus_002907-R1	ML	31.265248
Morus_002907-R1	YL	27.8111
Morus_002908-R1	ML	2.238867
Morus_002908-R1	YL	2.560525
Morus_002909-R1	ML	8908.1688
Morus_002909-R1	YL	1046.884694
Morus_002911-R1	ML	0
Morus_002911-R1	YL	0
Morus_002913-R1	ML	699.759567
Morus_002913-R1	YL	143.466591
Morus_002915-R1	ML	0
Morus_002915-R1	YL	0
Morus_002916-R1	ML	68.364376
Morus_002916-R1	YL	22.052543
Morus_002917-R1	ML	64.978029
Morus_002917-R1	YL	8.390226
Morus_002918-R1	ML	0
Morus_002918-R1	YL	0
Morus_002919-R1	ML	0
Morus_002919-R1	YL	0
Morus_002920-R1	ML	30.415247
Morus_002920-R1	YL	18.802707
Morus_002921-R1	ML	19.617472
Morus_002921-R1	YL	4.877373
Morus_002922-R1	ML	59.827582
Morus_002922-R1	YL	221.856443
Morus_002923-R1	ML	1.111599
Morus_002923-R1	YL	0
Morus_002924-R1	ML	0
Morus_002924-R1	YL	2.227378
Morus_002926-R1	ML	1.299561
Morus_002926-R1	YL	5.945074
Morus_002927-R2	ML	202.450462
Morus_002927-R2	YL	124.605539
Morus_002928-R1	ML	2.242965
Morus_002928-R1	YL	66.695522
Morus_002929-R1	ML	0
Morus_002929-R1	YL	0
Morus_002930-R1	ML	1.275216
Morus_002930-R1	YL	24.793239
Morus_002931-R1	ML	99.122143
Morus_002931-R1	YL	54.753571
Morus_002932-R1	ML	271.427208
Morus_002932-R1	YL	332.596257
Morus_002934-R1	ML	34.585079
Morus_002934-R1	YL	30.060979
Morus_002935-R1	ML	53.397786
Morus_002935-R1	YL	39.731931
Morus_002936-R1	ML	0
Morus_002936-R1	YL	0
Morus_002938-R1	ML	37.46717
Morus_002938-R1	YL	4.94424
Morus_002939-R1	ML	0
Morus_002939-R1	YL	0
Morus_002941-R1	ML	0
Morus_002941-R1	YL	0
Morus_002942-R1	ML	46.888857
Morus_002942-R1	YL	31.903709
Morus_002943-R1	ML	55.659311
Morus_002943-R1	YL	22.279561
Morus_002944-R1	ML	5.11638
Morus_002944-R1	YL	2.34058
Morus_002947-R1	ML	0
Morus_002947-R1	YL	2.41313
Morus_002949-R1	ML	25.220021
Morus_002949-R1	YL	18.35488
Morus_002951-R1	ML	48.11941
Morus_002951-R1	YL	21.166434
Morus_002952-R1	ML	0
Morus_002952-R1	YL	0
Morus_002954-R1	ML	65.570639
Morus_002954-R1	YL	57.449381
Morus_002955-R1	ML	282.33125
Morus_002955-R1	YL	6.285037
Morus_002956-R1	ML	1.835066
Morus_002956-R1	YL	10.493552
Morus_002957-R1	ML	0
Morus_002957-R1	YL	0
Morus_002958-R1	ML	0
Morus_002958-R1	YL	6.146223
Morus_002959-R1	ML	0
Morus_002959-R1	YL	0
Morus_002964-R1	ML	0
Morus_002964-R1	YL	0
Morus_002966-R1	ML	0
Morus_002966-R1	YL	0
Morus_002967-R1	ML	15.862025
Morus_002967-R1	YL	18.140923
Morus_002968-R1	ML	65.129846
Morus_002968-R1	YL	7.639698
Morus_002970-R1	ML	15.47705
Morus_002970-R1	YL	12.873192
Morus_002971-R1	ML	0
Morus_002971-R1	YL	0
Morus_002973-R1	ML	38.462331
Morus_002973-R1	YL	316.58186
Morus_002974-R1	ML	0
Morus_002974-R1	YL	0
Morus_002975-R1	ML	242.748106
Morus_002975-R1	YL	327.377102
Morus_002977-R1	ML	171.238535
Morus_002977-R1	YL	161.134495
Morus_002979-R1	ML	46.394049
Morus_002979-R1	YL	61.35003
Morus_002980-R1	ML	1.296026
Morus_002980-R1	YL	8.893357
Morus_002981-R1	ML	70.066449
Morus_002981-R1	YL	66.316883
Morus_002983-R1	ML	21.516713
Morus_002983-R1	YL	19.225016
Morus_002984-R1	ML	7.233065
Morus_002984-R1	YL	35.345024
Morus_002985-R1	ML	0
Morus_002985-R1	YL	0
Morus_002986-R1	ML	18.467038
Morus_002986-R1	YL	16.320153
Morus_002988-R1	ML	307.383108
Morus_002988-R1	YL	264.414981
Morus_002989-R1	ML	288.966575
Morus_002989-R1	YL	43.207949
Morus_002990-R1	ML	171.256567
Morus_002990-R1	YL	97.930505
Morus_002991-R1	ML	43.18289
Morus_002991-R1	YL	18.636596
Morus_002992-R1	ML	0
Morus_002992-R1	YL	0
Morus_002993-R1	ML	171.380696
Morus_002993-R1	YL	19.600297
Morus_002994-R1	ML	41.627221
Morus_002994-R1	YL	60.591755
Morus_002995-R1	ML	1.310281
Morus_002995-R1	YL	19.48088
Morus_002996-R1	ML	15.036238
Morus_002996-R1	YL	17.196495
Morus_002998-R1	ML	18.129145
Morus_002998-R1	YL	9.215004
Morus_002999-R1	ML	13.537958
Morus_002999-R1	YL	9.972074
Morus_003001-R1	ML	44.006966
Morus_003001-R1	YL	51.547098
Morus_003003-R1	ML	5.76418
Morus_003003-R1	YL	4.94424
Morus_003004-R1	ML	37.685867
Morus_003004-R1	YL	22.71497
Morus_003005-R2	ML	0
Morus_003005-R2	YL	0
Morus_003006-R1	ML	64.737814
Morus_003006-R1	YL	99.725596
Morus_003007-R1	ML	66.172315
Morus_003007-R1	YL	11.129308
Morus_003008-R1	ML	53.311755
Morus_003008-R1	YL	8.710151
Morus_003009-R1	ML	0
Morus_003009-R1	YL	0
Morus_003013-R1	ML	25.016541
Morus_003013-R1	YL	22.071088
Morus_003014-R1	ML	151.033268
Morus_003014-R1	YL	103.033258
Morus_003015-R3	ML	0
Morus_003015-R3	YL	0
Morus_003016-R1	ML	0
Morus_003016-R1	YL	1.220071
Morus_003017-R1	ML	181.806257
Morus_003017-R1	YL	188.915963
Morus_003018-R1	ML	0
Morus_003018-R1	YL	0
Morus_003019-R1	ML	14.48458
Morus_003019-R1	YL	48.422466
Morus_003021-R1	ML	1.650712
Morus_003021-R1	YL	3.77574
Morus_003022-R3	ML	11.87964
Morus_003022-R3	YL	27.172777
Morus_003023-R3	ML	8.934479
Morus_003023-R3	YL	14.305335
Morus_003024-R1	ML	3.600798
Morus_003024-R1	YL	12.354373
Morus_003026-R1	ML	0
Morus_003026-R1	YL	0
Morus_003027-R1	ML	0
Morus_003027-R1	YL	1.948624
Morus_003028-R1	ML	9.782834
Morus_003028-R1	YL	9.789793
Morus_003029-R1	ML	3.152187
Morus_003029-R1	YL	193.772054
Morus_003033-R1	ML	0
Morus_003033-R1	YL	0
Morus_003034-R1	ML	2.926339
Morus_003034-R1	YL	5.02015
Morus_003035-R1	ML	0
Morus_003035-R1	YL	0
Morus_003037-R1	ML	7.711958
Morus_003037-R1	YL	32.874306
Morus_003038-R1	ML	0
Morus_003038-R1	YL	0
Morus_003039-R2	ML	67.24133
Morus_003039-R2	YL	67.167479
Morus_003042-R1	ML	0
Morus_003042-R1	YL	0
Morus_003045-R1	ML	33.732694
Morus_003045-R1	YL	31.720571
Morus_003046-R1	ML	0
Morus_003046-R1	YL	0
Morus_003048-R1	ML	0
Morus_003048-R1	YL	0
Morus_003050-R1	ML	40.089765
Morus_003050-R1	YL	22.924732
Morus_003051-R1	ML	0
Morus_003051-R1	YL	0
Morus_003053-R1	ML	0
Morus_003053-R1	YL	0
Morus_003056-R1	ML	37.65556
Morus_003056-R1	YL	1.59502
Morus_003058-R1	ML	4.135535
Morus_003058-R1	YL	31.531251
Morus_003059-R1	ML	32.577863
Morus_003059-R1	YL	74.516654
Morus_003060-R1	ML	85.315115
Morus_003060-R1	YL	104.275787
Morus_003061-R1	ML	0
Morus_003061-R1	YL	246.816463
Morus_003063-R1	ML	0
Morus_003063-R1	YL	0
Morus_003064-R1	ML	0
Morus_003064-R1	YL	0
Morus_003065-R1	ML	0
Morus_003065-R1	YL	0
Morus_003066-R1	ML	0
Morus_003066-R1	YL	0
Morus_003067-R1	ML	62.806733
Morus_003067-R1	YL	83.970493
Morus_003068-R1	ML	0
Morus_003068-R1	YL	0
Morus_003069-R1	ML	16.735804
Morus_003069-R1	YL	15.950199
Morus_003070-R1	ML	80.349606
Morus_003070-R1	YL	37.363267
Morus_003071-R1	ML	0
Morus_003071-R1	YL	0
Morus_003073-R1	ML	0
Morus_003073-R1	YL	1.478206
Morus_003074-R1	ML	5.718067
Morus_003074-R1	YL	31.389991
Morus_003075-R1	ML	32.086674
Morus_003075-R1	YL	79.720131
Morus_003079-R1	ML	0
Morus_003079-R1	YL	0
Morus_003080-R1	ML	0
Morus_003080-R1	YL	0
Morus_003081-R1	ML	0
Morus_003081-R1	YL	0
Morus_003083-R1	ML	20.466648
Morus_003083-R1	YL	50.415276
Morus_003084-R1	ML	0
Morus_003084-R1	YL	0
Morus_003086-R1	ML	11.222898
Morus_003086-R1	YL	46.527935
Morus_003087-R1	ML	0
Morus_003087-R1	YL	0
Morus_003089-R1	ML	0
Morus_003089-R1	YL	0
Morus_003090-R1	ML	1.786896
Morus_003090-R1	YL	8.174477
Morus_003091-R1	ML	4.307936
Morus_003091-R1	YL	26.276571
Morus_003095-R1	ML	0
Morus_003095-R1	YL	0
Morus_003096-R1	ML	0
Morus_003096-R1	YL	3.711454
Morus_003097-R1	ML	0
Morus_003097-R1	YL	0
Morus_003098-R1	ML	0
Morus_003098-R1	YL	0
Morus_003099-R1	ML	0
Morus_003099-R1	YL	0
Morus_003100-R1	ML	0
Morus_003100-R1	YL	0
Morus_003101-R1	ML	1.523193
Morus_003101-R1	YL	1.74203
Morus_003102-R1	ML	10.293549
Morus_003102-R1	YL	19.130189
Morus_003103-R1	ML	0
Morus_003103-R1	YL	3.593177
Morus_003107-R1	ML	0
Morus_003107-R1	YL	0
Morus_003108-R1	ML	0
Morus_003108-R1	YL	0
Morus_003109-R1	ML	0
Morus_003109-R1	YL	0
Morus_003110-R1	ML	0
Morus_003110-R1	YL	0
Morus_003111-R1	ML	0
Morus_003111-R1	YL	0
Morus_003112-R1	ML	0
Morus_003112-R1	YL	0
Morus_003113-R1	ML	0
Morus_003113-R1	YL	3.276343
Morus_003114-R1	ML	0
Morus_003114-R1	YL	0
Morus_003115-R1	ML	0
Morus_003115-R1	YL	0
Morus_003116-R1	ML	22.663068
Morus_003116-R1	YL	25.919073
Morus_003120-R1	ML	0
Morus_003120-R1	YL	0
Morus_003121-R1	ML	0
Morus_003121-R1	YL	0
Morus_003123-R1	ML	11.725359
Morus_003123-R1	YL	51.404776
Morus_003125-R1	ML	43.460296
Morus_003125-R1	YL	19.774805
Morus_003126-R1	ML	27.678568
Morus_003126-R1	YL	13.034473
Morus_003127-R1	ML	0
Morus_003127-R1	YL	0
Morus_003129-R1	ML	1771.725955
Morus_003129-R1	YL	645.830562
Morus_003130-R1	ML	779.823005
Morus_003130-R1	YL	562.046391
Morus_003131-R1	ML	2.230135
Morus_003131-R1	YL	2.550539
Morus_003132-R1	ML	7.338381
Morus_003132-R1	YL	30.213672
Morus_003133-R1	ML	52.829962
Morus_003133-R1	YL	46.203565
Morus_003134-R1	ML	0
Morus_003134-R1	YL	7.202182
Morus_003135-R1	ML	3561.911947
Morus_003135-R1	YL	228.704202
Morus_003136-R1	ML	0
Morus_003136-R1	YL	0
Morus_003137-R1	ML	92.530998
Morus_003137-R1	YL	39.933937
Morus_003139-R1	ML	117.122065
Morus_003139-R1	YL	306.169142
Morus_003140-R1	ML	9.981109
Morus_003140-R1	YL	16.488472
Morus_003141-R1	ML	16.969746
Morus_003141-R1	YL	31.240352
Morus_003143-R1	ML	156.600743
Morus_003143-R1	YL	211.396229
Morus_003144-R1	ML	0
Morus_003144-R1	YL	0
Morus_003145-R1	ML	103.739888
Morus_003145-R1	YL	79.458963
Morus_003147-R1	ML	27.987524
Morus_003147-R1	YL	35.701782
Morus_003148-R1	ML	3426.457659
Morus_003148-R1	YL	402.675076
Morus_003150-R1	ML	190.53429
Morus_003150-R1	YL	1729.283492
Morus_003151-R1	ML	372.451381
Morus_003151-R1	YL	151.691324
Morus_003152-R1	ML	0
Morus_003152-R1	YL	0
Morus_003153-R1	ML	0
Morus_003153-R1	YL	0
Morus_003154-R1	ML	214.484996
Morus_003154-R1	YL	21.04451
Morus_003155-R1	ML	732.44188
Morus_003155-R1	YL	61.324887
Morus_003157-R1	ML	0
Morus_003157-R1	YL	0
Morus_003158-R1	ML	61.493644
Morus_003158-R1	YL	108.864571
Morus_003160-R1	ML	179.24143
Morus_003160-R1	YL	0
Morus_003161-R1	ML	6.970636
Morus_003161-R1	YL	7.972108
Morus_003162-R2	ML	0
Morus_003162-R2	YL	0
Morus_003163-R1	ML	39.483816
Morus_003163-R1	YL	32.420022
Morus_003164-R1	ML	11.800255
Morus_003164-R1	YL	5.783828
Morus_003168-R1	ML	1.017691
Morus_003168-R1	YL	14.742768
Morus_003169-R1	ML	19.235705
Morus_003169-R1	YL	23.157158
Morus_003170-R1	ML	0
Morus_003170-R1	YL	0
Morus_003171-R1	ML	4.600955
Morus_003171-R1	YL	3.683382
Morus_003174-R1	ML	19.732591
Morus_003174-R1	YL	38.866378
Morus_003175-R1	ML	0
Morus_003175-R1	YL	0
Morus_003176-R1	ML	0
Morus_003176-R1	YL	0
Morus_003178-R1	ML	290.558685
Morus_003178-R1	YL	393.806915
Morus_003179-R1	ML	3.028637
Morus_003179-R1	YL	6.927523
Morus_003180-R1	ML	4.0756
Morus_003180-R1	YL	29.132134
Morus_003183-R1	ML	0
Morus_003183-R1	YL	0
Morus_003184-R1	ML	24.939229
Morus_003184-R1	YL	53.62183
Morus_003185-R1	ML	0
Morus_003185-R1	YL	0
Morus_003186-R1	ML	33.116215
Morus_003186-R1	YL	160.964603
Morus_003188-R1	ML	0
Morus_003188-R1	YL	0
Morus_003189-R1	ML	0
Morus_003189-R1	YL	0
Morus_003190-R1	ML	5.314188
Morus_003190-R1	YL	15.194195
Morus_003192-R1	ML	0
Morus_003192-R1	YL	0
Morus_003195-R1	ML	0
Morus_003195-R1	YL	0
Morus_003196-R1	ML	0
Morus_003196-R1	YL	0
Morus_003197-R1	ML	0
Morus_003197-R1	YL	2.799478
Morus_003200-R1	ML	5.221025
Morus_003200-R1	YL	1.194226
Morus_003202-R1	ML	18.87566
Morus_003202-R1	YL	5.756674
Morus_003203-R1	ML	5.931604
Morus_003203-R1	YL	10.175697
Morus_003205-R1	ML	0
Morus_003205-R1	YL	0
Morus_003209-R1	ML	2.578028
Morus_003209-R1	YL	26.535723
Morus_003211-R1	ML	0
Morus_003211-R1	YL	0
Morus_003213-R1	ML	0
Morus_003213-R1	YL	1.849429
Morus_003214-R1	ML	1.828026
Morus_003214-R1	YL	0
Morus_003216-R1	ML	0
Morus_003216-R1	YL	0
Morus_003219-R1	ML	1.89969
Morus_003219-R1	YL	0
Morus_003220-R1	ML	0
Morus_003220-R1	YL	0
Morus_003221-R1	ML	0
Morus_003221-R1	YL	0
Morus_003222-R1	ML	0
Morus_003222-R1	YL	0
Morus_003224-R1	ML	0
Morus_003224-R1	YL	0
Morus_003225-R1	ML	0
Morus_003225-R1	YL	0
Morus_003227-R1	ML	7.39724
Morus_003227-R1	YL	6.345001
Morus_003228-R1	ML	152.985101
Morus_003228-R1	YL	76.120911
Morus_003229-R2	ML	0
Morus_003229-R2	YL	0
Morus_003230-R1	ML	0
Morus_003230-R1	YL	0
Morus_003231-R1	ML	63.050923
Morus_003231-R1	YL	104.434381
Morus_003232-R1	ML	1.606198
Morus_003232-R1	YL	0
Morus_003234-R1	ML	6.468401
Morus_003234-R1	YL	1.849429
Morus_003236-R1	ML	52.473914
Morus_003236-R1	YL	10.911426
Morus_003238-R3	ML	0
Morus_003238-R3	YL	0
Morus_003239-R1	ML	1.955563
Morus_003239-R1	YL	6.709557
Morus_003242-R1	ML	0
Morus_003242-R1	YL	0
Morus_003243-R1	ML	22.639404
Morus_003243-R1	YL	27.741438
Morus_003244-R1	ML	0
Morus_003244-R1	YL	0
Morus_003246-R1	ML	0
Morus_003246-R1	YL	0
Morus_003247-R1	ML	75.49686
Morus_003247-R1	YL	39.417684
Morus_003248-R1	ML	1.931779
Morus_003248-R1	YL	0
Morus_003249-R1	ML	0
Morus_003249-R1	YL	0
Morus_003250-R1	ML	0.518129
Morus_003250-R1	YL	2.96284
Morus_003251-R1	ML	1.728557
Morus_003251-R1	YL	9.884494
Morus_003252-R1	ML	0
Morus_003252-R1	YL	0
Morus_003253-R1	ML	0
Morus_003253-R1	YL	0
Morus_003254-R1	ML	3.306515
Morus_003254-R1	YL	6.302604
Morus_003255-R1	ML	1.533816
Morus_003255-R1	YL	3.508359
Morus_003256-R1	ML	0
Morus_003256-R1	YL	0
Morus_003257-R1	ML	17.829628
Morus_003257-R1	YL	16.792762
Morus_003258-R1	ML	0.925853
Morus_003258-R1	YL	3.17661
Morus_003260-R1	ML	0
Morus_003260-R1	YL	8.045745
Morus_003262-R1	ML	115.440211
Morus_003262-R1	YL	14.8066
Morus_003264-R1	ML	2.743794
Morus_003264-R1	YL	0
Morus_003265-R1	ML	20.269986
Morus_003265-R1	YL	16.558697
Morus_003267-R1	ML	8.27107
Morus_003267-R1	YL	4.729688
Morus_003269-R1	ML	0
Morus_003269-R1	YL	0
Morus_003271-R1	ML	1.574358
Morus_003271-R1	YL	7.202182
Morus_003272-R1	ML	9.975692
Morus_003272-R1	YL	33.08581
Morus_003273-R1	ML	0
Morus_003273-R1	YL	0
Morus_003275-R1	ML	0
Morus_003275-R1	YL	46.465448
Morus_003276-R1	ML	1.679808
Morus_003276-R1	YL	3.842292
Morus_003281-R1	ML	0
Morus_003281-R1	YL	0
Morus_003282-R1	ML	23.726417
Morus_003282-R1	YL	12.210837
Morus_003284-R1	ML	0
Morus_003284-R1	YL	0
Morus_003285-R1	ML	0
Morus_003285-R1	YL	0
Morus_003286-R1	ML	0
Morus_003286-R1	YL	0
Morus_003288-R1	ML	0
Morus_003288-R1	YL	3.102268
Morus_003290-R1	ML	3.019043
Morus_003290-R1	YL	0
Morus_003291-R1	ML	1.091234
Morus_003291-R1	YL	47.424446
Morus_003292-R1	ML	0
Morus_003292-R1	YL	0
Morus_003293-R1	ML	35.679425
Morus_003293-R1	YL	28.095583
Morus_003294-R1	ML	0
Morus_003294-R1	YL	3.601091
Morus_003298-R1	ML	0
Morus_003298-R1	YL	0
Morus_003299-R1	ML	3.798118
Morus_003299-R1	YL	10.31651
Morus_003300-R1	ML	0
Morus_003300-R1	YL	1.778994
Morus_003303-R1	ML	17.268321
Morus_003303-R1	YL	21.466588
Morus_003309-R1	ML	0
Morus_003309-R1	YL	0
Morus_003311-R1	ML	0
Morus_003311-R1	YL	0
Morus_003313-R1	ML	0
Morus_003313-R1	YL	1.843174
Morus_003315-R1	ML	0
