Morus	tissue	TPM_bato
Morus_unassigned_transcript_1285	ML	0
Morus_unassigned_transcript_1285	YL	0
Morus_unassigned_transcript_1288	ML	0
Morus_unassigned_transcript_1288	YL	19.185696
Morus_unassigned_transcript_1290	ML	0
Morus_unassigned_transcript_1290	YL	0
Morus_unassigned_transcript_13	ML	0
Morus_unassigned_transcript_13	YL	0
Morus_unassigned_transcript_130	ML	57.076889
Morus_unassigned_transcript_130	YL	79.371055
Morus_unassigned_transcript_1303	ML	0
Morus_unassigned_transcript_1303	YL	0
Morus_unassigned_transcript_1312	ML	9.116815
Morus_unassigned_transcript_1312	YL	7.29864
Morus_unassigned_transcript_1313	ML	0
Morus_unassigned_transcript_1313	YL	0
Morus_unassigned_transcript_1315	ML	0
Morus_unassigned_transcript_1315	YL	0
Morus_unassigned_transcript_1329	ML	56.955655
Morus_unassigned_transcript_1329	YL	61.921763
Morus_unassigned_transcript_133	ML	8.669575
Morus_unassigned_transcript_133	YL	27.542038
Morus_unassigned_transcript_1330	ML	61.031994
Morus_unassigned_transcript_1330	YL	95.674775
Morus_unassigned_transcript_1333	ML	0
Morus_unassigned_transcript_1333	YL	0
Morus_unassigned_transcript_1337	ML	0
Morus_unassigned_transcript_1337	YL	0
Morus_unassigned_transcript_134	ML	28.535978
Morus_unassigned_transcript_134	YL	17.094914
Morus_unassigned_transcript_1340	ML	0
Morus_unassigned_transcript_1340	YL	1.160323
Morus_unassigned_transcript_1356	ML	0
Morus_unassigned_transcript_1356	YL	0
Morus_unassigned_transcript_1376	ML	13.146995
Morus_unassigned_transcript_1376	YL	6.01433
Morus_unassigned_transcript_1377	ML	0
Morus_unassigned_transcript_1377	YL	2.654051
Morus_unassigned_transcript_1392	ML	0
Morus_unassigned_transcript_1392	YL	0
Morus_unassigned_transcript_1395	ML	0
Morus_unassigned_transcript_1395	YL	0
Morus_unassigned_transcript_1424	ML	0
Morus_unassigned_transcript_1424	YL	41.009081
Morus_unassigned_transcript_1435	ML	0
Morus_unassigned_transcript_1435	YL	0
Morus_unassigned_transcript_1438	ML	205.894912
Morus_unassigned_transcript_1438	YL	19.799771
Morus_unassigned_transcript_1446	ML	0
Morus_unassigned_transcript_1446	YL	0
Morus_unassigned_transcript_1449	ML	0
Morus_unassigned_transcript_1449	YL	0
Morus_unassigned_transcript_1467	ML	0
Morus_unassigned_transcript_1467	YL	0
Morus_unassigned_transcript_1473	ML	0
Morus_unassigned_transcript_1473	YL	1.002388
Morus_unassigned_transcript_1480	ML	0
Morus_unassigned_transcript_1480	YL	0
Morus_unassigned_transcript_1483	ML	65.165501
Morus_unassigned_transcript_1483	YL	30.188489
Morus_unassigned_transcript_1488	ML	0
Morus_unassigned_transcript_1488	YL	2.84825
Morus_unassigned_transcript_1490	ML	0
Morus_unassigned_transcript_1490	YL	0
Morus_unassigned_transcript_1503	ML	0
Morus_unassigned_transcript_1503	YL	0
Morus_unassigned_transcript_151	ML	64.707912
Morus_unassigned_transcript_151	YL	17.368404
Morus_unassigned_transcript_152	ML	444.351271
Morus_unassigned_transcript_152	YL	208.543467
Morus_unassigned_transcript_1525	ML	15.662035
Morus_unassigned_transcript_1525	YL	35.824401
Morus_unassigned_transcript_1528	ML	0
Morus_unassigned_transcript_1528	YL	0
Morus_unassigned_transcript_1529	ML	2.022901
Morus_unassigned_transcript_1529	YL	7.711771
Morus_unassigned_transcript_1530	ML	97.912098
Morus_unassigned_transcript_1530	YL	203.162146
Morus_unassigned_transcript_1542	ML	0
Morus_unassigned_transcript_1542	YL	0
Morus_unassigned_transcript_1550	ML	0
Morus_unassigned_transcript_1550	YL	0
Morus_unassigned_transcript_1551	ML	0
Morus_unassigned_transcript_1551	YL	0
Morus_unassigned_transcript_1564	ML	0
Morus_unassigned_transcript_1564	YL	0
Morus_unassigned_transcript_1566	ML	0
Morus_unassigned_transcript_1566	YL	0
Morus_unassigned_transcript_1582	ML	0
Morus_unassigned_transcript_1582	YL	0
Morus_unassigned_transcript_1583	ML	0
Morus_unassigned_transcript_1583	YL	0
Morus_unassigned_transcript_1585	ML	0
Morus_unassigned_transcript_1585	YL	0
Morus_unassigned_transcript_159	ML	27.411632
Morus_unassigned_transcript_159	YL	56.429754
Morus_unassigned_transcript_1591	ML	0
Morus_unassigned_transcript_1591	YL	0
Morus_unassigned_transcript_1592	ML	0
Morus_unassigned_transcript_1592	YL	0
Morus_unassigned_transcript_1598	ML	0
Morus_unassigned_transcript_1598	YL	0
Morus_unassigned_transcript_1602	ML	0
Morus_unassigned_transcript_1602	YL	0
Morus_unassigned_transcript_1605	ML	0
Morus_unassigned_transcript_1605	YL	0
Morus_unassigned_transcript_1611	ML	0
Morus_unassigned_transcript_1611	YL	0
Morus_unassigned_transcript_1616	ML	0.515885
Morus_unassigned_transcript_1616	YL	0
Morus_unassigned_transcript_1623	ML	0
Morus_unassigned_transcript_1623	YL	0
Morus_unassigned_transcript_163	ML	199.956928
Morus_unassigned_transcript_163	YL	80.240264
Morus_unassigned_transcript_1639	ML	0
Morus_unassigned_transcript_1639	YL	1.350037
Morus_unassigned_transcript_1644	ML	0
Morus_unassigned_transcript_1644	YL	0
Morus_unassigned_transcript_1645	ML	0
Morus_unassigned_transcript_1645	YL	0
Morus_unassigned_transcript_1646	ML	0
Morus_unassigned_transcript_1646	YL	0
Morus_unassigned_transcript_1647	ML	0
Morus_unassigned_transcript_1647	YL	0
Morus_unassigned_transcript_1648	ML	0
Morus_unassigned_transcript_1648	YL	0
Morus_unassigned_transcript_1652	ML	0
Morus_unassigned_transcript_1652	YL	0
Morus_unassigned_transcript_166	ML	18.881893
Morus_unassigned_transcript_166	YL	24.293987
Morus_unassigned_transcript_1668	ML	0
Morus_unassigned_transcript_1668	YL	0
Morus_unassigned_transcript_167	ML	1.996532
Morus_unassigned_transcript_167	YL	2.283373
Morus_unassigned_transcript_1677	ML	0
Morus_unassigned_transcript_1677	YL	0
Morus_unassigned_transcript_168	ML	0
Morus_unassigned_transcript_168	YL	0
Morus_unassigned_transcript_1717	ML	0
Morus_unassigned_transcript_1717	YL	3.629874
Morus_unassigned_transcript_1719	ML	0
Morus_unassigned_transcript_1719	YL	0
Morus_unassigned_transcript_1721	ML	0
Morus_unassigned_transcript_1721	YL	0
Morus_unassigned_transcript_1722	ML	0
Morus_unassigned_transcript_1722	YL	0
Morus_unassigned_transcript_1725	ML	0
Morus_unassigned_transcript_1725	YL	0
Morus_unassigned_transcript_1729	ML	0
Morus_unassigned_transcript_1729	YL	0
Morus_unassigned_transcript_1739	ML	72.152259
Morus_unassigned_transcript_1739	YL	296.550424
Morus_unassigned_transcript_1742	ML	23.796947
Morus_unassigned_transcript_1742	YL	6.803964
Morus_unassigned_transcript_1748	ML	0
Morus_unassigned_transcript_1748	YL	0
Morus_unassigned_transcript_175	ML	0
Morus_unassigned_transcript_175	YL	0
Morus_unassigned_transcript_1755	ML	0
Morus_unassigned_transcript_1755	YL	0
Morus_unassigned_transcript_1768	ML	0
Morus_unassigned_transcript_1768	YL	0
Morus_unassigned_transcript_1771	ML	0
Morus_unassigned_transcript_1771	YL	0
Morus_unassigned_transcript_1781	ML	0
Morus_unassigned_transcript_1781	YL	0
Morus_unassigned_transcript_1786	ML	2.42291
Morus_unassigned_transcript_1786	YL	0
Morus_unassigned_transcript_1787	ML	0
Morus_unassigned_transcript_1787	YL	0
Morus_unassigned_transcript_179	ML	6.876349
Morus_unassigned_transcript_179	YL	8.738083
Morus_unassigned_transcript_1795	ML	3.640535
Morus_unassigned_transcript_1795	YL	4.163571
Morus_unassigned_transcript_1800	ML	12.335235
Morus_unassigned_transcript_1800	YL	29.78237
Morus_unassigned_transcript_1801	ML	7.573598
Morus_unassigned_transcript_1801	YL	47.639336
Morus_unassigned_transcript_1803	ML	15.180708
Morus_unassigned_transcript_1803	YL	20.255341
Morus_unassigned_transcript_1809	ML	108.600768
Morus_unassigned_transcript_1809	YL	47.251312
Morus_unassigned_transcript_1810	ML	1.186321
Morus_unassigned_transcript_1810	YL	0
Morus_unassigned_transcript_1811	ML	0
Morus_unassigned_transcript_1811	YL	0
Morus_unassigned_transcript_1821	ML	0
Morus_unassigned_transcript_1821	YL	2.458489
Morus_unassigned_transcript_1834	ML	1.014561
Morus_unassigned_transcript_1834	YL	2.320646
Morus_unassigned_transcript_1836	ML	11.300527
Morus_unassigned_transcript_1836	YL	14897.580259
Morus_unassigned_transcript_1844	ML	0
Morus_unassigned_transcript_1844	YL	0
Morus_unassigned_transcript_1851	ML	0
Morus_unassigned_transcript_1851	YL	0
Morus_unassigned_transcript_1852	ML	272.501607
Morus_unassigned_transcript_1852	YL	127.726201
Morus_unassigned_transcript_1858	ML	0
Morus_unassigned_transcript_1858	YL	0
Morus_unassigned_transcript_1859	ML	13.513324
Morus_unassigned_transcript_1859	YL	6.623479
Morus_unassigned_transcript_1897	ML	124.265772
Morus_unassigned_transcript_1897	YL	24.212874
Morus_unassigned_transcript_19	ML	3.419896
Morus_unassigned_transcript_19	YL	3.911233
Morus_unassigned_transcript_1900	ML	0
Morus_unassigned_transcript_1900	YL	0
Morus_unassigned_transcript_1909	ML	0
Morus_unassigned_transcript_1909	YL	0
Morus_unassigned_transcript_1915	ML	0
Morus_unassigned_transcript_1915	YL	0
Morus_unassigned_transcript_1929	ML	1.939643
Morus_unassigned_transcript_1929	YL	0
Morus_unassigned_transcript_1936	ML	11.773644000000001
Morus_unassigned_transcript_1936	YL	23.564038
Morus_unassigned_transcript_1942	ML	0
Morus_unassigned_transcript_1942	YL	0
Morus_unassigned_transcript_1943	ML	0
Morus_unassigned_transcript_1943	YL	0
Morus_unassigned_transcript_1955	ML	0
Morus_unassigned_transcript_1955	YL	0
Morus_unassigned_transcript_196	ML	0
Morus_unassigned_transcript_196	YL	0
Morus_unassigned_transcript_1965	ML	1.514318
Morus_unassigned_transcript_1965	YL	3.463761
Morus_unassigned_transcript_1977	ML	1.667075
Morus_unassigned_transcript_1977	YL	11.439501
Morus_unassigned_transcript_1978	ML	0
Morus_unassigned_transcript_1978	YL	0
Morus_unassigned_transcript_1981	ML	0.717989
Morus_unassigned_transcript_1981	YL	0
Morus_unassigned_transcript_1983	ML	41.614567
Morus_unassigned_transcript_1983	YL	7.717838
Morus_unassigned_transcript_1985	ML	0
Morus_unassigned_transcript_1985	YL	0
Morus_unassigned_transcript_199	ML	20.236645
Morus_unassigned_transcript_199	YL	15.737951
Morus_unassigned_transcript_2000	ML	0
Morus_unassigned_transcript_2000	YL	0
Morus_unassigned_transcript_2001	ML	24.702391
Morus_unassigned_transcript_2001	YL	60.187734
Morus_unassigned_transcript_2003	ML	8.594288
Morus_unassigned_transcript_2003	YL	3.276343
Morus_unassigned_transcript_2004	ML	1500.007657
Morus_unassigned_transcript_2004	YL	109.072063
Morus_unassigned_transcript_2005	ML	0
Morus_unassigned_transcript_2005	YL	0
Morus_unassigned_transcript_2007	ML	0
Morus_unassigned_transcript_2007	YL	0
Morus_unassigned_transcript_2010	ML	0
Morus_unassigned_transcript_2010	YL	0
Morus_unassigned_transcript_2014	ML	0
Morus_unassigned_transcript_2014	YL	0
Morus_unassigned_transcript_2015	ML	1.733448
Morus_unassigned_transcript_2015	YL	18.503262
Morus_unassigned_transcript_2030	ML	0
Morus_unassigned_transcript_2030	YL	0
Morus_unassigned_transcript_2032	ML	9.055761
Morus_unassigned_transcript_2032	YL	28.851095
Morus_unassigned_transcript_2033	ML	0
Morus_unassigned_transcript_2033	YL	0
Morus_unassigned_transcript_2037	ML	0.664891
Morus_unassigned_transcript_2037	YL	15.208329
Morus_unassigned_transcript_2045	ML	248.514245
Morus_unassigned_transcript_2045	YL	390.480102
Morus_unassigned_transcript_2049	ML	0
Morus_unassigned_transcript_2049	YL	0
Morus_unassigned_transcript_2056	ML	11.695227
Morus_unassigned_transcript_2056	YL	3.08665
Morus_unassigned_transcript_2066	ML	64.940663
Morus_unassigned_transcript_2066	YL	43.246226
Morus_unassigned_transcript_2069	ML	0
Morus_unassigned_transcript_2069	YL	0
Morus_unassigned_transcript_2070	ML	0
Morus_unassigned_transcript_2070	YL	0
Morus_unassigned_transcript_2073	ML	0
Morus_unassigned_transcript_2073	YL	0
Morus_unassigned_transcript_2080	ML	0
Morus_unassigned_transcript_2080	YL	0
Morus_unassigned_transcript_2089	ML	0
Morus_unassigned_transcript_2089	YL	0.782247
Morus_unassigned_transcript_2106	ML	2.130427
Morus_unassigned_transcript_2106	YL	2.436506
Morus_unassigned_transcript_2109	ML	0
Morus_unassigned_transcript_2109	YL	0
Morus_unassigned_transcript_211	ML	0
Morus_unassigned_transcript_211	YL	47.607807
Morus_unassigned_transcript_2110	ML	11.209309
Morus_unassigned_transcript_2110	YL	13.573855
Morus_unassigned_transcript_2111	ML	0
Morus_unassigned_transcript_2111	YL	0
Morus_unassigned_transcript_2115	ML	0
Morus_unassigned_transcript_2115	YL	5.790657
Morus_unassigned_transcript_2116	ML	0
Morus_unassigned_transcript_2116	YL	0
Morus_unassigned_transcript_2118	ML	17.710825
Morus_unassigned_transcript_2118	YL	8.68086
Morus_unassigned_transcript_212	ML	3.312901
Morus_unassigned_transcript_212	YL	0
Morus_unassigned_transcript_2127	ML	0
Morus_unassigned_transcript_2127	YL	0
Morus_unassigned_transcript_2139	ML	0
Morus_unassigned_transcript_2139	YL	0
Morus_unassigned_transcript_2143	ML	0
Morus_unassigned_transcript_2143	YL	0
Morus_unassigned_transcript_215	ML	0
Morus_unassigned_transcript_215	YL	0
Morus_unassigned_transcript_2167	ML	0
Morus_unassigned_transcript_2167	YL	0
Morus_unassigned_transcript_2171	ML	0
Morus_unassigned_transcript_2171	YL	0
Morus_unassigned_transcript_2172	ML	0
Morus_unassigned_transcript_2172	YL	0
Morus_unassigned_transcript_2173	ML	0
Morus_unassigned_transcript_2173	YL	0
Morus_unassigned_transcript_2187	ML	0
Morus_unassigned_transcript_2187	YL	0
Morus_unassigned_transcript_2189	ML	742.804715
Morus_unassigned_transcript_2189	YL	97.199487
Morus_unassigned_transcript_2202	ML	0
Morus_unassigned_transcript_2202	YL	0
Morus_unassigned_transcript_2203	ML	0
Morus_unassigned_transcript_2203	YL	0
Morus_unassigned_transcript_2204	ML	0
Morus_unassigned_transcript_2204	YL	0
Morus_unassigned_transcript_2205	ML	0
Morus_unassigned_transcript_2205	YL	0
Morus_unassigned_transcript_2208	ML	63.290287
Morus_unassigned_transcript_2208	YL	87.824958
Morus_unassigned_transcript_2209	ML	114.892807
Morus_unassigned_transcript_2209	YL	64.358921
Morus_unassigned_transcript_221	ML	2.300107
Morus_unassigned_transcript_221	YL	0.657641
Morus_unassigned_transcript_2220	ML	0
Morus_unassigned_transcript_2220	YL	0
Morus_unassigned_transcript_2221	ML	0
Morus_unassigned_transcript_2221	YL	0
Morus_unassigned_transcript_2232	ML	160.07871
Morus_unassigned_transcript_2232	YL	81.128395
Morus_unassigned_transcript_2243	ML	0
Morus_unassigned_transcript_2243	YL	0.763613
Morus_unassigned_transcript_2244	ML	0
Morus_unassigned_transcript_2244	YL	0
Morus_unassigned_transcript_2250	ML	0
Morus_unassigned_transcript_2250	YL	0
Morus_unassigned_transcript_2253	ML	0
Morus_unassigned_transcript_2253	YL	0
Morus_unassigned_transcript_2256	ML	0
Morus_unassigned_transcript_2256	YL	1.533673
Morus_unassigned_transcript_2257	ML	0
Morus_unassigned_transcript_2257	YL	0
Morus_unassigned_transcript_2259	ML	36.765178
Morus_unassigned_transcript_2259	YL	1.236683
Morus_unassigned_transcript_226	ML	1.814107
Morus_unassigned_transcript_226	YL	6.224221
Morus_unassigned_transcript_2275	ML	0
Morus_unassigned_transcript_2275	YL	0
Morus_unassigned_transcript_2276	ML	113.607171
Morus_unassigned_transcript_2276	YL	71.322794
Morus_unassigned_transcript_2278	ML	0
Morus_unassigned_transcript_2278	YL	0
Morus_unassigned_transcript_2279	ML	0
Morus_unassigned_transcript_2279	YL	0
Morus_unassigned_transcript_2288	ML	37.916073
Morus_unassigned_transcript_2288	YL	15.684662
Morus_unassigned_transcript_2294	ML	0
Morus_unassigned_transcript_2294	YL	0
Morus_unassigned_transcript_2295	ML	0
Morus_unassigned_transcript_2295	YL	0
Morus_unassigned_transcript_2296	ML	0
Morus_unassigned_transcript_2296	YL	0
Morus_unassigned_transcript_2297	ML	0
Morus_unassigned_transcript_2297	YL	0
Morus_unassigned_transcript_23	ML	0
Morus_unassigned_transcript_23	YL	0
Morus_unassigned_transcript_2302	ML	1.265059
Morus_unassigned_transcript_2302	YL	0
Morus_unassigned_transcript_231	ML	0
Morus_unassigned_transcript_231	YL	0
Morus_unassigned_transcript_2312	ML	13.342964
Morus_unassigned_transcript_2312	YL	481.382006
Morus_unassigned_transcript_2314	ML	0
Morus_unassigned_transcript_2314	YL	0
Morus_unassigned_transcript_2315	ML	0
Morus_unassigned_transcript_2315	YL	0
Morus_unassigned_transcript_2336	ML	28.421906
Morus_unassigned_transcript_2336	YL	16.854592
Morus_unassigned_transcript_2340	ML	0
Morus_unassigned_transcript_2340	YL	0
Morus_unassigned_transcript_2346	ML	14.396475
Morus_unassigned_transcript_2346	YL	4.878464
Morus_unassigned_transcript_2348	ML	0
Morus_unassigned_transcript_2348	YL	0
Morus_unassigned_transcript_2354	ML	0
Morus_unassigned_transcript_2354	YL	0
Morus_unassigned_transcript_2355	ML	0
Morus_unassigned_transcript_2355	YL	0
Morus_unassigned_transcript_2358	ML	1.722309
Morus_unassigned_transcript_2358	YL	3.939507
Morus_unassigned_transcript_2361	ML	2.569918
Morus_unassigned_transcript_2361	YL	39.67836
Morus_unassigned_transcript_2362	ML	0
Morus_unassigned_transcript_2362	YL	0
Morus_unassigned_transcript_2368	ML	0
Morus_unassigned_transcript_2368	YL	0
Morus_unassigned_transcript_2373	ML	0
Morus_unassigned_transcript_2373	YL	0
Morus_unassigned_transcript_2374	ML	21.08043
Morus_unassigned_transcript_2374	YL	72.327169
Morus_unassigned_transcript_2382	ML	2.403896
Morus_unassigned_transcript_2382	YL	745.966836
Morus_unassigned_transcript_2396	ML	0
Morus_unassigned_transcript_2396	YL	5.05117
Morus_unassigned_transcript_2399	ML	0
Morus_unassigned_transcript_2399	YL	0
Morus_unassigned_transcript_2410	ML	0
Morus_unassigned_transcript_2410	YL	0
Morus_unassigned_transcript_2426	ML	0
Morus_unassigned_transcript_2426	YL	4.181318
Morus_unassigned_transcript_2428	ML	0
Morus_unassigned_transcript_2428	YL	0
Morus_unassigned_transcript_2450	ML	0
Morus_unassigned_transcript_2450	YL	0
Morus_unassigned_transcript_2455	ML	0
Morus_unassigned_transcript_2455	YL	0
Morus_unassigned_transcript_2458	ML	27.120572
Morus_unassigned_transcript_2458	YL	24.013151
Morus_unassigned_transcript_246	ML	0
Morus_unassigned_transcript_246	YL	0
Morus_unassigned_transcript_2463	ML	0
Morus_unassigned_transcript_2463	YL	0
Morus_unassigned_transcript_247	ML	0
Morus_unassigned_transcript_247	YL	0
Morus_unassigned_transcript_2480	ML	0
Morus_unassigned_transcript_2480	YL	0
Morus_unassigned_transcript_2495	ML	0
Morus_unassigned_transcript_2495	YL	0
Morus_unassigned_transcript_2498	ML	0
Morus_unassigned_transcript_2498	YL	0
Morus_unassigned_transcript_25	ML	5.041117
Morus_unassigned_transcript_25	YL	3.294499
Morus_unassigned_transcript_2526	ML	0
Morus_unassigned_transcript_2526	YL	0
Morus_unassigned_transcript_2532	ML	0
Morus_unassigned_transcript_2532	YL	0
Morus_unassigned_transcript_2535	ML	0
Morus_unassigned_transcript_2535	YL	0
Morus_unassigned_transcript_2547	ML	0
Morus_unassigned_transcript_2547	YL	0
Morus_unassigned_transcript_257	ML	5.93982
Morus_unassigned_transcript_257	YL	11.32199
Morus_unassigned_transcript_2574	ML	77.503914
Morus_unassigned_transcript_2574	YL	0
Morus_unassigned_transcript_2575	ML	0
Morus_unassigned_transcript_2575	YL	0
Morus_unassigned_transcript_2576	ML	0
Morus_unassigned_transcript_2576	YL	0
Morus_unassigned_transcript_2586	ML	0
Morus_unassigned_transcript_2586	YL	0
Morus_unassigned_transcript_2587	ML	18.999905
Morus_unassigned_transcript_2587	YL	34.146549
Morus_unassigned_transcript_2590	ML	23.535349
Morus_unassigned_transcript_2590	YL	17.554353
Morus_unassigned_transcript_2597	ML	450.140712
Morus_unassigned_transcript_2597	YL	598.619138
Morus_unassigned_transcript_2618	ML	7.100248
Morus_unassigned_transcript_2618	YL	128.719775
Morus_unassigned_transcript_2630	ML	237.923693
Morus_unassigned_transcript_2630	YL	13.548857
Morus_unassigned_transcript_2632	ML	4.721773
Morus_unassigned_transcript_2632	YL	6.750187
Morus_unassigned_transcript_2639	ML	0
Morus_unassigned_transcript_2639	YL	0
Morus_unassigned_transcript_2654	ML	82.836228
Morus_unassigned_transcript_2654	YL	56.842389
Morus_unassigned_transcript_2660	ML	0
Morus_unassigned_transcript_2660	YL	0
Morus_unassigned_transcript_2679	ML	119.278138
Morus_unassigned_transcript_2679	YL	255.647652
Morus_unassigned_transcript_2680	ML	0
Morus_unassigned_transcript_2680	YL	0
Morus_unassigned_transcript_2685	ML	2.169221
Morus_unassigned_transcript_2685	YL	2.480873
Morus_unassigned_transcript_2686	ML	0
Morus_unassigned_transcript_2686	YL	0
Morus_unassigned_transcript_2687	ML	27.55184
Morus_unassigned_transcript_2687	YL	19.390901
Morus_unassigned_transcript_27	ML	0
Morus_unassigned_transcript_27	YL	0
Morus_unassigned_transcript_2710	ML	0
Morus_unassigned_transcript_2710	YL	0
Morus_unassigned_transcript_2713	ML	1.46317
Morus_unassigned_transcript_2713	YL	0
Morus_unassigned_transcript_2716	ML	38.182529
Morus_unassigned_transcript_2716	YL	15.976176
Morus_unassigned_transcript_2717	ML	1.716106
Morus_unassigned_transcript_2717	YL	7.850638
Morus_unassigned_transcript_274	ML	0
Morus_unassigned_transcript_274	YL	0
Morus_unassigned_transcript_2740	ML	0
Morus_unassigned_transcript_2740	YL	0
Morus_unassigned_transcript_2754	ML	0
Morus_unassigned_transcript_2754	YL	0
Morus_unassigned_transcript_2756	ML	83.4228
Morus_unassigned_transcript_2756	YL	75.384225
Morus_unassigned_transcript_2765	ML	2.187478
Morus_unassigned_transcript_2765	YL	48.784177
Morus_unassigned_transcript_2766	ML	0
Morus_unassigned_transcript_2766	YL	0
Morus_unassigned_transcript_2770	ML	0
Morus_unassigned_transcript_2770	YL	0
Morus_unassigned_transcript_2771	ML	0
Morus_unassigned_transcript_2771	YL	0
Morus_unassigned_transcript_2773	ML	0
Morus_unassigned_transcript_2773	YL	0
Morus_unassigned_transcript_2775	ML	123.920946
Morus_unassigned_transcript_2775	YL	15.184787
Morus_unassigned_transcript_2785	ML	207.885224
Morus_unassigned_transcript_2785	YL	125.868763
Morus_unassigned_transcript_279	ML	0
Morus_unassigned_transcript_279	YL	0
Morus_unassigned_transcript_2799	ML	0
Morus_unassigned_transcript_2799	YL	0
Morus_unassigned_transcript_2808	ML	11.131862
Morus_unassigned_transcript_2808	YL	26.523286
Morus_unassigned_transcript_2816	ML	0
Morus_unassigned_transcript_2816	YL	0
Morus_unassigned_transcript_2820	ML	91.283455
Morus_unassigned_transcript_2820	YL	66.895905
Morus_unassigned_transcript_2821	ML	0.901335
Morus_unassigned_transcript_2821	YL	1.030829
Morus_unassigned_transcript_2822	ML	0
Morus_unassigned_transcript_2822	YL	0
Morus_unassigned_transcript_2825	ML	0
Morus_unassigned_transcript_2825	YL	0
Morus_unassigned_transcript_2828	ML	35.207904
Morus_unassigned_transcript_2828	YL	1.298911
Morus_unassigned_transcript_2833	ML	1.168383
Morus_unassigned_transcript_2833	YL	0
Morus_unassigned_transcript_2835	ML	0
Morus_unassigned_transcript_2835	YL	0
Morus_unassigned_transcript_2841	ML	0
Morus_unassigned_transcript_2841	YL	0
Morus_unassigned_transcript_2842	ML	0
Morus_unassigned_transcript_2842	YL	0
Morus_unassigned_transcript_2843	ML	0
Morus_unassigned_transcript_2843	YL	0
Morus_unassigned_transcript_2846	ML	21.946522
Morus_unassigned_transcript_2846	YL	91.2712
Morus_unassigned_transcript_285	ML	0
Morus_unassigned_transcript_285	YL	0
Morus_unassigned_transcript_2866	ML	0
Morus_unassigned_transcript_2866	YL	0
Morus_unassigned_transcript_2873	ML	0
Morus_unassigned_transcript_2873	YL	0
Morus_unassigned_transcript_2877	ML	5.435424
Morus_unassigned_transcript_2877	YL	972.855997
Morus_unassigned_transcript_2879	ML	0
Morus_unassigned_transcript_2879	YL	37.56653
Morus_unassigned_transcript_2881	ML	0
Morus_unassigned_transcript_2881	YL	83.335724
Morus_unassigned_transcript_2882	ML	0
Morus_unassigned_transcript_2882	YL	0
Morus_unassigned_transcript_2886	ML	0
Morus_unassigned_transcript_2886	YL	0
Morus_unassigned_transcript_2887	ML	1.673907
Morus_unassigned_transcript_2887	YL	0
Morus_unassigned_transcript_29	ML	0
Morus_unassigned_transcript_29	YL	0
Morus_unassigned_transcript_290	ML	0
Morus_unassigned_transcript_290	YL	1.088479
Morus_unassigned_transcript_2905	ML	0
Morus_unassigned_transcript_2905	YL	0
Morus_unassigned_transcript_2907	ML	0
Morus_unassigned_transcript_2907	YL	0
Morus_unassigned_transcript_2916	ML	52.810169
Morus_unassigned_transcript_2916	YL	137.456173
Morus_unassigned_transcript_293	ML	12.135116
Morus_unassigned_transcript_293	YL	69.392843
Morus_unassigned_transcript_2934	ML	0
Morus_unassigned_transcript_2934	YL	0
Morus_unassigned_transcript_2935	ML	0
Morus_unassigned_transcript_2935	YL	0
Morus_unassigned_transcript_2936	ML	33.299888
Morus_unassigned_transcript_2936	YL	13.601459
Morus_unassigned_transcript_2952	ML	0
Morus_unassigned_transcript_2952	YL	0
Morus_unassigned_transcript_2953	ML	0
Morus_unassigned_transcript_2953	YL	0
Morus_unassigned_transcript_2956	ML	0
Morus_unassigned_transcript_2956	YL	0
Morus_unassigned_transcript_2958	ML	19.508187
Morus_unassigned_transcript_2958	YL	49.579845
Morus_unassigned_transcript_2963	ML	640.177939
Morus_unassigned_transcript_2963	YL	269.353706
Morus_unassigned_transcript_2969	ML	2.884271
Morus_unassigned_transcript_2969	YL	1.649327
Morus_unassigned_transcript_2970	ML	0
Morus_unassigned_transcript_2970	YL	0
Morus_unassigned_transcript_2971	ML	0
Morus_unassigned_transcript_2971	YL	0
Morus_unassigned_transcript_2975	ML	0
Morus_unassigned_transcript_2975	YL	6.504889
Morus_unassigned_transcript_298	ML	18.49352
Morus_unassigned_transcript_298	YL	28.200646
Morus_unassigned_transcript_2985	ML	18.078196
Morus_unassigned_transcript_2985	YL	3.828795
Morus_unassigned_transcript_2988	ML	0
Morus_unassigned_transcript_2988	YL	0
Morus_unassigned_transcript_2992	ML	0
Morus_unassigned_transcript_2992	YL	4.651196
Morus_unassigned_transcript_2996	ML	1.553822
Morus_unassigned_transcript_2996	YL	7.108241
Morus_unassigned_transcript_3000	ML	0
Morus_unassigned_transcript_3000	YL	0
Morus_unassigned_transcript_3003	ML	281.630314
Morus_unassigned_transcript_3003	YL	67.75042
Morus_unassigned_transcript_3004	ML	1.481364
Morus_unassigned_transcript_3004	YL	1.694192
Morus_unassigned_transcript_3008	ML	0
Morus_unassigned_transcript_3008	YL	0
Morus_unassigned_transcript_301	ML	0
Morus_unassigned_transcript_301	YL	0
Morus_unassigned_transcript_3010	ML	0
Morus_unassigned_transcript_3010	YL	0
Morus_unassigned_transcript_3024	ML	0
Morus_unassigned_transcript_3024	YL	0
Morus_unassigned_transcript_3026	ML	0
Morus_unassigned_transcript_3026	YL	0
Morus_unassigned_transcript_303	ML	0
Morus_unassigned_transcript_303	YL	0
Morus_unassigned_transcript_3065	ML	10.342162
Morus_unassigned_transcript_3065	YL	7.885347
Morus_unassigned_transcript_3078	ML	8.408921
