Morus	tissue	A	B	total_AB	log2_BA
Morus_007076-R1	YL	4.57637	9.152739	13.729109000000001	0.864470795004227
Morus_007082-R1	FF	0	0	0	0
Morus_007082-R1	FR	0	0	0	0
Morus_007082-R1	MF	0	0	0	0
Morus_007082-R1	ML	0	0	0	0
Morus_007082-R1	SD	0	0	0	0
Morus_007082-R1	YL	0	0	0	0
Morus_007083-R1	FF	0	0	0	0
Morus_007083-R1	FR	0	0	0	0
Morus_007083-R1	MF	0	0	0	0
Morus_007083-R1	ML	0	0	0	0
Morus_007083-R1	SD	0	0	0	0
Morus_007083-R1	YL	0	0	0	0
Morus_007088-R1	FF	0	0	0	0
Morus_007088-R1	FR	0	0	0	0
Morus_007088-R1	MF	0	0	0	0
Morus_007088-R1	ML	0	0	0	0
Morus_007088-R1	SD	0	0	0	0
Morus_007088-R1	YL	0	0	0	0
Morus_007089-R1	FF	0	0	0	0
Morus_007089-R1	FR	0	0	0	0
Morus_007089-R1	MF	0	0	0	0
Morus_007089-R1	ML	0	0	0	0
Morus_007089-R1	SD	0	0	0	0
Morus_007089-R1	YL	0	0	0	0
Morus_007090-R1	FF	0	1.504611	1.504611	1.3245865507457215
Morus_007090-R1	FR	0	0	0	0
Morus_007090-R1	MF	0	0	0	0
Morus_007090-R1	ML	0	0	0	0
Morus_007090-R1	SD	0	0	0	0
Morus_007090-R1	YL	0	0	0	0
Morus_007091-R1	FF	10.272761	0	10.272761	-3.4947690081936056
Morus_007091-R1	FR	4.661649	0	4.661649	-2.501222310590181
Morus_007091-R1	MF	2.098749	0	2.098749	-1.6316859007386944
Morus_007091-R1	ML	1.916225	0	1.916225	-1.544102034432151
Morus_007091-R1	SD	5.182324	0	5.182324	-2.6281492641839295
Morus_007091-R1	YL	31.952635	0	31.952635	-5.042321927326713
Morus_007092-R1	FF	108.067697	31.662643	139.73033999999998	-1.739510435455781
Morus_007092-R1	FR	171.639153	21.974753	193.613906	-2.9096384354295157
Morus_007092-R1	MF	106.449837	24.35295	130.802787	-2.083437764055825
Morus_007092-R1	ML	86.392957	26.404081	112.797038	-1.6731262630894814
Morus_007092-R1	SD	114.87546	16.912513	131.787973	-2.6935354094071964
Morus_007092-R1	YL	136.555365	28.965948	165.521313	-2.198616488720257
Morus_007105-R1	FF	1.232964	0	1.232964	-1.1589599921186775
Morus_007105-R1	FR	7.833047	0	7.833047	-3.1429111879882257
Morus_007105-R1	MF	7.556922	0	7.556922	-3.0970919398619037
Morus_007105-R1	ML	14.719379	0	14.719379	-3.974472319397567
Morus_007105-R1	SD	0	0	0	0
Morus_007105-R1	YL	6.711318	0	6.711318	-2.946977463195706
Morus_007108-R1	FF	0	0	0	0
Morus_007108-R1	FR	0	0	0	0
Morus_007108-R1	MF	0	0	0	0
Morus_007108-R1	ML	0	0	0	0
Morus_007108-R1	SD	0	0	0	0
Morus_007108-R1	YL	0	0	0	0
Morus_007111-R1	FF	0	0	0	0
Morus_007111-R1	FR	0	0	0	0
Morus_007111-R1	MF	0	0	0	0
Morus_007111-R1	ML	0	0	0	0
Morus_007111-R1	SD	0	0	0	0
Morus_007111-R1	YL	0	0	0	0
Morus_007114-R1	FF	0	0	0	0
Morus_007114-R1	FR	0	0	0	0
Morus_007114-R1	MF	0	0	0	0
Morus_007114-R1	ML	0	0	0	0
Morus_007114-R1	SD	0	0	0	0
Morus_007114-R1	YL	0	0	0	0
Morus_007115-R1	FF	0	0	0	0
Morus_007115-R1	FR	0	0	0	0
Morus_007115-R1	MF	0	0	0	0
Morus_007115-R1	ML	0	0	0	0
Morus_007115-R1	SD	0	0	0	0
Morus_007115-R1	YL	0	2.462358	2.462358	1.7917549038270344
Morus_007118-R1	FF	0	0	0	0
Morus_007118-R1	FR	0	0	0	0
Morus_007118-R1	MF	0	0	0	0
Morus_007118-R1	ML	0	0	0	0
Morus_007118-R1	SD	0	0	0	0
Morus_007118-R1	YL	0	0	0	0
Morus_007120-R1	FF	0	0	0	0
Morus_007120-R1	FR	0	0	0	0
Morus_007120-R1	MF	0.711429	0	0.711429	-0.7752014422322981
Morus_007120-R1	ML	0	0	0	0
Morus_007120-R1	SD	0	0	0	0
Morus_007120-R1	YL	1.353904	0	1.353904	-1.235055483694919
Morus_007123-R1	FF	0	2.73031	2.73031	1.899295527767069
Morus_007123-R1	FR	2.477961	2.477961	4.955922	0
Morus_007123-R1	MF	0	0	0	0
Morus_007123-R1	ML	0	2.037189	2.037189	1.602736688182237
Morus_007123-R1	SD	2.754732	0	2.754732	-1.9087099367490716
Morus_007123-R1	YL	2.123105	2.123105	4.24621	0
Morus_007125-R1	FF	0	104.29255	104.29255	6.718259551510747
Morus_007125-R1	FR	0	147.238447	147.238447	7.211775862132637
Morus_007125-R1	MF	0	90.640209	90.640209	6.51790884382807
Morus_007125-R1	ML	0	22.233327	22.233327	4.538123856985736
Morus_007125-R1	SD	0	145.311294	145.311294	7.192897327459625
Morus_007125-R1	YL	0	100.40766	100.40766	6.664022822654666
Morus_007126-R1	FF	414.651055	53.312279	467.963334	-2.936022566737705
Morus_007126-R1	FR	209.66781	60.212294	269.880104	-1.7830765465766183
Morus_007126-R1	MF	917.333612	197.989154	1115.322766	-2.2063285526244196
Morus_007126-R1	ML	1447.046968	76.904756	1523.951724	-4.2162531814356985
Morus_007126-R1	SD	356.203658	22.710971	378.914629	-3.9131202050005984
Morus_007126-R1	YL	159.375052	17.503618	176.87867	-3.115570440465845
Morus_007127-R1	FF	65.716966	40.071321	105.788287	-0.699922332447903
Morus_007127-R1	FR	42.186555	2.909418	45.095973	-3.4655564842711692
Morus_007127-R1	MF	43.225591	13.753597	56.979188	-1.58381468866307
Morus_007127-R1	ML	25.114941	0	25.114941	-4.706803539202412
Morus_007127-R1	SD	59.836027	16.171899	76.007926	-1.8248763460700634
Morus_007127-R1	YL	31.159692	14.956652	46.116344	-1.0110956103211453
Morus_007129-R1	FF	0	1.428867	1.428867	1.2802834929816884
Morus_007129-R1	FR	0	0	0	0
Morus_007129-R1	MF	0	0	0	0
Morus_007129-R1	ML	0	0	0	0
Morus_007129-R1	SD	0	0	0	0
Morus_007129-R1	YL	0	0	0	0
Morus_007133-R1	FF	2.150631	6.376404	8.527035	1.2272768765566042
Morus_007133-R1	FR	4.879647	57.87063	62.750277	3.323746619834412
Morus_007133-R1	MF	0.878758	3.908143	4.786901	1.3853980355607045
Morus_007133-R1	ML	7.221006	11.101248	18.322254	0.5577689884847814
Morus_007133-R1	SD	2.169868	38.600633	40.770501	3.6430288215233175
Morus_007133-R1	YL	2.508515	9.090269	11.598783999999998	1.5240322007568856
Morus_007135-R1	FF	0	0	0	0
Morus_007135-R1	FR	0	0	0	0
Morus_007135-R1	MF	0	0	0	0
Morus_007135-R1	ML	0	0	0	0
Morus_007135-R1	SD	0	0	0	0
Morus_007135-R1	YL	0	0	0	0
Morus_007137-R2	FF	0	0	0	0
Morus_007137-R2	FR	0	0	0	0
Morus_007137-R2	MF	0	0	0	0
Morus_007137-R2	ML	0	0	0	0
Morus_007137-R2	SD	0	0	0	0
Morus_007137-R2	YL	0	0	0	0
Morus_007138-R1	FF	8.418691	71.448503	79.867194	2.943357405143065
Morus_007138-R1	FR	1.910148	27.336558	29.246706	3.2835000962935674
Morus_007138-R1	MF	4.586556	39.784246	44.370802000000005	2.8679809108743846
Morus_007138-R1	ML	0.523459	4.181212	4.704671	1.7659389415436582
Morus_007138-R1	SD	2.123499	100.357235	102.480734	5.020142195524063
Morus_007138-R1	YL	39.278541	32.136937	71.41547800000001	-0.2815711721299682
Morus_007139-R1	FF	0	2.470399	2.470399	1.795101542408426
Morus_007139-R1	FR	0	0	0	0
Morus_007139-R1	MF	0	5.047083	5.047083	2.5962393810180098
Morus_007139-R1	ML	0	0	0	0
Morus_007139-R1	SD	0	12.462479	12.462479	3.750872189211572
Morus_007139-R1	YL	0	9.604982	9.604982	3.406670267049298
Morus_007140-R1	FF	0	1.649425	1.649425	1.405679288106085
Morus_007140-R1	FR	0	26.945574	26.945574	4.804547903040647
Morus_007140-R1	MF	0	5.391702	5.391702	2.6762001471357
Morus_007140-R1	ML	0	1.230699	1.230699	1.1574958562517557
Morus_007140-R1	SD	0	1.664178	1.664178	1.4136904754791413
Morus_007140-R1	YL	1.282602	2.565205	3.8478070000000004	0.6433057046099483
Morus_007142-R1	FF	0	0	0	0
Morus_007142-R1	FR	0	0	0	0
Morus_007142-R1	MF	0	0	0	0
Morus_007142-R1	ML	0	0	0	0
Morus_007142-R1	SD	0	0	0	0
Morus_007142-R1	YL	0	0	0	0
Morus_007144-R1	FF	0	0	0	0
Morus_007144-R1	FR	0	0	0	0
Morus_007144-R1	MF	0	0	0	0
Morus_007144-R1	ML	0	0	0	0
Morus_007144-R1	SD	0	0	0	0
Morus_007144-R1	YL	0	0	0	0
Morus_007148-R2	FF	0	19.611074	19.611074	4.3653477775473455
Morus_007148-R2	FR	0	24.720161	24.720161	4.684827768392049
Morus_007148-R2	MF	0	18.252237	18.252237	4.266954183359929
Morus_007148-R2	ML	0	15.44549	15.44549	4.039620089381045
Morus_007148-R2	SD	0	18.687241	18.687241	4.2991890388076746
Morus_007148-R2	YL	0	16.09689	16.09689	4.095662011247942
Morus_007149-R1	FF	8.632048	552.45107	561.083118	5.844469383748685
Morus_007149-R1	FR	65.285242	174.964447	240.249689	1.4085243627712403
Morus_007149-R1	MF	4.702794	353.885239	358.588033	5.959539838667962
Morus_007149-R1	ML	8.5876	2.1469	10.7345	-1.6072383857988486
Morus_007149-R1	SD	2.903086	8.709259	11.612345	1.3147459436933242
Morus_007149-R1	YL	17.899549	1221.644201	1239.54375	6.015509011384319
Morus_007150-R1	FF	39.832672	59.107371	98.940043	0.5578179428386214
Morus_007150-R1	FR	22.761821	71.078775	93.84059599999999	1.600929090243
Morus_007150-R1	MF	12.658969	30.793226	43.452195	1.2188708206122092
Morus_007150-R1	ML	8.806126	44.102261	52.908387	2.2014445541487673
Morus_007150-R1	SD	31.258083	71.563285	102.82136799999999	1.1695790632921377
Morus_007150-R1	YL	29.826928	29.875453	59.702381	0.0022691763318435617
Morus_007151-R1	FF	0	0	0	0
Morus_007151-R1	FR	0	0	0	0
Morus_007151-R1	MF	0	0	0	0
Morus_007151-R1	ML	0	0	0	0
Morus_007151-R1	SD	0	0	0	0
Morus_007151-R1	YL	0	0	0	0
Morus_007160-R1	FF	0	0	0	0
Morus_007160-R1	FR	0	0	0	0
Morus_007160-R1	MF	0	0	0	0
Morus_007160-R1	ML	0	0	0	0
Morus_007160-R1	SD	0	0	0	0
Morus_007160-R1	YL	0	3.628183	3.628183	2.210445910247656
Morus_007163-R1	FF	1.785616	0	1.785616	-1.477996394666256
Morus_007163-R1	FR	0	0	0	0
Morus_007163-R1	MF	0	0	0	0
Morus_007163-R1	ML	0	0	0	0
Morus_007163-R1	SD	0	0	0	0
Morus_007163-R1	YL	0	0	0	0
Morus_007167-R1	FF	201.928712	0	201.928712	-7.664829193506403
Morus_007167-R1	FR	326.643634	0	326.643634	-8.35598369072038
Morus_007167-R1	MF	207.243248	0	207.243248	-7.702125908727685
Morus_007167-R1	ML	135.600035	0	135.600035	-7.09381404305368
Morus_007167-R1	SD	286.427317	0	286.427317	-8.167053371359852
Morus_007167-R1	YL	191.196089	0	191.196089	-7.586435168770295
Morus_007169-R1	FF	0	0	0	0
Morus_007169-R1	FR	0	0	0	0
Morus_007169-R1	MF	0	0	0	0
Morus_007169-R1	ML	0	0	0	0
Morus_007169-R1	SD	0	0	0	0
Morus_007169-R1	YL	2.230378	0	2.230378	-1.6917029905594578
Morus_007174-R1	FF	0	0	0	0
Morus_007174-R1	FR	0	0	0	0
Morus_007174-R1	MF	0	0	0	0
Morus_007174-R1	ML	0	0	0	0
Morus_007174-R1	SD	0	0	0	0
Morus_007174-R1	YL	0	0	0	0
Morus_007175-R1	FF	0	0	0	0
Morus_007175-R1	FR	0	0	0	0
Morus_007175-R1	MF	0	0	0	0
Morus_007175-R1	ML	0	0	0	0
Morus_007175-R1	SD	0	0	0	0
Morus_007175-R1	YL	0	0	0	0
Morus_007176-R1	FF	0	3.742926	3.742926	2.245777359400813
Morus_007176-R1	FR	0	0	0	0
Morus_007176-R1	MF	0	1.529377	1.529377	1.3387820846464427
Morus_007176-R1	ML	0	0	0	0
Morus_007176-R1	SD	0	0	0	0
Morus_007176-R1	YL	14.858759	0	14.858759	-3.987207974718935
Morus_007178-R1	FF	0	16.390074	16.390074	4.120192166646634
Morus_007178-R1	FR	4.191534	29.750436	33.94197	2.566374070323613
Morus_007178-R1	MF	1.887096	18.416919	20.304015	2.7496233126456198
Morus_007178-R1	ML	0	30.573147	30.573147	4.9806261608920686
Morus_007178-R1	SD	0	49.610037	49.610037	5.661351623960276
Morus_007178-R1	YL	0	41.421305	41.421305	5.406717097841384
Morus_007179-R1	FF	0	1.600029	1.600029	1.378527714762522
Morus_007179-R1	FR	0	0	0	0
Morus_007179-R1	MF	0	3.268897	3.268897	2.0938633536415647
Morus_007179-R1	ML	0	0	0	0
Morus_007179-R1	SD	0	0	0	0
Morus_007179-R1	YL	0	0	0	0
Morus_007180-R1	FF	4.060879	0	4.060879	-2.339387981521744
Morus_007180-R1	FR	0	0	0	0
Morus_007180-R1	MF	0	0	0	0
Morus_007180-R1	ML	0	0	0	0
Morus_007180-R1	SD	0	0	0	0
Morus_007180-R1	YL	0	0	0	0
Morus_007186-R1	FF	2.20101	0	2.20101	-1.678527183890015
Morus_007186-R1	FR	0	0	0	0
Morus_007186-R1	MF	0	0	0	0
Morus_007186-R1	ML	0	0	0	0
Morus_007186-R1	SD	0	0	0	0
Morus_007186-R1	YL	0	0	0	0
Morus_007189-R1	FF	0	0	0	0
Morus_007189-R1	FR	0	0	0	0
Morus_007189-R1	MF	0	0	0	0
Morus_007189-R1	ML	0	0	0	0
Morus_007189-R1	SD	0	0	0	0
Morus_007189-R1	YL	0	0	0	0
Morus_007192-R1	FF	1.958914	17.706605	19.665519	2.6604080816440314
Morus_007192-R1	FR	0	3.571126	3.571126	2.192549586404169
Morus_007192-R1	MF	0	2.411667	2.411667	1.7704768374845372
Morus_007192-R1	ML	0	0	0	0
Morus_007192-R1	SD	0	3.969997	3.969997	2.3132449809452216
Morus_007192-R1	YL	0	1.529862	1.529862	1.3390586903165738
Morus_007193-R1	FF	0	0	0	0
Morus_007193-R1	FR	1.829146	0	1.829146	-1.5003666299122973
Morus_007193-R1	MF	0	0	0	0
Morus_007193-R1	ML	0	0	0	0
Morus_007193-R1	SD	0	0	0	0
Morus_007193-R1	YL	0	0	0	0
Morus_007194-R1	FF	0	0	0	0
Morus_007194-R1	FR	0	0	0	0
Morus_007194-R1	MF	0	0	0	0
Morus_007194-R1	ML	0	0	0	0
Morus_007194-R1	SD	0	0	0	0
Morus_007194-R1	YL	0	0	0	0
Morus_007195-R1	FF	172.947928	50.082331	223.030259	-1.7677592292102857
Morus_007195-R1	FR	46.754989	112.79192	159.546909	1.2526747545424424
Morus_007195-R1	MF	96.979643	86.403032	183.382675	-0.16479870750609496
Morus_007195-R1	ML	119.43345	56.744509	176.177959	-1.0604804811945416
Morus_007195-R1	SD	90.960108	1.871493	92.831601	-5.001135210488274
Morus_007195-R1	YL	137.346706	197.606326	334.953032	0.5216232821038341
Morus_007196-R1	FF	125.057748	31.918709	156.976457	-1.9371051319486863
Morus_007196-R1	FR	59.1475	9.147984	68.295484	-2.567311623902403
Morus_007196-R1	MF	59.735666	28.829982	88.56564800000001	-1.0257808566445696
Morus_007196-R1	ML	1.31423	1.253461	2.567691	-0.0383897720122143
Morus_007196-R1	SD	56.868217	22.034462	78.902679	-1.328977291053242
Morus_007196-R1	YL	342.414201	36.577099	378.99129999999997	-3.1920241011988364
Morus_007198-R1	FF	3.748074	0	3.748074	-2.2473424199421372
Morus_007198-R1	FR	1.700829	0	1.700829	-1.4334023000980376
Morus_007198-R1	MF	1.531481	0	1.531481	-1.3399816561581948
Morus_007198-R1	ML	2.796581	0	2.796581	-1.9247007883756582
Morus_007198-R1	SD	7.563199	0	7.563199	-3.098149852615843
Morus_007198-R1	YL	1.457262	0	1.457262	-1.2970516899951696
Morus_007199-R1	FF	40.110645	0	40.110645	-5.361440101938849
Morus_007199-R1	FR	0	0	0	0
Morus_007199-R1	MF	18.574651	0	18.574651	-4.290914680561648
Morus_007199-R1	ML	11.971232	0	11.971232	-3.69724360731271
Morus_007199-R1	SD	0	0	0	0
Morus_007199-R1	YL	31.190271	0	31.190271	-5.008552817360311
Morus_007202-R1	FF	3.770549	0	3.770549	-2.2541553027090484
Morus_007202-R1	FR	1.140685	0	1.140685	-1.0980725199774486
Morus_007202-R1	MF	1.540664	0	1.540664	-1.3452055931851066
Morus_007202-R1	ML	0.937783	0	0.937783	-0.9544070215516067
Morus_007202-R1	SD	2.536183	0	2.536183	-1.822192937161734
Morus_007202-R1	YL	3.909334	0	3.909334	-2.2955273218785237
Morus_007203-R1	FF	0	0	0	0
Morus_007203-R1	FR	0	0	0	0
Morus_007203-R1	MF	0	1.043474	1.043474	1.0310238874448496
Morus_007203-R1	ML	0	1.905449	1.905449	1.538761130933931
Morus_007203-R1	SD	0	0	0	0
Morus_007203-R1	YL	0	0	0	0
Morus_007205-R1	FF	0	0	0	0
Morus_007205-R1	FR	0	0	0	0
Morus_007205-R1	MF	0	0	0	0
Morus_007205-R1	ML	0	0	0	0
Morus_007205-R1	SD	0	0	0	0
Morus_007205-R1	YL	0	0	0	0
Morus_007207-R1	FF	89.150758	0	89.150758	-6.494267716974747
Morus_007207-R1	FR	155.29688	0	155.29688	-7.288145169305816
Morus_007207-R1	MF	134.546436	0	134.546436	-7.082643369842841
Morus_007207-R1	ML	189.900381	0	189.900381	-7.576676171857916
Morus_007207-R1	SD	149.430055	0	149.430055	-7.23294902718665
Morus_007207-R1	YL	146.475218	0	146.475218	-7.204328731555488
Morus_007208-R1	FF	155.29523	35.923313	191.218543	-2.08166983726601
Morus_007208-R1	FR	113.001983	278.937569	391.939552	1.2960461972092459
Morus_007208-R1	MF	133.617554	35.880618	169.498172	-1.8679318122753035
Morus_007208-R1	ML	15.823887	7.941853	23.76574	-0.911865331213747
Morus_007208-R1	SD	158.064784	6.71197	164.776754	-4.366371217254605
Morus_007208-R1	YL	171.828139	11.380591	183.20873	-3.803186039094557
Morus_007209-R1	FF	0	0	0	0
Morus_007209-R1	FR	0	0	0	0
Morus_007209-R1	MF	0	0	0	0
Morus_007209-R1	ML	0	0	0	0
Morus_007209-R1	SD	0	0	0	0
Morus_007209-R1	YL	0	0	0	0
Morus_007211-R1	FF	90.864818	144.282669	235.147487	0.6612782567086813
Morus_007211-R1	FR	62.595143	34.985923	97.58106599999999	-0.8214839232821354
Morus_007211-R1	MF	49.65283	48.603774	98.25660400000001	-0.030192986161463726
Morus_007211-R1	ML	17.970475	3.287169	21.257644	-2.1456586083526776
Morus_007211-R1	SD	90.573031	52.228567	142.801598	-0.7827220484124372
Morus_007211-R1	YL	61.29283	90.783776	152.076606	0.5591730442883877
Morus_007212-R1	FF	0	0	0	0
Morus_007212-R1	FR	0	0	0	0
Morus_007212-R1	MF	1.226197	0	1.226197	-1.1545812648934968
Morus_007212-R1	ML	0	0	0	0
Morus_007212-R1	SD	0	0	0	0
Morus_007212-R1	YL	4.66709	0	4.66709	-2.5026081143095613
Morus_007216-R1	FF	0	0	0	0
Morus_007216-R1	FR	0	0	0	0
Morus_007216-R1	MF	0	0	0	0
Morus_007216-R1	ML	0	0	0	0
Morus_007216-R1	SD	0	0	0	0
Morus_007216-R1	YL	0	0	0	0
Morus_007217-R1	FF	0	0	0	0
Morus_007217-R1	FR	0	0	0	0
Morus_007217-R1	MF	0	0	0	0
Morus_007217-R1	ML	0	0	0	0
Morus_007217-R1	SD	0	0	0	0
Morus_007217-R1	YL	0	0	0	0
Morus_007218-R1	FF	0	14.251307	14.251307	3.930860978324877
Morus_007218-R1	FR	0	5.1736510000000004	5.1736510000000004	2.6261239288875067
Morus_007218-R1	MF	26.786494	64.05466	90.841154	1.2272685919338482
Morus_007218-R1	ML	10.633443	289.229644	299.863087	4.64084484257119
Morus_007218-R1	SD	0	5.751512	5.751512	2.7552106296636985
Morus_007218-R1	YL	4.43276	33.245697	37.678457	2.6561655032445723
Morus_007220-R1	FF	16.655561	32.593897	49.249458	0.928076499525392
Morus_007220-R1	FR	51.394969	11.83256	63.227529000000004	-2.0296192838309848
Morus_007220-R1	MF	35.388811	5.327208	40.716018999999996	-2.523853983306894
Morus_007220-R1	ML	59.651274	2.431955	62.083229	-4.143435408578763
Morus_007220-R1	SD	0	0	0	0
Morus_007220-R1	YL	207.223382	103.915338	311.13872	-0.9889064753026287
Morus_007221-R3	FF	108.955079	6.773419	115.728498	-3.8222211539278166
Morus_007221-R3	FR	190.706557	115.043909	305.750466	-0.7242288833977416
Morus_007221-R3	MF	40.147101	17.001284	57.148385	-1.1926909746836538
Morus_007221-R3	ML	26.130708	83.750445	109.881153	1.6432942469183696
Morus_007221-R3	SD	283.657767	20.502017	304.159784	-3.726684561267514
Morus_007221-R3	YL	45.387913	4.514614	49.902527	-3.0724171287331847
Morus_007222-R1	FF	462.858362	604.087969	1066.946331	0.3834605505219594
Morus_007222-R1	FR	678.771029	1685.766985	2364.5380139999997	1.3111399067879526
Morus_007222-R1	MF	424.732352	1454.628047	1879.360399	1.7736231225446395
Morus_007222-R1	ML	282.918969	534.523168	817.442137	0.9154697500915957
Morus_007222-R1	SD	813.94938	494.886162	1308.835542	-0.716701483507366
Morus_007222-R1	YL	235.880664	588.181627	824.0622910000001	1.3145520025195634
Morus_007223-R1	FF	0	163.20177	163.20177	7.359325868391413
Morus_007223-R1	FR	0	181.866171	181.866171	7.514644400757744
Morus_007223-R1	MF	0.949988	203.431489	204.381477	6.712008378607624
Morus_007223-R1	ML	1.734739	175.720262	177.45500099999998	6.013920501862871
Morus_007223-R1	SD	4.691507	147.986978	152.678485	4.7102317286048265
Morus_007223-R1	YL	0	228.110681	228.110681	7.839900907546676
Morus_007226-R1	FF	63.664715	64.985957	128.650672	0.029180320860680214
Morus_007226-R1	FR	81.943239	331.113632	413.056871	2.001480649339133
Morus_007226-R1	MF	52.973357	58.697361	111.670718	0.1454197347610098
Morus_007226-R1	ML	46.638984	51.8912	98.53018399999999	0.1508850626667812
Morus_007226-R1	SD	1007.892664	1306.743586	2314.63625	0.37430699973361015
Morus_007226-R1	YL	34.204182	22.163798	56.36798	-0.6038749997220731
Morus_007227-R1	FF	111.026338	62.228404	173.254742	-0.8251932487590811
Morus_007227-R1	FR	52.944167	32.51702	85.461187	-0.6865730844237433
Morus_007227-R1	MF	43.828058	16.951212	60.77927	-1.3203207488164748
Morus_007227-R1	ML	35.102111	14.069995	49.172106	-1.2604042600654373
Morus_007227-R1	SD	62.654941	17.123187	79.77812800000001	-1.8124358242003653
Morus_007227-R1	YL	108.284234	64.518892	172.803126	-0.7381024195081309
Morus_007228-R1	FF	196.347934	0	196.347934	-7.624597605770088
Morus_007228-R1	FR	388.628602	0	388.628602	-8.605955776971577
Morus_007228-R1	MF	151.495664	0	151.495664	-7.252624412026446
Morus_007228-R1	ML	140.268518	0	140.268518	-7.142296183502097
Morus_007228-R1	SD	467.863147	0	467.863147	-8.873023076362152
Morus_007228-R1	YL	255.010252	0	255.010252	-8.000057774271134
Morus_007229-R1	FF	2.386033	0	2.386033	-1.7595960336896541
Morus_007229-R1	FR	0	0	0	0
Morus_007229-R1	MF	0.974944	0	0.974944	-0.9818117459136892
Morus_007229-R1	ML	0	0	0	0
Morus_007229-R1	SD	2.407376	0	2.407376	-1.7686611559475334
Morus_007229-R1	YL	0	0	0	0
Morus_007230-R1	FF	5.444255	14.742199	20.186453999999998	1.2885515945316028
Morus_007230-R1	FR	2.470534	13.379648	15.850182	2.0507987925362805
Morus_007230-R1	MF	4.449097	2.007911	6.457008	-0.8572552924619092
Morus_007230-R1	ML	0	0	0	0
Morus_007230-R1	SD	0	4.958021	4.958021	2.5748332086063193
Morus_007230-R1	YL	12.700454	30.569653	43.270106999999996	1.20431470184504
Morus_007231-R1	FF	0	0	0	0
Morus_007231-R1	FR	0	0	0	0
Morus_007231-R1	MF	0	0	0	0
Morus_007231-R1	ML	0	0	0	0
Morus_007231-R1	SD	0	0	0	0
Morus_007231-R1	YL	0	0	0	0
Morus_007232-R1	FF	5.754699	0	5.754699	-2.755891482225627
Morus_007232-R1	FR	0	0	0	0
Morus_007232-R1	MF	1.175698	0	1.175698	-1.121478315715357
Morus_007232-R1	ML	0	2.153723	2.153723	1.6570559498950843
Morus_007232-R1	SD	0	0	0	0
Morus_007232-R1	YL	6.712331	0	6.712331	-2.947166970889835
Morus_007234-R1	FF	0	42.100071	42.100071	5.429618340797178
Morus_007234-R1	FR	0	65.840302	65.840302	6.062646346732275
Morus_007234-R1	MF	0	36.737087	36.737087	5.237911157654754
Morus_007234-R1	ML	0	24.491076	24.491076	4.671920366917573
Morus_007234-R1	SD	0	46.316342	46.316342	5.564266638927491
Morus_007234-R1	YL	0	31.442566	31.442566	5.019816026929309
Morus_007237-R1	FF	3.697218	66.549928	70.247146	3.8460757754266615
Morus_007237-R1	FR	0	6.711004	6.711004	2.94691871636849
Morus_007237-R1	MF	0	54.385227	54.385227	5.791429309862102
Morus_007237-R1	ML	0	8.275906	8.275906	3.2134882001023968
Morus_007237-R1	SD	0	63.414911	63.414911	6.009322782229137
Morus_007237-R1	YL	8.624935	74.749439	83.37437399999999	2.9763865011332156
Morus_007241-R1	FF	0	0	0	0
Morus_007241-R1	FR	0	0	0	0
Morus_007241-R1	MF	0	2.042911	2.042911	1.6054521380797977
Morus_007241-R1	ML	0	0	0	0
Morus_007241-R1	SD	0	0	0	0
Morus_007241-R1	YL	0	0	0	0
Morus_007243-R1	FF	31.801073	0	31.801073	-5.035671104439839
Morus_007243-R1	FR	22.785672	3.03809	25.823762000000002	-2.5583478147447853
Morus_007243-R1	MF	160.716102	22.568644	183.284746	-2.778522672492216
Morus_007243-R1	ML	686.862923	29.9722	716.8351230000001	-4.473075325507537
Morus_007243-R1	SD	10.132271	0	10.132271	-3.4766760295460224
Morus_007243-R1	YL	36.442294	1.30151	37.743804	-4.024016211951629
Morus_007244-R1	FF	0	27.726001	27.726001	4.844285261477605
Morus_007244-R1	FR	0	92.265871	92.265871	6.54327734373725
Morus_007244-R1	MF	0	42.168961	42.168961	5.431922465004636
Morus_007244-R1	ML	0	36.777646	36.777646	5.239460902226852
Morus_007244-R1	SD	0	65.272674	65.272674	6.050342225991925
Morus_007244-R1	YL	0	37.130939	37.130939	5.252890153723831
Morus_007246-R1	FF	7.492713	2.597569	10.090282	-1.2392031392473142
Morus_007246-R1	FR	4.533465	0	4.533465	-2.468183164519204
Morus_007246-R1	MF	7.143634	1.061379	8.205013	-1.9820629441358386
Morus_007246-R1	ML	18.635328	7.752581	26.387909	-1.1656712847030903
Morus_007246-R1	SD	10.079644	2.620804	12.700448	-1.6135295382876833
Morus_007246-R1	YL	1.942126	2.019885	3.962011	0.03763457841688726
Morus_007248-R1	FF	0	40.885936	40.885936	5.388394007808141
Morus_007248-R1	FR	0	10.773013	10.773013	3.5574116832229166
Morus_007248-R1	MF	2.197112	9.161457	11.358569000000001	1.6682660876425441
Morus_007248-R1	ML	0	0	0	0
Morus_007248-R1	SD	1.356301	7.98419	9.340491	1.9308645940071059
Morus_007248-R1	YL	1.045318	16.409364	17.454682	3.0894664276427397
Morus_007249-R1	FF	0	3.667362	3.667362	2.222607366884495
Morus_007249-R1	FR	0	0	0	0
Morus_007249-R1	MF	0	5.994005	5.994005	2.8061188274157587
Morus_007249-R1	ML	0	0	0	0
Morus_007249-R1	SD	0	3.700165	3.700165	2.2327114037058924
