Morus	tissue	A	B	total_AB	log2_BA
Morus_014882-R1	YL	0	0	0	0
Morus_014884-R1	FF	0	0	0	0
Morus_014884-R1	FR	0	0	0	0
Morus_014884-R1	MF	0	0	0	0
Morus_014884-R1	ML	0	0	0	0
Morus_014884-R1	SD	0	0	0	0
Morus_014884-R1	YL	0	0	0	0
Morus_014887-R1	FF	0	0	0	0
Morus_014887-R1	FR	0	0	0	0
Morus_014887-R1	MF	0	0	0	0
Morus_014887-R1	ML	0	0	0	0
Morus_014887-R1	SD	0	0	0	0
Morus_014887-R1	YL	0	0	0	0
Morus_014906-R1	FF	3.247735	49.22683	52.474565	3.5636925542759172
Morus_014906-R1	FR	2.947563	15.768363	18.715926	2.0867076579975445
Morus_014906-R1	MF	3.98112	27.213484	31.194604000000002	2.5018427586224097
Morus_014906-R1	ML	2.423259	28.087657	30.510916	3.086964738261693
Morus_014906-R1	SD	0	17.529583	17.529583	4.211758509409507
Morus_014906-R1	YL	20.203662	76.558139	96.76180099999999	1.8709647381124275
Morus_014912-R1	FF	0	10.547806	10.547806	3.5295468708931796
Morus_014912-R1	FR	0	124.447991	124.447991	6.97094555651587
Morus_014912-R1	MF	0	48.127027	48.127027	5.618445029638093
Morus_014912-R1	ML	0	60.337584	60.337584	5.938699436910238
Morus_014912-R1	SD	0	1.773692	1.773692	1.4718075948919638
Morus_014912-R1	YL	0	6.835029	6.835029	2.969938614593038
Morus_014919-R1	FF	0	0	0	0
Morus_014919-R1	FR	0	0	0	0
Morus_014919-R1	MF	0	0	0	0
Morus_014919-R1	ML	0	0	0	0
Morus_014919-R1	SD	0	0	0	0
Morus_014919-R1	YL	0	0	0	0
Morus_014923-R1	FF	0	0	0	0
Morus_014923-R1	FR	0	0	0	0
Morus_014923-R1	MF	0	0	0	0
Morus_014923-R1	ML	0	0	0	0
Morus_014923-R1	SD	0	0	0	0
Morus_014923-R1	YL	0	0	0	0
Morus_014925-R1	FF	0	0	0	0
Morus_014925-R1	FR	0	0	0	0
Morus_014925-R1	MF	0	0	0	0
Morus_014925-R1	ML	0	0	0	0
Morus_014925-R1	SD	0	0	0	0
Morus_014925-R1	YL	0	0	0	0
Morus_014927-R1	FF	0	0	0	0
Morus_014927-R1	FR	0	0	0	0
Morus_014927-R1	MF	0	0	0	0
Morus_014927-R1	ML	0	0	0	0
Morus_014927-R1	SD	0	0	0	0
Morus_014927-R1	YL	0	0	0	0
Morus_014928-R1	FF	0	0	0	0
Morus_014928-R1	FR	0	0	0	0
Morus_014928-R1	MF	0	0	0	0
Morus_014928-R1	ML	0	0	0	0
Morus_014928-R1	SD	0	0	0	0
Morus_014928-R1	YL	0	0	0	0
Morus_014929-R1	FF	0	0	0	0
Morus_014929-R1	FR	0	0	0	0
Morus_014929-R1	MF	0	0	0	0
Morus_014929-R1	ML	0	0	0	0
Morus_014929-R1	SD	0	0	0	0
Morus_014929-R1	YL	0	0	0	0
Morus_014930-R1	FF	0	0	0	0
Morus_014930-R1	FR	0	0	0	0
Morus_014930-R1	MF	0	0	0	0
Morus_014930-R1	ML	0	0	0	0
Morus_014930-R1	SD	0	0	0	0
Morus_014930-R1	YL	0	0	0	0
Morus_014936-R1	FF	0	0	0	0
Morus_014936-R1	FR	0	0	0	0
Morus_014936-R1	MF	0	0	0	0
Morus_014936-R1	ML	0	0	0	0
Morus_014936-R1	SD	0	0	0	0
Morus_014936-R1	YL	0	0	0	0
Morus_014938-R1	FF	0	0	0	0
Morus_014938-R1	FR	0	0	0	0
Morus_014938-R1	MF	0	0	0	0
Morus_014938-R1	ML	0	0	0	0
Morus_014938-R1	SD	0	0	0	0
Morus_014938-R1	YL	0	0	0	0
Morus_014946-R1	FF	0	0	0	0
Morus_014946-R1	FR	0	0	0	0
Morus_014946-R1	MF	0	0	0	0
Morus_014946-R1	ML	0	0	0	0
Morus_014946-R1	SD	0	0	0	0
Morus_014946-R1	YL	0	0	0	0
Morus_014947-R1	FF	36.718919	128.530651	165.24957	1.7799332900374731
Morus_014947-R1	FR	27.770971	198.993183	226.764154	2.797265007948832
Morus_014947-R1	MF	8.752055	150.758209	159.510264	3.9599244849834605
Morus_014947-R1	ML	1.141558	63.182241	64.323799	4.905441508423664
Morus_014947-R1	SD	15.4364	340.220144	355.656544	4.375736568047474
Morus_014947-R1	YL	27.363144	129.342119	156.705263	2.2002139879360616
Morus_014949-R1	FF	19.375144	35.023776	54.39892	0.8221391564431281
Morus_014949-R1	FR	44.76027	28.608026	73.368296	-0.6281072568564267
Morus_014949-R1	MF	109.395436	42.217095	151.612531	-1.3530065246518492
Morus_014949-R1	ML	151.136483	32.665717	183.8022	-2.1760140629338722
Morus_014949-R1	SD	7.108527	14.134822	21.243349	0.9003599453008982
Morus_014949-R1	YL	20.544852	24.511223	45.056075	0.2437888748975293
Morus_014951-R1	FF	0	0	0	0
Morus_014951-R1	FR	0	0	0	0
Morus_014951-R1	MF	0	0	0	0
Morus_014951-R1	ML	0	0	0	0
Morus_014951-R1	SD	0	0	0	0
Morus_014951-R1	YL	0	0	0	0
Morus_014952-R1	FF	0	0	0	0
Morus_014952-R1	FR	0	0	0	0
Morus_014952-R1	MF	0	0	0	0
Morus_014952-R1	ML	0	0	0	0
Morus_014952-R1	SD	0	0	0	0
Morus_014952-R1	YL	0	0	0	0
Morus_014955-R1	FF	0	0	0	0
Morus_014955-R1	FR	0	0	0	0
Morus_014955-R1	MF	0	0	0	0
Morus_014955-R1	ML	0	0	0	0
Morus_014955-R1	SD	0	0	0	0
Morus_014955-R1	YL	0	0	0	0
Morus_014956-R1	FF	0	0	0	0
Morus_014956-R1	FR	0	0	0	0
Morus_014956-R1	MF	0	0	0	0
Morus_014956-R1	ML	4.037963	0	4.037963	-2.3328405266151218
Morus_014956-R1	SD	0	0	0	0
Morus_014956-R1	YL	0	0	0	0
Morus_014957-R1	FF	14.4281	0	14.4281	-3.947488497083899
Morus_014957-R1	FR	7.482617	0	7.482617	-3.0845094240409607
Morus_014957-R1	MF	8.421985	0	8.421985	-3.2360310352065516
Morus_014957-R1	ML	7.68954	0	7.68954	-3.119279806811354
Morus_014957-R1	SD	4.159187	0	4.159187	-2.3671437393929495
Morus_014957-R1	YL	12.822143	0	12.822143	-3.7889094049543686
Morus_014961-R1	FF	0	1.761377	1.761377	1.465387866883145
Morus_014961-R1	FR	0	3.197162	3.197162	2.069414148733979
Morus_014961-R1	MF	0	3.598534	3.598534	2.2011740072520913
Morus_014961-R1	ML	0	1.31423	1.31423	1.2105322539743062
Morus_014961-R1	SD	0	0	0	0
Morus_014961-R1	YL	0	13.696568	13.696568	3.8774073854957893
Morus_014967-R1	FF	9.2577	1.54295	10.80065	-2.0121322826644814
Morus_014967-R1	FR	11.20274	1.400343	12.603083	-2.345892645143598
Morus_014967-R1	MF	12.609133	6.935023	19.544156	-0.7782688497904824
Morus_014967-R1	ML	33.386361	1.151254	34.537615	-3.9985866681824627
Morus_014967-R1	SD	14.010762	9.340508	23.35127	-0.5376901522478348
Morus_014967-R1	YL	19.196911	0	19.196911	-4.336062752925786
Morus_014972-R1	FF	0	0	0	0
Morus_014972-R1	FR	0	0	0	0
Morus_014972-R1	MF	0	0	0	0
Morus_014972-R1	ML	0	0	0	0
Morus_014972-R1	SD	0	0	0	0
Morus_014972-R1	YL	0	0	0	0
Morus_014973-R1	FF	0	0	0	0
Morus_014973-R1	FR	0	0	0	0
Morus_014973-R1	MF	0	0	0	0
Morus_014973-R1	ML	0	0	0	0
Morus_014973-R1	SD	0	0	0	0
Morus_014973-R1	YL	0	0	0	0
Morus_014975-R1	FF	0	0	0	0
Morus_014975-R1	FR	0	0	0	0
Morus_014975-R1	MF	0	0	0	0
Morus_014975-R1	ML	0	0	0	0
Morus_014975-R1	SD	0	0	0	0
Morus_014975-R1	YL	0	0	0	0
Morus_014982-R1	FF	0	0	0	0
Morus_014982-R1	FR	0	0	0	0
Morus_014982-R1	MF	0	0	0	0
Morus_014982-R1	ML	0	0	0	0
Morus_014982-R1	SD	0	0	0	0
Morus_014982-R1	YL	0	0	0	0
Morus_014985-R1	FF	0	0	0	0
Morus_014985-R1	FR	0	0	0	0
Morus_014985-R1	MF	0	0	0	0
Morus_014985-R1	ML	0	0	0	0
Morus_014985-R1	SD	0	0	0	0
Morus_014985-R1	YL	0	0	0	0
Morus_014987-R1	FF	0.981221	28.486173	29.467394000000002	3.895576864509442
Morus_014987-R1	FR	0	41.008734	41.008734	5.392617403457734
Morus_014987-R1	MF	2.004657	23.680534	25.685191000000003	3.0381013967011006
Morus_014987-R1	ML	0.732126	9.527933	10.260059000000002	2.6036064279464517
Morus_014987-R1	SD	3.95999	8.919613	12.879603	0.9999466250058592
Morus_014987-R1	YL	3.052012	30.553123	33.605135	2.961072452584744
Morus_014988-R1	FF	0	0	0	0
Morus_014988-R1	FR	0	0	0	0
Morus_014988-R1	MF	0	2.159819	2.159819	1.6598419206551667
Morus_014988-R1	ML	0	1.971983	1.971983	1.5714258635596048
Morus_014988-R1	SD	0	0	0	0
Morus_014988-R1	YL	0	8.220598	8.220598	3.2048603193810457
Morus_014996-R1	FF	0	0	0	0
Morus_014996-R1	FR	0	0	0	0
Morus_014996-R1	MF	0	2.020665	2.020665	1.5948661941163307
Morus_014996-R1	ML	0	7.379725	7.379725	3.0669028993367795
Morus_014996-R1	SD	0	0	0	0
Morus_014996-R1	YL	0	19.227396	19.227396	4.338238699524392
Morus_015000-R1	FF	0	32.886118	32.886118	5.082622465762499
Morus_015000-R1	FR	0	0	0	0
Morus_015000-R1	MF	0	62.388034	62.388034	5.986138617930513
Morus_015000-R1	ML	0	3.505369	3.505369	2.1716452708931913
Morus_015000-R1	SD	0	80.58067	80.58067	6.350155450531014
Morus_015000-R1	YL	0	18.266027	18.266027	4.267987187623249
Morus_015001-R1	FF	0	0	0	0
Morus_015001-R1	FR	0	0	0	0
Morus_015001-R1	MF	0	0	0	0
Morus_015001-R1	ML	0	0	0	0
Morus_015001-R1	SD	0	0	0	0
Morus_015001-R1	YL	0	0	0	0
Morus_015010-R1	FF	0	0	0	0
Morus_015010-R1	FR	0	7.934775	7.934775	3.1594313990517278
Morus_015010-R1	MF	0	7.144726	7.144726	3.0258661652835954
Morus_015010-R1	ML	0	23.918991	23.918991	4.6391737479697035
Morus_015010-R1	SD	0	0	0	0
Morus_015010-R1	YL	0	4.532319	4.532319	2.467884346374413
Morus_015012-R1	FF	0	3.010884	3.010884	2.00392024213229
Morus_015012-R1	FR	0	0	0	0
Morus_015012-R1	MF	0	0	0	0
Morus_015012-R1	ML	0	0	0	0
Morus_015012-R1	SD	0	0	0	0
Morus_015012-R1	YL	0	0	0	0
Morus_015019-R1	FF	0	0	0	0
Morus_015019-R1	FR	0	0	0	0
Morus_015019-R1	MF	0	0	0	0
Morus_015019-R1	ML	0	0	0	0
Morus_015019-R1	SD	0	0	0	0
Morus_015019-R1	YL	0	0	0	0
Morus_015021-R1	FF	13.987935	44.761393	58.749328	1.6103293430708612
Morus_015021-R1	FR	10.156078	10.156078	20.312156	0
Morus_015021-R1	MF	2.286214	17.146609	19.432823000000003	2.4652016439755053
Morus_015021-R1	ML	8.349545	14.611704	22.961249000000002	0.7396599520682228
Morus_015021-R1	SD	0	16.935665	16.935665	4.164759331926112
Morus_015021-R1	YL	10.8771	17.40336	28.280459999999998	0.6317865707751154
Morus_015028-R1	FF	2.261286	2.25567	4.516956	-0.002486491348180565
Morus_015028-R1	FR	0	0	0	0
Morus_015028-R1	MF	0.923972	0	0.923972	-0.9440878033932534
Morus_015028-R1	ML	0	0	0	0
Morus_015028-R1	SD	0	0	0	0
Morus_015028-R1	YL	0	0	0	0
Morus_015032-R1	FF	0	0	0	0
Morus_015032-R1	FR	0	0	0	0
Morus_015032-R1	MF	0.926278	0	0.926278	-0.9458159276252277
Morus_015032-R1	ML	0	0	0	0
Morus_015032-R1	SD	0	0	0	0
Morus_015032-R1	YL	0	0	0	0
Morus_015035-R1	FF	0	0	0	0
Morus_015035-R1	FR	0	0	0	0
Morus_015035-R1	MF	0	0	0	0
Morus_015035-R1	ML	0	0	0	0
Morus_015035-R1	SD	0	0	0	0
Morus_015035-R1	YL	0	0	0	0
Morus_015040-R1	FF	0	0	0	0
Morus_015040-R1	FR	0	0	0	0
Morus_015040-R1	MF	0	0	0	0
Morus_015040-R1	ML	0	0	0	0
Morus_015040-R1	SD	0	0	0	0
Morus_015040-R1	YL	0	0	0	0
Morus_015048-R1	FF	10.180012	13.573349	23.753360999999998	0.38241071452784053
Morus_015048-R1	FR	3.079707	0	3.079707	-2.0284655431708187
Morus_015048-R1	MF	5.546134	1.386534	6.9326680000000005	-1.455726244754275
Morus_015048-R1	ML	5.063796	5.063796	10.127592	0
Morus_015048-R1	SD	10.271069	0	10.271069	-3.4945524487169095
Morus_015048-R1	YL	10.554715	10.554715	21.10943	0
Morus_015050-R1	FF	0	0	0	0
Morus_015050-R1	FR	0	0	0	0
Morus_015050-R1	MF	0	0	0	0
Morus_015050-R1	ML	0	0	0	0
Morus_015050-R1	SD	0	0	0	0
Morus_015050-R1	YL	0	0	0	0
Morus_015056-R1	FF	0	2.771973	2.771973	1.9153193491557676
Morus_015056-R1	FR	0	2.515773	2.515773	1.8138419241939168
Morus_015056-R1	MF	0	4.530565	4.530565	2.4674268730568003
Morus_015056-R1	ML	0	0	0	0
Morus_015056-R1	SD	0	2.796768	2.796768	1.924771846343019
Morus_015056-R1	YL	0	0	0	0
Morus_015058-R1	FF	0	0	0	0
Morus_015058-R1	FR	0	0	0	0
Morus_015058-R1	MF	0	0	0	0
Morus_015058-R1	ML	0	0	0	0
Morus_015058-R1	SD	0	0	0	0
Morus_015058-R1	YL	0	0	0	0
Morus_015062-R1	FF	0	0	0	0
Morus_015062-R1	FR	6.20319	0	6.20319	-2.8486359590503607
Morus_015062-R1	MF	5.585551	0	5.585551	-2.7193041529664828
Morus_015062-R1	ML	11.899498	0	11.899498	-3.689243017357399
Morus_015062-R1	SD	0	0	0	0
Morus_015062-R1	YL	5.314864	0	5.314864	-2.6587516637613082
Morus_015064-R1	FF	0	0	0	0
Morus_015064-R1	FR	0	0	0	0
Morus_015064-R1	MF	0	0	0	0
Morus_015064-R1	ML	0	0	0	0
Morus_015064-R1	SD	0	0	0	0
Morus_015064-R1	YL	0	0	0	0
Morus_015073-R1	FF	0	0	0	0
Morus_015073-R1	FR	0	0	0	0
Morus_015073-R1	MF	0	0	0	0
Morus_015073-R1	ML	0	0	0	0
Morus_015073-R1	SD	0	0	0	0
Morus_015073-R1	YL	0	0	0	0
Morus_015081-R1	FF	0	0	0	0
Morus_015081-R1	FR	0	0	0	0
Morus_015081-R1	MF	0	0	0	0
Morus_015081-R1	ML	0	0	0	0
Morus_015081-R1	SD	0	0	0	0
Morus_015081-R1	YL	0	0	0	0
Morus_015082-R1	FF	0	0	0	0
Morus_015082-R1	FR	0	0	0	0
Morus_015082-R1	MF	0	0	0	0
Morus_015082-R1	ML	0	0	0	0
Morus_015082-R1	SD	0	2.730112	2.730112	1.8992189493595304
Morus_015082-R1	YL	0	0	0	0
Morus_015087-R1	FF	0	0	0	0
Morus_015087-R1	FR	0	0	0	0
Morus_015087-R1	MF	0	0	0	0
Morus_015087-R1	ML	0	2.76991	2.76991	1.9145300820871625
Morus_015087-R1	SD	0	0	0	0
Morus_015087-R1	YL	0	5.773458	5.773458	2.759892549572537
Morus_015088-R1	FF	0	0	0	0
Morus_015088-R1	FR	0	0	0	0
Morus_015088-R1	MF	0	0	0	0
Morus_015088-R1	ML	0	0	0	0
Morus_015088-R1	SD	0	0	0	0
Morus_015088-R1	YL	0	0	0	0
Morus_015090-R1	FF	0	0	0	0
Morus_015090-R1	FR	7.640592	0	7.640592	-3.111130160329201
Morus_015090-R1	MF	2.293278	0	2.293278	-1.719524301272127
Morus_015090-R1	ML	0	0	0	0
Morus_015090-R1	SD	8.493994	0	8.493994	-3.2470151380153984
Morus_015090-R1	YL	0	0	0	0
Morus_015091-R1	FF	0	0	0	0
Morus_015091-R1	FR	0	0	0	0
Morus_015091-R1	MF	0	0	0	0
Morus_015091-R1	ML	0	0	0	0
Morus_015091-R1	SD	0	0	0	0
Morus_015091-R1	YL	0	0	0	0
Morus_015092-R1	FF	16.528552	0	16.528552	-4.131634917641865
Morus_015092-R1	FR	12.857911	0	12.857911	-3.7926378908123657
Morus_015092-R1	MF	0	0.94515	0.94515	0.959881412749732
Morus_015092-R1	ML	0	0	0	0
Morus_015092-R1	SD	4.764684	0	4.764684	-2.5272415265018706
Morus_015092-R1	YL	1.8361	1.798692	3.634792	-0.01915567742711276
Morus_015093-R1	FF	0	0	0	0
Morus_015093-R1	FR	0	3.023233	3.023233	2.0083552920800147
Morus_015093-R1	MF	0	0	0	0
Morus_015093-R1	ML	0	2.48547	2.48547	1.8013532101683147
Morus_015093-R1	SD	0	0	0	0
Morus_015093-R1	YL	0	2.590292	2.590292	1.8441011838312134
Morus_015095-R1	FF	7.576042	2.797587	10.373629000000001	-1.1752289549991386
Morus_015095-R1	FR	0	0	0	0
Morus_015095-R1	MF	1.031869	1.143107	2.174976	0.07689649126535039
Morus_015095-R1	ML	3.768516	0	3.768516	-2.2535403579398214
Morus_015095-R1	SD	0	0	0	0
Morus_015095-R1	YL	1.963725	0	1.963725	-1.5674115881490742
Morus_015098-R1	FF	0	0	0	0
Morus_015098-R1	FR	0	0	0	0
Morus_015098-R1	MF	0	0	0	0
Morus_015098-R1	ML	0	0	0	0
Morus_015098-R1	SD	0	0	0	0
Morus_015098-R1	YL	0	0	0	0
Morus_015099-R1	FF	0	32.007939	32.007939	5.04474115506835
Morus_015099-R1	FR	0	12.63026	12.63026	3.7687411769962256
Morus_015099-R1	MF	0	8.529518	8.529518	3.2524032449226845
Morus_015099-R1	ML	0	0	0	0
Morus_015099-R1	SD	0	42.122924	42.122924	5.430383099909093
Morus_015099-R1	YL	0	9.739393	9.739393	3.424840548114089
Morus_015100-R1	FF	0	5.328911	5.328911	2.6619572800550424
Morus_015100-R1	FR	0	6.448514	6.448514	2.8969526324649806
Morus_015100-R1	MF	0	6.532254	6.532254	2.9130816508233255
Morus_015100-R1	ML	0	4.638787	4.638787	2.495384847500404
Morus_015100-R1	SD	0	8.064865	8.064865	3.1802855345551158
Morus_015100-R1	YL	0	3.45316	3.45316	2.1548294480843566
Morus_015104-R1	FF	2.010959	50.052348	52.063307	4.083682346830703
Morus_015104-R1	FR	1.825096	3.6341	5.459196	0.7139892838985207
Morus_015104-R1	MF	0.821687	33.540664	34.362351	4.244948813622979
Morus_015104-R1	ML	0	2.987677	2.987677	1.9955485568348539
Morus_015104-R1	SD	4.057894	32.320034	36.377928	2.719781165459177
Morus_015104-R1	YL	7.818668	37.364157	45.182825	2.1211263859460283
Morus_015105-R1	FF	0	0	0	0
Morus_015105-R1	FR	0	0	0	0
Morus_015105-R1	MF	0	0	0	0
Morus_015105-R1	ML	0	0	0	0
Morus_015105-R1	SD	0	0	0	0
Morus_015105-R1	YL	0	0	0	0
Morus_015106-R1	FF	0	0	0	0
Morus_015106-R1	FR	0	0	0	0
Morus_015106-R1	MF	0	0	0	0
Morus_015106-R1	ML	0	0	0	0
Morus_015106-R1	SD	0	0	0	0
Morus_015106-R1	YL	0	0	0	0
Morus_015108-R1	FF	0	0	0	0
Morus_015108-R1	FR	0	0	0	0
Morus_015108-R1	MF	6.540782	0	6.540782	-2.914714142727609
Morus_015108-R1	ML	15.925177	0	15.925177	-4.081099016172834
Morus_015108-R1	SD	0	0	0	0
Morus_015108-R1	YL	0	0	0	0
Morus_015110-R1	FF	88.533026	0	88.533026	-6.484348041595876
Morus_015110-R1	FR	130.346109	0	130.346109	-7.037229652449917
Morus_015110-R1	MF	72.350022	0	72.350022	-6.196725493496132
Morus_015110-R1	ML	42.570623	0	42.570623	-5.445283836843327
Morus_015110-R1	SD	136.964894	0	136.964894	-7.108157401015064
Morus_015110-R1	YL	81.082694	0	81.082694	-6.359006176668817
Morus_015111-R1	FF	0	0	0	0
Morus_015111-R1	FR	5.016237	0	5.016237	-2.5888614007904724
Morus_015111-R1	MF	0	0	0	0
Morus_015111-R1	ML	4.123964	4.086662	8.210626	-0.010541106848610047
Morus_015111-R1	SD	0	0	0	0
Morus_015111-R1	YL	2.148944	0	2.148944	-1.6548681011885762
Morus_015112-R1	FF	127.302183	0	127.302183	-7.003401907174116
Morus_015112-R1	FR	313.094419	0	313.094419	-8.295054498404347
Morus_015112-R1	MF	117.532948	0	117.532948	-6.889144323237623
Morus_015112-R1	ML	103.685926	0	103.685926	-6.709923688826498
Morus_015112-R1	SD	200.995252	0	200.995252	-7.658177571877741
Morus_015112-R1	YL	142.81896	0	142.81896	-7.168110072053029
Morus_015113-R1	FF	400.552919	0	400.552919	-8.64944631686473
Morus_015113-R1	FR	390.73478	0	390.73478	-8.613733412794014
Morus_015113-R1	MF	603.455452	0	603.455452	-9.239492207417985
Morus_015113-R1	ML	512.344791	0	512.344791	-9.003784335642422
Morus_015113-R1	SD	628.197425	0	628.197425	-9.29736895628908
Morus_015113-R1	YL	282.867686	0	282.867686	-8.14907481939041
Morus_015114-R1	FF	421.884167	0	421.884167	-8.724118735910679
Morus_015114-R1	FR	473.680117	0	473.680117	-8.890811810415762
Morus_015114-R1	MF	454.951205	0	454.951205	-8.83273562804364
Morus_015114-R1	ML	340.745406	0	340.745406	-8.416778133939447
Morus_015114-R1	SD	568.275119	0	568.275119	-9.152982235789155
Morus_015114-R1	YL	735.597525	0	735.597525	-9.524732739501887
Morus_015115-R1	FF	0	0	0	0
Morus_015115-R1	FR	0	0	0	0
Morus_015115-R1	MF	0	0	0	0
Morus_015115-R1	ML	0	0	0	0
Morus_015115-R1	SD	0	0	0	0
Morus_015115-R1	YL	0	0	0	0
Morus_015116-R1	FF	8.36699	0	8.36699	-3.227585524969583
Morus_015116-R1	FR	0	0	0	0
Morus_015116-R1	MF	1.139597	0	1.139597	-1.0973390859474978
Morus_015116-R1	ML	0	0	0	0
Morus_015116-R1	SD	0	2.805329	2.805329	1.9280211912188157
Morus_015116-R1	YL	17.349921	0	17.349921	-4.197701946884811
Morus_015117-R2	FF	0	21.188568	21.188568	4.471744657151325
Morus_015117-R2	FR	0	26.922293	26.922293	4.803345516517062
Morus_015117-R2	MF	0	19.047047	19.047047	4.3253178332026065
Morus_015117-R2	ML	0	17.390557	17.390557	4.200893270611575
Morus_015117-R2	SD	0	19.240284	19.240284	4.3391576281269515
Morus_015117-R2	YL	0	34.600343	34.600343	5.153819236135641
Morus_015118-R1	FF	176.905241	0	176.905241	-7.47496520208488
Morus_015118-R1	FR	196.361905	0	196.361905	-7.624699735944881
Morus_015118-R1	MF	144.048596	0	144.048596	-7.180392520790535
Morus_015118-R1	ML	42.732434	0	42.732434	-5.450631741088509
Morus_015118-R1	SD	349.270723	0	349.270723	-8.452326596847437
Morus_015118-R1	YL	156.366059	0	156.366059	-7.2979806010610595
Morus_015119-R1	FF	39.38403	33.568891	72.952921	-0.22431056573061278
Morus_015119-R1	FR	41.462985	41.415097	82.878082	-0.0016279299866540592
Morus_015119-R1	MF	36.0472	29.361683	65.408883	-0.2871127448035769
Morus_015119-R1	ML	26.643239	21.52479	48.168029000000004	-0.2954130126169093
Morus_015119-R1	SD	23.311969	28.047894	51.359863000000004	0.2567668302508883
Morus_015119-R1	YL	28.991905	21.616849	50.608754	-0.4071752152374592
Morus_015120-R1	FF	94.515085	359.961708	454.476793	1.9180452937612567
Morus_015120-R1	FR	56.577973	323.041974	379.61994699999997	2.4925917956121597
Morus_015120-R1	MF	77.238617	351.682213	428.92083	2.172416043880849
Morus_015120-R1	ML	67.5204	142.543066	210.063466	1.0668781627670991
Morus_015120-R1	SD	152.171008	314.486749	466.65775699999995	1.0424361589952225
Morus_015120-R1	YL	39.093341	239.251246	278.344587	2.5831093650012042
Morus_015121-R1	FF	0	0	0	0
Morus_015121-R1	FR	0	0	0	0
Morus_015121-R1	MF	0	0	0	0
Morus_015121-R1	ML	0	0	0	0
Morus_015121-R1	SD	0	0	0	0
Morus_015121-R1	YL	0	0	0	0
Morus_015122-R1	FF	0	0	0	0
Morus_015122-R1	FR	0	0	0	0
Morus_015122-R1	MF	0	0	0	0
Morus_015122-R1	ML	0	0	0	0
Morus_015122-R1	SD	0	0	0	0
Morus_015122-R1	YL	0	0	0	0
Morus_015123-R1	FF	0	0	0	0
Morus_015123-R1	FR	0	0	0	0
Morus_015123-R1	MF	0	0	0	0
Morus_015123-R1	ML	0	0	0	0
Morus_015123-R1	SD	0	0	0	0
Morus_015123-R1	YL	0	2.438273	2.438273	1.7816840998216783
Morus_015124-R1	FF	0	1.389521	1.389521	1.2567214465811272
Morus_015124-R1	FR	0	5.044375	5.044375	2.595593169744556
Morus_015124-R1	MF	0	2.838823	2.838823	1.940664042104859
Morus_015124-R1	ML	0	6.220645	6.220645	2.85212771477712
Morus_015124-R1	SD	0	2.803899	2.803899	1.9274789406954358
Morus_015124-R1	YL	0	4.321997	4.321997	2.4119676971157995
Morus_015125-R1	FF	414.226505	205.571467	619.797972	-1.0072575441504183
Morus_015125-R1	FR	590.498727	267.73007	858.228797	-1.1382173005028493
Morus_015125-R1	MF	426.287151	175.554709	601.84186	-1.2750906336026877
Morus_015125-R1	ML	172.557792	259.220149	431.777941	0.5843165376745539
Morus_015125-R1	SD	1837.654813	255.114607	2092.76942	-2.843789213507622
Morus_015125-R1	YL	351.677854	131.079927	482.757781	-1.4169397582406802
Morus_015126-R1	FF	0	0	0	0
Morus_015126-R1	FR	0	0	0	0
Morus_015126-R1	MF	0	0	0	0
Morus_015126-R1	ML	0	0	0	0
Morus_015126-R1	SD	0	0	0	0
Morus_015126-R1	YL	0	0	0	0
Morus_015127-R1	FF	0	0	0	0
Morus_015127-R1	FR	0	0	0	0
Morus_015127-R1	MF	0	0	0	0
Morus_015127-R1	ML	0	0	0	0
Morus_015127-R1	SD	0	0	0	0
Morus_015127-R1	YL	0	0	0	0
Morus_015128-R1	FF	0	0	0	0
Morus_015128-R1	FR	0	0	0	0
Morus_015128-R1	MF	0	0	0	0
Morus_015128-R1	ML	0	0	0	0
Morus_015128-R1	SD	0	0	0	0
Morus_015128-R1	YL	0	0	0	0
Morus_015129-R1	FF	0	0	0	0
Morus_015129-R1	FR	0	0	0	0
Morus_015129-R1	MF	0	0	0	0
Morus_015129-R1	ML	0	0	0	0
Morus_015129-R1	SD	0	0	0	0
Morus_015129-R1	YL	0	0	0	0
Morus_015130-R1	FF	0	4.91259	4.91259	2.563790238970504
Morus_015130-R1	FR	0	1.486181	1.486181	1.3139313319080175
Morus_015130-R1	MF	0.716926	0.669102	1.386028	-0.040755738606904096
Morus_015130-R1	ML	0	0	0	0
Morus_015130-R1	SD	0	1.652177	1.652177	1.4071770607073208
Morus_015130-R1	YL	0	8.91347	8.91347	3.30939013062478
Morus_015131-R1	FF	0	3.497882	3.497882	2.1692458131282097
Morus_015131-R1	FR	0	0	0	0
Morus_015131-R1	MF	0	0	0	0
Morus_015131-R1	ML	0	0	0	0
Morus_015131-R1	SD	0	0	0	0
Morus_015131-R1	YL	0	0	0	0
Morus_015132-R1	FF	242.289231	398.359215	640.648446	0.7150145415170007
Morus_015132-R1	FR	112.409315	101.528574	213.937889	-0.1455131076706476
Morus_015132-R1	MF	113.037907	147.163228	260.201135	0.3776739696747007
Morus_015132-R1	ML	66.106568	140.472179	206.57874700000002	1.0759924888761025
Morus_015132-R1	SD	173.308674	203.71411	377.022784	0.23196618103867056
Morus_015132-R1	YL	201.762625	191.659148	393.42177300000003	-0.07374105568489213
Morus_015133-R1	FF	0	17.828897	17.828897	4.234876583993073
Morus_015133-R1	FR	0	0	0	0
Morus_015133-R1	MF	0	33.996533	33.996533	5.129140100617644
